name,category,ground_truth,ocr_tesseract,similarity,char_accuracy,word_accuracy,normalized_ocr_tesseract,similarity02,char_accuracy02
0047.jpg,fancy_typo,"15 JAHRE JUBILÄUMSSHOW GOITZSCHE FRONT WILLKUER Berserker Berlin UBER EATS MUSIC HALL BERLIN, 28.09.2024 EINLASS: 18.30 UHR","N Bers erkex
? erlin
UBER EATS MUSIG HALL
äBERLIN‚ 28.08.20E |

EINLASS: 18.30 UHR 7 }",0.0,0.5040650406504066,0.0,N Bers erkex ? erlin UBER EATS MUSIG HALL äBERLIN‚ 28.08.20E | EINLASS: 18.30 UHR 7 },0.0,0.5040650406504066
0049.jpg,fancy_typo,"Rock'n'Roll Silvester BOPPIN'B Manu Tanzratte Killer Kirsche copper blonde Silvester- & Wünschefeuer auf der Terrasse Di. 31.12.2024 Beginn 20:30 Uhr (Einlass 20 Uhr) Eintritt: 25 € + VVG | Späteinlass (ab 22:30 Uhr, nur Abendkasse): 15 € Bürgerhaus Dreieich Fichtestr. 50 | 63303 Dreieich","Di. 3112.2024 —

Beginn 20:30 Uhr (Einlass 20 Uhn)

Eintritt: 25 € + VVG | Späteinlass (albı 22:30 Uhr, nur Abendkasse): 15 €

Bürgerhaus Dreieich X<

Fichtestr. 50 | 63303 Dreieich DREIEICH",0.0,0.5294117647058824,0.022727272727272728,"Di. 3112.2024 — Beginn 20:30 Uhr (Einlass 20 Uhn) Eintritt: 25 € + VVG | Späteinlass (albı 22:30 Uhr, nur Abendkasse): 15 € Bürgerhaus Dreieich X< Fichtestr. 50 | 63303 Dreieich DREIEICH",0.0,0.5294117647058824
0050.jpg,fancy_typo,"Einladung zur bewegten Versammlung Miteinander zur Freude Samstag, 15. August ab 17:30 vom Friedensengel zur Münchner Freiheit Die Maßnahmen der letzten Zeit haben uns allen viel abverlangt. Mit Musik und guter Laune ziehen wir gemeinsam durch München und holen uns die LEBENSFREUDE zurück!","Einladung zur bewegten Versammlung
Mliteinander

Samstag, 15. August ab 17:30
vom Friedensengel
zur Münchner Freiheit

Die 7‘4%nafunm der letzen Zeit haben uns allen Viel abverlangt.

Mit Musik und guter Laune zighen Wir gemeinsam durch
München z//zd/zalenunsdze LEBENS) F;.E'LLDEW*",0.0,0.8379310344827586,0.09302325581395349,"Einladung zur bewegten Versammlung Mliteinander Samstag, 15. August ab 17:30 vom Friedensengel zur Münchner Freiheit Die 7‘4%nafunm der letzen Zeit haben uns allen Viel abverlangt. Mit Musik und guter Laune zighen Wir gemeinsam durch München z//zd/zalenunsdze LEBENS) F;.E'LLDEW*",0.0,0.8379310344827586
0051.jpg,fancy_typo,bEweGungsFREIHEIT #23 29.12.2023 ://ABOUT BLANK Soliparty für Menschen mit Fluchtgeschichte,"EIT #23

.IPARTY FÜR MENSCHEN
‚ MIT FLUCHTGESCHICHTE",0.0,0.19780219780219777,0.1,EIT #23 .IPARTY FÜR MENSCHEN ‚ MIT FLUCHTGESCHICHTE,0.0,0.19780219780219777
0052.jpeg,fancy_typo,"01.03.2025 Punk Against Gentrification Gemeinsam gegen das Clubsterben ni ju san AUF KRAMPF LADEHEMMUNG Einlass: 19 Uhr Beginn: 20 Uhr VVK: 13,12€ AK: 15€ Wo: SOLTMANN","Tickets_ 01.03.2025
5 Punk Agailsta
S Gentrificslgen —

. E E \«v®
Einlass: 19Uhr. DA
Beginn:; 20 Uhr. “
VVK:13,12€ AK: /

Wo:: SOLTMANNIE

B",0.0,0.437125748502994,0.0,"Tickets_ 01.03.2025 5 Punk Agailsta S Gentrificslgen — . E E \«v® Einlass: 19Uhr. DA Beginn:; 20 Uhr. “ VVK:13,12€ AK: / Wo:: SOLTMANNIE B",0.0,0.437125748502994
0053.jpg,fancy_typo,THE TIME HAS COME FREEDOM RALLY FOR IRAN OCTOBER 22 3 PM BERLIN GERMANY Start point Großer Stern IRANIAN GERMANS FOR JUSTICE AND HUMAN RIGHTS,"AI
HUMAN.RIGHTS

— n _",0.0,0.099290780141844,0.0,AI HUMAN.RIGHTS — n _,0.0,0.099290780141844
0054.jpg,fancy_typo,MAGISCHES FÜRSTENFELD 5. + 6. Januar 2025 Zaubervarieté für die ganze Familie JANIS VON DEM BORNE MARION METTERNICH DETLEF WINTERBERG,"Zaubervariete
für die ganze Famile",0.0,0.24812030075187974,0.0,Zaubervariete für die ganze Famile,0.0,0.24812030075187974
0055.jpg,fancy_typo,"Soliparty für Frauen auf der Flucht (ROSA e.V.) DYNAMIC x EUPHORIOT 7.3.2025, 23–7 Uhr :://about blank SKYY YU/VA TIKITULA POWPOW MAARTEN KETRAEDA FUCHSITEK MISS PIXIE JULE BAMBULE GRETCHEN BAZOOKA SHANNON SOUNDQUIST HAVYLICOUS B2B GINGER B Tekno, Gabber, Frenchcore + Karaoke Markgrafendamm 24c, 10245 Berlin Fascists not welcome!",,0.0,0.0,0.0,,0.0,0.0
0057.jpg,fancy_typo,"Hocus Pocus Die internationale Zaubergala mit Soria Ieng, Alberto Giorgi & Laura, Sven Heubes & Sabrina, Magic Dorian, Andy Jordan, Marc Oberon Moderation Bert Callenbach 13. & 15.5.2022 Veranstaltungsforum Fürstenfeld – Stadtsaal Fürstenfeld 12 82256 Fürstenfeldbruck Karten ab 27€ auf fuerstenfeld.reservix.de","DIE
INTERNATIONALE
ZAUBERGALA

SORIA IENG
ALBERTO GIORGI & LAURA
SVEN HEUBES & SABRINA ’

|
|
|| MAGIC DORIAN
| ANDY JORDAN
MARC OBERON

BERT CALLENBACH

3. & 15.5.2022
M FÜRSTENFELD - STADTSAAI

VERANSTALTUNGSFORU",0.0,0.18327974276527326,0.0,DIE INTERNATIONALE ZAUBERGALA SORIA IENG ALBERTO GIORGI & LAURA SVEN HEUBES & SABRINA ’ | | || MAGIC DORIAN | ANDY JORDAN MARC OBERON BERT CALLENBACH 3. & 15.5.2022 M FÜRSTENFELD - STADTSAAI VERANSTALTUNGSFORU,0.0,0.18327974276527326
0058.jpg,fancy_typo,open air 18/08/23 FEINRAUSCH ://about blank DIFFUS FLUTWELLE FLUX FM LOFT PICKY MAGAZINE UNTOLDENCY COLLECTIF ,,0.0,0.0,0.0,,0.0,0.0
0059.jpg,fancy_typo,8. März 19 Uhr KUFA Moabit FLINTA* Stand Up Comedy Smash Comedy Kiez Comedy Berlin Sozialraumorientierte Planungskordination Gefördert durch die Stadtteilkasse,"N]

, 8. MÄRZ, 19 UHR, KUFA MOABIT er £.4
— FLINTA® STAND UP COMEDY .

La",0.0,0.14465408805031443,0.0,"N] , 8. MÄRZ, 19 UHR, KUFA MOABIT er £.4 — FLINTA® STAND UP COMEDY . La",0.0,0.14465408805031443
0060.jpg,fancy_typo,"Poetry B'n'B Dein Fast Prime-Time Poetry Slam 26. April 2024, 20.12 Uhr Das grosse Finale Eine Kooperation von Brakula Kultur in Bramfeld BIM Kulturzentrum auf KulTour","T PRIME-TIME PUHRY U\M

7 W 24 2012

Eine Kooperation von",0.0,0.22754491017964074,0.0,T PRIME-TIME PUHRY U\M 7 W 24 2012 Eine Kooperation von,0.0,0.22754491017964074
0061.jpg,fancy_typo,Freedom Parade Die Verleihung der roten Clownsnase durch Captain Future an Dr. Drosten 01.10.2020 ab 10:00 Uhr vorm Schloss Bellevue Grafik: LaserLurch.de,": Freedom Parade

Die Verleihung der coten C (@umnsnase.
3„:t„ Carhin ""£“'“ anDr. Droste

A

20° HDINTS2SE7 :Aya9

Z

vorm Schloss Bellewe",0.0,0.538961038961039,0.0,": Freedom Parade Die Verleihung der coten C (@umnsnase. 3„:t„ Carhin ""£“'“ anDr. Droste A 20° HDINTS2SE7 :Aya9 Z vorm Schloss Bellewe",0.0,0.538961038961039
0062.jpg,fancy_typo,"B!M Kulturzentrum SEI DABEI! LESECLUB HORIZONTE ERWEITERN WELTEN ERLESEN. LESECLUB Montags von 14.00 – 15.30 Uhr für alle Kinder zwischen 9 und 12 Jahren im Gymnasium Meiendorf, Raum 804, Kreuzbau, Schierenberg 60 LESECLUBS Stiftung Lesen GYMNASIUM MEIENDORF LESECLUB MEIENDORF","B ’ M Kultur-
® zenfrum

HON ZONTE

JERWEITERN
—WELTENTERLESEN

l für alle Kinder zwischen 9 und 12 Jahren
im Gymnasium Meiendorf, Raum 804, Kreuzbau, Schierenberg 60

SYMNASDENM
VENBNDERE",0.0,0.5631768953068592,0.0,"B ’ M Kultur- ® zenfrum HON ZONTE JERWEITERN —WELTENTERLESEN l für alle Kinder zwischen 9 und 12 Jahren im Gymnasium Meiendorf, Raum 804, Kreuzbau, Schierenberg 60 SYMNASDENM VENBNDERE",0.0,0.5631768953068592
0063.jpg,fancy_typo,DEMO STOPPT DIE GASLOBBY soziale Klima- und Energiepolitik gegen die European Gas Conference POWER TO THE PEOPLE 28. März 17:30 Uhr Stephansplatz @systemchange.not.climatechange,"STOPPT DIE
GASLOBBY

17:30 Uhr
Stephansplatz

@systemchange.not.climatechange",0.0,0.423728813559322,0.0,STOPPT DIE GASLOBBY 17:30 Uhr Stephansplatz @systemchange.not.climatechange,0.0,0.423728813559322
0064.jpg,fancy_typo,"KIEZFEST KIEZKLUB Treptow-Kolleg Samstag, 1. Juli 2023 von 14 – 18 Uhr Eröffnung durch Frau Weingart Stellvertretende Bezirksbürgermeisterin und Leiterin der Abteilung Soziales, Arbeit und Teilhabe Es spielt die Combo des Landespolizeiorchesters Brandenburg Die fröhlichen Herbstlerchen erfreuen uns mit ihrem Vortrag Kreistanzgruppe unter Leitung von Monika Kemmnitz Dirk Jüttner erfreut uns als Elvis Presley Kinder- und Erwachsenen-Tanzteam des PSV Olympia Berlin Belly Dance mit „SOURAIA HAGIR“ Eine kostenlose Fahrradkennzeichnung durch den Polizeiabschnitt 65, außerdem gibt es noch Mitmach-Aktionen für Kinder, Seifenblasen mit Ciello, Holzarbeiten, Schwerter basteln mit Marlies, das Kinderschminken mit Farina und Jessica, Malen und Basteln mit Michaela und vieles mehr ... Unsere Ehrenamtlichen des KIEZKLUB’s und das Seniorenpflegeheim DOMIZIL verwöhnen sie mit selbstgebackenem Kuchen. Für Ihr leibliches Wohl ist gesorgt. KIEZKLUB","KIEZKLUB Treptow-Kollag

5am5tag‚ 1. JU"" 2023 von 14 — 18 Uhr

Eröffnung durch Frau Weingart
Stellvertretende Bezirksbürgermeisterin
und Leiterin der Abteilung Soziales, Arbeit

und Teilhabe

Es spielt die Combo des
Landespolizeiorchesters

Brandenburg

Die fröhlichen Herbstlerchen
erfreuen uns mit ihrem Vortrag

Kreistanzgruppe unter Leitung von

Monika Kemmnitz

/

X

K ICESZUKAURB

TRDEDTAW KMIILEC

Dirk Jüttner
erfreut uns als Elvis Presley

Kinder- und Erwachsenen-Tanzteam
des PSV Olympia Berlin

Belly Dance mit „SOURAIA HAGIR“

Eine kostenlose Fahrradkennzeichnung durch den
Polzeiabschnitt 65, außerdem gibt es noch Mit-
mach-Aktionen für Kinder, Seifenblasen mit Ciello,
Holzarbeiten, Schwerter basteln mit Marlies, das
Kinderschminken mit Farina und Jessica, Malen
und Basteln mit Michaela und vieles mehr ...
Unsere Ehrenamtlichen des KIEZKLUB's und das
Seniorenpflegeheim DOMIZIL verwöhnen sie mit
selbstgebackenem Kuchen. Für Ihr leibliches Wohl

ist gesorgt.
3 (a",0.0,0.9321314952279958,0.0,"KIEZKLUB Treptow-Kollag 5am5tag‚ 1. JU"" 2023 von 14 — 18 Uhr Eröffnung durch Frau Weingart Stellvertretende Bezirksbürgermeisterin und Leiterin der Abteilung Soziales, Arbeit und Teilhabe Es spielt die Combo des Landespolizeiorchesters Brandenburg Die fröhlichen Herbstlerchen erfreuen uns mit ihrem Vortrag Kreistanzgruppe unter Leitung von Monika Kemmnitz / X K ICESZUKAURB TRDEDTAW KMIILEC Dirk Jüttner erfreut uns als Elvis Presley Kinder- und Erwachsenen-Tanzteam des PSV Olympia Berlin Belly Dance mit „SOURAIA HAGIR“ Eine kostenlose Fahrradkennzeichnung durch den Polzeiabschnitt 65, außerdem gibt es noch Mit- mach-Aktionen für Kinder, Seifenblasen mit Ciello, Holzarbeiten, Schwerter basteln mit Marlies, das Kinderschminken mit Farina und Jessica, Malen und Basteln mit Michaela und vieles mehr ... Unsere Ehrenamtlichen des KIEZKLUB's und das Seniorenpflegeheim DOMIZIL verwöhnen sie mit selbstgebackenem Kuchen. Für Ihr leibliches Wohl ist gesorgt. 3 (a",0.0,0.9321314952279958
0065.jpg,fancy_typo,"19 NOV 23 14–24:00 Moving the Needle AINO ANNA SCHREIT DJ HENGAMEH BLACK MIRROR PARK MASCHA SAM DJ PETE B2B FINN JOHANNSEN RESOM SEVENSOL 41ISSA B2B O-WELLS NAKO ://about blank MARKGRAFENDAMM 24C, 10245 BERLIN PANEL TALK ANASTASIA A. TIKHOMIROVA AND NICHOLAS POTTER + ORI RAZ AND MODERATION","19N0OV 23 14-24:00

Nbwvi

AINO _ ANN
BLACK MIRROR PARK MASCH A_SAM
pETEf328

SEN RESOM
7} 41l881%0-WELLS NAKO
MARKGRAFENDQMM 24C, 10245 BERLUIN
PANEL TALK E RA HETMEOVA. S ODERATION",0.0,0.5,0.0,"19N0OV 23 14-24:00 Nbwvi AINO _ ANN BLACK MIRROR PARK MASCH A_SAM pETEf328 SEN RESOM 7} 41l881%0-WELLS NAKO MARKGRAFENDQMM 24C, 10245 BERLUIN PANEL TALK E RA HETMEOVA. S ODERATION",0.0,0.5
0066.jpg,fancy_typo,HocusPocus Fürstenfeld Festival der Zauberkunst Veranstaltungsforum Fürstenfeld 11. – 15. Mai 2022,"HocusPocus
-Fürstenfeld
__ Festival der Zauberkunst

Veranstaltungsforum
Fürstenfeld

11.- 15. Mai 2022",0.0,0.9387755102040817,0.3333333333333333,HocusPocus -Fürstenfeld __ Festival der Zauberkunst Veranstaltungsforum Fürstenfeld 11.- 15. Mai 2022,0.0,0.9387755102040817
0067.jpeg,fancy_typo,"HEART OF GAZA Eine Ausstellung mit Bildern von Kindern aus Gaza @stadtteilkomitee_lichtenberg @stk_lichtenberg 15.03.2025 - 16Uhr Café Wostok, Weitlingstr. 97 10317 Fundraising Veranstaltung Eintritt frei Alle Spenden werden gezielt für das Projekt “We are not alone” eingesetzt","HEART
OF GAZA!
Eine Ausstellung mit Bildern \

©& @stadtteilkomitee_lichtenberg \
w @stk_lichtenberg X

15.03.2025 - 16Uhr 7
Cafe Wostok, Weitlingstr. 97 10317 M l

Fundraising Veranstaltung | Eintritt frei ©53E

Alle Spenden werden gezielt für das Projekt “We are not alone” eingesetzt E",0.0,0.8489208633093526,0.1891891891891892,"HEART OF GAZA! Eine Ausstellung mit Bildern \ ©& @stadtteilkomitee_lichtenberg \ w @stk_lichtenberg X 15.03.2025 - 16Uhr 7 Cafe Wostok, Weitlingstr. 97 10317 M l Fundraising Veranstaltung | Eintritt frei ©53E Alle Spenden werden gezielt für das Projekt “We are not alone” eingesetzt E",0.0,0.8489208633093526
0068.jpg,fancy_typo,DOWN BY THE RIVER 13 FESTIVAL shybits gránátéze anna erhard bella and the bizarre emperor x 1.6.24 ://about blank 13 double deuce die fitten titten Markgrafendamm 24c 04 Albertine Sarges & The Sticky Fingers secret act,,0.0,0.0,0.0,,0.0,0.0
0069.jpg,fancy_typo,Lollapalooza BERLIN presented by T JUSTIN TIMBERLAKE J-HOPE GRACIE ABRAMS RAYE BENSON BOONE ARMIN VAN BUUREN BRUTALISMUS 3000 IVE THE LAST DINNER PARTY DOM DOLLA JOHN SUMMIT ARTEMAS SHABOOZEY ROYEL OTIS ASHNIKKO MAGDALENA BAY MOTHER MOTHER MAHMUT ORHAN ARGY MARK AMBOR SOFI TUKKER BUNT. NORA EN PURE MISS MONIQUE ANNA FLO JOEY VALENCE & BRAE NEIL FRANCES PRESENT CLUB NF C7RIEL & PACO AMOROSO BIGXTHAPLUG BENJAMIN INGROSSO WASIA PROJECT ALESSI ROSE FRANKIE STEW & HARVEY GUNN RITTER LEAN AVAION CONFIDENCE MAN INJI ISSEY CROSS MICO ALMOST MONDAY REMY BOND JORDAN PRINCE LAST TRAIN KAPA TULT SKIY FILLY NEW DATE 12+13 July 2025 IT'S HOT! Olympiastadion & Olympiapark Berlin LET’S MAKE THIS SUMMER EPIC!,"PayPal

(lspalza

presented by

JUSTIN TIMBERLAKE + J-HOPE
GRAGIE ABRAMS + RAYE + BENSON BOONE

ARMIN VAN BUUREN + BRUTALISMUS 3000 + IVE
THE LAST DINNER PARTY + DOM DOLLA + JOHN SUMMIT + ARTEMAS
SHABOOZEY + ROVEL OTIS + ASHNIKKO + MAGDALENA BAY
MOTHER MOTHER + MAHMUT ORHAN + ARGY + MARK AMBOR
SOFI TUKKER + BUNT. + NORA EN PURE + MISS MONIQUE + ANNA + FLO
JOEY VALENCE & BRAE + NEIL FRANCES PRESENT CLUB NF
CA7BIEL & PACO AMOROSO + BIGKTHAPLUG + BENJAMIN INGROSSO
WASIA PROJECT + ALESSI ROSE + FRANKIE STEW & HARVEY GUNN
RITTER LEAN + AVAION + CONFIDENCE MAN + INJI + ISSEY CROSS + MICO
ALMOST MONDAY + REMY BOND + JORDAN PRINCE + LAST TRAIN
KAPA TULT + SKIY + FILLY

NEW DATE 12+13 July 2025 IT’S HOT!
Olympiastadion & Olympiapark Berlin
LET’S/MAKE THIS SUMMER EPIG!

S RE E ( ( Beiner TScinna  BECR
essence [ ua 7E nr X Scinm - OEG",0.0,0.7731811697574893,0.035398230088495575,PayPal (lspalza presented by JUSTIN TIMBERLAKE + J-HOPE GRAGIE ABRAMS + RAYE + BENSON BOONE ARMIN VAN BUUREN + BRUTALISMUS 3000 + IVE THE LAST DINNER PARTY + DOM DOLLA + JOHN SUMMIT + ARTEMAS SHABOOZEY + ROVEL OTIS + ASHNIKKO + MAGDALENA BAY MOTHER MOTHER + MAHMUT ORHAN + ARGY + MARK AMBOR SOFI TUKKER + BUNT. + NORA EN PURE + MISS MONIQUE + ANNA + FLO JOEY VALENCE & BRAE + NEIL FRANCES PRESENT CLUB NF CA7BIEL & PACO AMOROSO + BIGKTHAPLUG + BENJAMIN INGROSSO WASIA PROJECT + ALESSI ROSE + FRANKIE STEW & HARVEY GUNN RITTER LEAN + AVAION + CONFIDENCE MAN + INJI + ISSEY CROSS + MICO ALMOST MONDAY + REMY BOND + JORDAN PRINCE + LAST TRAIN KAPA TULT + SKIY + FILLY NEW DATE 12+13 July 2025 IT’S HOT! Olympiastadion & Olympiapark Berlin LET’S/MAKE THIS SUMMER EPIG! S RE E ( ( Beiner TScinna BECR essence [ ua 7E nr X Scinm - OEG,0.0,0.7731811697574893
0070.jpg,fancy_typo,Ziegrastr 11 22/03 20:00 SLAYSTANS NOWRUZ Josef Tumari Kavkaz Widow Sabiné Nisan Slaystans Allstars,"Ziedtastr H 6 u } O f3
n f W 2000
‚<Ä ‚SLAYSTANS

OM
RUZ

Josef Tumari
A Ravkaz Widow {
_ Sabine g : f
Nisan ; -
Slaystans Allstars

O\"" - Ha",0.0,0.4545454545454546,0.0,"Ziedtastr H 6 u } O f3 n f W 2000 ‚<Ä ‚SLAYSTANS OM RUZ Josef Tumari A Ravkaz Widow { _ Sabine g : f Nisan ; - Slaystans Allstars O\"" - Ha",0.0,0.4545454545454546
0071.jpg,fancy_typo,Freedom Parade No 11 Großdemo mit Querdenken 29. August 2020 11:00 Uhr Start: Brandenburger Tor Ziel: Siegessäule GRAFIK: LASERLURCH.DE,": Freedom Parade N911

GROßDEMO mit QUERDENKEN

; | Start: Brandendurger Tor
\(,MF«I: « 4 Z2ieL; S iosessäv (e
LASERWRAHFDE f",0.0,0.41481481481481486,0.05263157894736842,": Freedom Parade N911 GROßDEMO mit QUERDENKEN ; | Start: Brandendurger Tor \(,MF«I: « 4 Z2ieL; S iosessäv (e LASERWRAHFDE f",0.0,0.41481481481481486
0072.jpg,fancy_typo,"DEMO UND LICHTERMEER „ZUSAMMENHALTEN GEGEN RECHTS“ MI. 14.2.2024 RIED IM INNKREIS 16:30 Bahnhof Ried (Bahnhofstraße 69) ab 17:00 Kundgebung, Marktplatz Ried mit Monika Salzer, Hans-Henning Scharsach und Susanne Scholl Bitte Kerze mitnehmen! omasgegenrechts.at ab 16:00 „Kulturpolitischer Aschermittwoch“ in der Giesserei, Ried kulturlandimpulse.at OMAS GEGEN RECHTS ZUM SCHUTZ UNSERER DEMOKRATIE OMAS GEGEN RECHTS","DEMO UND L \ OMAS

- 1“’ W xl GEGEN

AUSA élää\% En [ @
4.2.2024 A| n
mlv\ﬂx'v\ \?‘NK?(%\S .

16:30 Bahnhof Ried -
(Bahnhofstra‘!e 69)

ab 17:00 Kundgebüng, Markplatz .Ried
mit Monika Salzer, Hans- Scharsach
und Susanne Scholl
-
Bitte Kerze mitnehmen! ö

‚omasgegenrechts.at

OMAS. /
GEGEN

\ /RECHTS,",0.0,0.46973365617433416,0.038461538461538464,"DEMO UND L \ OMAS - 1“’ W xl GEGEN AUSA élää\% En [ @ 4.2.2024 A| n mlv\ﬂx'v\ \?‘NK?(%\S . 16:30 Bahnhof Ried - (Bahnhofstra‘!e 69) ab 17:00 Kundgebüng, Markplatz .Ried mit Monika Salzer, Hans- Scharsach und Susanne Scholl - Bitte Kerze mitnehmen! ö ‚omasgegenrechts.at OMAS. / GEGEN \ /RECHTS,",0.0,0.46973365617433416
0073.jpeg,fancy_typo,Umsonst-flohmarkt + Waffeln & Musik Lang vergessene Schätze des Hauses könnten euch gehören 02.03. | 12⁰⁰ - 17⁰⁰ Rigaer Straße 94,";?""""""'“"" 02.03.| 12°°- 17°
Rigaer Straße 94",0.0,0.24806201550387597,0.0,";?""""""'“"" 02.03.| 12°°- 17° Rigaer Straße 94",0.0,0.24806201550387597
0074.jpg,fancy_typo,"ZERO WASTE FUTURE FESTIVAL Null Verschwendung. Volles Programm. 16. November 2024 13:00–18:00 Uhr NochMall, Berlin-Reinickendorf Komm vorbei!","Null Verschwendung.
Volles Programm.

16. November 2024
13:00—18:00 Uhr
NochMall, Berlin-Reinickendorf

Komm
vorbei!",0.0,0.801418439716312,0.0,"Null Verschwendung. Volles Programm. 16. November 2024 13:00—18:00 Uhr NochMall, Berlin-Reinickendorf Komm vorbei!",0.0,0.801418439716312
0075.jpg,fancy_typo,"My Heart is a Kinderdisco KINDERDISCO Friday 26 APRIL 14:00–19:30 ://About Blank - S Bahn Ostkreuz DJs: Robert Owens, Manuel Bürger ALL AGES","‘ _:Ilhb°°ﬁßlunä-sßqhn Ö$tKrtvl
DJS:R°'°%G#E eNf, Manvel ür",0.0,0.19285714285714284,0.0,"‘ _:Ilhb°°ﬁßlunä-sßqhn Ö$tKrtvl DJS:R°'°%G#E eNf, Manvel ür",0.0,0.19285714285714284
0076.jpg,fancy_typo,Tangela ATEQ Gnarly J 10–22 morevi & coppi SOMMER GARTEN 16.06.2024 Toni Pfad Dr. Long b2b Verbal ://about blank,,0.0,0.0,0.0,,0.0,0.0
0077.jpg,fancy_typo,COMPANY CHRISTOPH WINKLER SONGS & DANCES ABOUT THE WEATHER 16. – 19. JAN BALLHAUS OST,"COMPANY CHRISTOPH WINKLER

SONGS&
DANCES

ABOUT TH.E",0.0,0.5764705882352941,0.2,COMPANY CHRISTOPH WINKLER SONGS& DANCES ABOUT TH.E,0.0,0.5764705882352941
0078.png,fancy_typo,LLEWELLYN LIVE SARA MILLER B2B KEV SHERIDAN KARETE BU JESSAMINE live at robert johnson running back riotvan permanent vacation maeve institut für zukunft drive g-edit ://about blank BORN WITH A NERVOUS BREAKDOWN ://about blank sat 6.5.2023 2 pm,"LLEWELLYN lr atrobertjchnson runningback  riobven
SARA MILLER »# KEV SHERIDAN
KARETE BU institut fürzukunfe _ driv
JESSAMINE ‚ebout blank

://about blank sat 6.5.2023 2pm",0.0,0.4016393442622951,0.02631578947368421,LLEWELLYN lr atrobertjchnson runningback riobven SARA MILLER »# KEV SHERIDAN KARETE BU institut fürzukunfe _ driv JESSAMINE ‚ebout blank ://about blank sat 6.5.2023 2pm,0.0,0.4016393442622951
0079.jpg,fancy_typo,"Rote Fahne Gruppe RoteFahne.eu Die Rote Fahne sozialistisches magazin Begründet 1918 von Karl Liebknecht & Rosa Luxemburg 1992 von Stephan Steins RoteFahne.eu Breites Bündnis der Demokratiebewegung: Sofortige Rücknahme aller Einschränkungen der Grundrechte! Samstag 11. Juli 2020 HAMBURG 15 Uhr Jungfernstieg Schluss mit diesem System Frieden, Freiheit, Brot Aktionsprogramm in der kapitalistischen Krise","R ihllß

Breites Bündnis der
Demokratiebewegung:

Sofortige Rücknahme “\
aller Einschränkungen
der Grundrechte!

Samstag 11. Juli 2020

HAMBURG

15 Uhr Jungfernstieg",0.0,0.3787128712871287,0.0,R ihllß Breites Bündnis der Demokratiebewegung: Sofortige Rücknahme “\ aller Einschränkungen der Grundrechte! Samstag 11. Juli 2020 HAMBURG 15 Uhr Jungfernstieg,0.0,0.3787128712871287
0080.jpg,fancy_typo,"Für Demokratie und Menschenrechte: SONNTAGSDEMO 18. Februar 2024, 17:30 Uhr Dornbirn Marktplatz Zeit aufzustehen: gegen Gedankengut, das die Demokratie zersetzt, und für das Gemeinsame in der Zivilgesellschaft, Solidarität und Mitmenschlichkeit. REDEBEITRÄGE Werner Dreier – Historiker, ehemaliger Leiter von erinnern.at, Sophia Hagleitner und Sophia Simon – Fridays for Future, Hanno Loewy – Jüdisches Museum Hohenems, Gerhild Steinbuch – HYDRA (Autor*inneninitiative gegen die europäische Rechte) MUSIK Andreas Paragioudakis VERANSTALTER Vorarlberger Plattform für Menschenrechte, das Bündnis uns Die Plattform für UNTERSTÜTZT VON 40 Organisationen","das Gemeinsame® in
So\\dal'\tät und Mit'

VERANSTALTER
gür Menschen!

Für Demokratie und Menscnemeu..

$ 0

MO

REDEBEITRÄGE Werner DI Dreier
Historiker, ® ehemaliger r Leiter von
erinnerN-. ‚at, ophia Ha‘ jagleitner und
Ssophia simon - Fridays for Future,
Hanno Loewy - _ Jüdisches Museum
HohenemS, Gerhild Steinbuch -
‚utor*inn! en\ nitiative
gegen die europä\ b Rechte)

MUSIK Andreas Parug\oudak\s
UNTERSTD‘\'IT oN

A0 Orgln\slﬂ ‚jonen:
—— _ka al",0.0,0.46461538461538465,0.0,"das Gemeinsame® in So\\dal'\tät und Mit' VERANSTALTER gür Menschen! Für Demokratie und Menscnemeu.. $ 0 MO REDEBEITRÄGE Werner DI Dreier Historiker, ® ehemaliger r Leiter von erinnerN-. ‚at, ophia Ha‘ jagleitner und Ssophia simon - Fridays for Future, Hanno Loewy - _ Jüdisches Museum HohenemS, Gerhild Steinbuch - ‚utor*inn! en\ nitiative gegen die europä\ b Rechte) MUSIK Andreas Parug\oudak\s UNTERSTD‘\'IT oN A0 Orgln\slﬂ ‚jonen: —— _ka al",0.0,0.46461538461538465
0081.jpg,fancy_typo,"WELCOM TO THE :// KINDERDISCO Musik + Tanz DJ-Workshop Pizza + Würstchen Bausteinstelle Kinderwagenparkplatz + Wickelstation Kreativ-Mobil Kaffee + Kuchen Mal- und Spray-Workshop Kinderschminken Fr 21·04·23 14–19 Uhr ://about blank markgrafendamm 24c, 10245 berlin am s-bhf ostkreuz","<w> W A

ME
Musik + Tanz Kaffe + Kuchen 14-19 Uhr
DJI-Workshop -
k Mal- und Spray-Workshop ://about blank
W Hen Kinderschminken markgra fnd mm 2;/ t7/‘0245 berlin",0.0,0.3156028368794326,0.0,<w> W A ME Musik + Tanz Kaffe + Kuchen 14-19 Uhr DJI-Workshop - k Mal- und Spray-Workshop ://about blank W Hen Kinderschminken markgra fnd mm 2;/ t7/‘0245 berlin,0.0,0.3156028368794326
