original name,name,category,URL,Plattform,channel name,ground_truth,OCR_ChatGPT4
Ab 6-30 Uhr blockieren wir den Bundestparteitag der AfD. Ab 9 Uhr wird es bei der großen Kundgebung in Riesa nochmal richtig laut. @zskberlin und viele weitere Bands sind dabei. Gemeinsam mit tausenden Menschen aus ganz.jpg,0043.jpg,fancy,https://www.instagram.com/p/DDXO-0rtH5B/,Instagram,kein_bock_auf_nazis,STABIL BLEIBEN UND MASSENHAFT WIDERSETZEN! LIVE DABEI: ★ ZSK ★ UND WEITERE ACTS! 11. JANUAR 2025 • ALLE NACH RIESA • ▸ KUNDGEBUNG GEGEN AFD-PARTEITAG!,STABIL BLEIBEN UND MASSENHAFT WIDERSETZEN! LIVE DABEI: ★ ZSK ★ UND WEITERE ACTS! 11. JANUAR 2025 • ALLE NACH RIESA • ▸ KUNDGEBUNG GEGEN AFD-PARTEITAG!
#nichtohneuns #demokratischerwiderstand #grundgesetz #humanrights.jpg,0044.jpg,fancy,https://www.instagram.com/p/CBEG2MrHYRy/,Instagram,nichtohneuns,NICHT OHNE UNS! DORTMUND jeden Samstag 14:30 Uhr - Willy-Brandt-Platz UNSERE DEMOKRATIE IST INFIZIERT! antikörper JETZT!,NICHT OHNE UNS! DORTMUND jeden Samstag 14:30 Uhr - Willy-Brandt-Platz UNSERE DEMOKRATIE IST INFIZIERT! antikörper JETZT!
Morgen in Kassel! #wirwerdenalledasein.jpg,0045.jpeg,fancy,https://www.instagram.com/querdenken551/p/CMmLBPyFP7c/,Instagram,querdenken551,ACHTUNG NEUE VERSAMMLUNGSFLÄCHE! GROSSDEMO KASSEL Wir werden ALLE da sein!Frühlingserwachen – Die Welt steht auf! KARLSWIESE / ORANGERIE KASSEL WELTWEIT – ALLE ZUSAMMEN 1 TAG – 1 ZIEL WELTWEIT – ALLE ZUSAMMEN IN DER MITTE DEUTSCHLANDS 20.03.2021 12:00 – 16:00 UHR MIT ANSCHLIESSENDEM AUFZUG LIVESTREAMS AUS ALLER WELT #Zusammenhalt statt Spaltung,ACHTUNG NEUE VERSAMMLUNGSFLÄCHE! GROSSDEMO KASSEL Frühlings­erwachen – Die Welt steht auf! KARLSWIESE / ORANGERIE KASSEL WELTWEIT – ALLE ZUSAMMEN 1 TAG – 1 ZIEL WELTWEIT – ALLE ZUSAMMEN IN DER MITTE DEUTSCHLANDS 20.03.2021 12:00 – 16:00 UHR MIT ANSCHLIESSENDEM AUFZUG LIVESTREAMS AUS ALLER WELT #Zusammenhalt statt Spaltung
photo_2025-04-21 22.24.19.jpeg,0046.jpeg,fancy,,Telegram,Berlin Demos,h48 Plötzlich Meerjungmensch Die beste (nicht)Karnevals - Kostüm Party Berlins 01. MÄRZ 2025 AB 20 UHR PROJEKTRAUM HERMANNSTRABE 48 LINE UP DJ KETCHUP (SPICY BASS / BREAKBEAT) DJ TDIPPZ (HAPPY HARDCORE) +KOSTÜMWETTBEWERB +PARTYSPIELE *VERKLEIDUNG ERWÜNSCHT. EGAL WAS!,h48 Plötzlich Meerjungmensch Die beste (nicht)Karnevals - Kostüm Party Berlins 01. MÄRZ 2025 AB 20 UHR PROJEKTRAUM HERMANNSTRABE 48 LINE UP DJ KETCHUP (SPICY BASS / BREAKBEAT) DJ TDIPPZ (HAPPY HARDCORE) +KOSTÜMWETTBEWERB +PARTYSPIELE *VERKLEIDUNG ERWÜNSCHT. EGAL WAS!*
"Schon gewusst das @goitzschefront_offiziell und @berserker_berlin_offiziell am kommenden #samstag zusammen spielen Also wer #bock (hähä) auf ein #heimspiel von Berserker hat, ab nach #Berlin mit euch gibt auch #Bier un.jpg",0047.jpg,fancy,https://www.instagram.com/p/DAVQGa1qtcV/,Instagram,konzerteundfestivals,"15 JAHRE JUBILÄUMSSHOW GOITZSCHE FRONT WILLKUER Berserker Berlin UBER EATS MUSIC HALL BERLIN, 28.09.2024 EINLASS: 18.30 UHR","15 JAHRE JUBILÄUMSSHOW GOITZSCHE FRONT WILLKUER Berserker Berlin UBER EATS MUSIC HALL BERLIN, 28.09.2024 EINLASS: 18.30 UHR"
"Na #Leute , #silvester schon was in Planung.jpg",0049.jpg,fancy,https://www.instagram.com/p/DDJI7PyCka5/,Instagram,konzerteundfestivals,"Rock'n'Roll Silvester BOPPIN'B Manu Tanzratte Killer Kirsche copper blonde Silvester- & Wünschefeuer auf der Terrasse Di. 31.12.2024 Beginn 20:30 Uhr (Einlass 20 Uhr) Eintritt: 25 € + VVG | Späteinlass (ab 22:30 Uhr, nur Abendkasse): 15 € Bürgerhaus Dreieich Fichtestr. 50 | 63303 Dreieich","Rock'n'Roll Silvester BOPPIN'B Manu Tanzratte Lee's Revenge Killer Kirsche copper and blonde Silvester- & Wunschfeuer auf der Terrasse Di. 31.12.2024 Beginn 20:30 Uhr (Einlass 20 Uhr) Eintritt: 25 € + VVK | Späteinlass (ab 22:30 Uhr, nur Abendkasse): 15 € Bürgerhaus Dreieich Fichtestr. 50 | 63303 Dreieich"
München 15.8. #demokratischerwiderstand #grundgesetz #nichtohneuns.jpg,0050.jpg,fancy,https://www.instagram.com/p/CDvxUGHgija/,Instagram,nichtohneuns,"Einladung zur bewegten Versammlung Miteinander zur Freude Samstag, 15. August ab 17:30 vom Friedensengel zur Münchner Freiheit Die Maßnahmen der letzten Zeit haben uns allen viel abverlangt. Mit Musik und guter Laune ziehen wir gemeinsam durch München und holen uns die LEBENSFREUDE zurück!","Einladung zur bewegten Versammlung Miteinander zur Freude Samstag, 15. August ab 17:30 vom Friedensengel zur Münchner Freiheit Die Maßnahmen der letzten Zeit haben uns allen viel abverlangt. Mit Musik und guter Laune ziehen wir gemeinsam durch München und holen uns die LEBENSFREUDE zurück!"
fri dezember 29th 2023 bewegungsfreiheit - 23-00zwei tage vor dem jahresende lädt eine der dienstältesten solipartys im hause blank zu einem letzten großen fest für menschlichkeit. alle gewinne werden an menschen m.jpg,0051.jpg,fancy,https://www.instagram.com/p/C1cY4GkqrZz/?img_index=1,Instagram,about.blank.berlin,bEweGungsFREIHEIT #23 29.12.2023 ://ABOUT BLANK Soliparty für Menschen mit Fluchtgeschichte,bEweGungsFREIHEIT #23 29.12.2023 ://ABOUT BLANK Soliparty für Menschen mit Fluchtgeschichte
photo_2025-04-22 11.46.09.jpeg,0052.jpeg,fancy,,Telegram,Konzerte Leipzig/Halle,"01.03.2025 Punk Against Gentrification Gemeinsam gegen das Clubsterben ni ju san AUF KRAMPF LADEHEMMUNG Einlass: 19 Uhr Beginn: 20 Uhr VVK: 13,12€ AK: 15€ Wo: SOLTMANN","01.03.2025 Punk Against Gentrification Gemeinsam gegen das Clubsterben ni-jusan AUF KRAMPF LADEHEMMUNG Einlass: 19 Uhr Beginn: 20 Uhr VVK: 13,12€ AK: 15€ Wo: SOLTMANN"
"Magisches Fürstenfeld Zaubervarieté am 05.+06.01.2025, jeweils 17 UhrAuch das Jahr 2025 beginnt in Fürstenfeld wieder zauberhaft! Im stimmungsvollen Kleinen Saal präsentiert Markus Laymann mitreißende Magie. Ihr dü.jpg",0054.jpg,fancy,https://www.instagram.com/p/DDT8M_-t6iG/?img_index=1,Instagram,veranstaltungsforumffb,MAGISCHES FÜRSTENFELD 5. + 6. Januar 2025 Zaubervarieté für die ganze Familie JANIS VON DEM BORNE MARION METTERNICH DETLEF WINTERBERG,MAGISCHES FÜRSTENFELD 5. + 6. Januar 2025 Zaubervarieté für die ganze Familie JANIS VON DEM BORNE MARION METTERNICH DETLEF WINTERBERG
"märz rein! dynamic x euphoriot sammeln kohle für rosa e.v., die frauen auf .jpg",0055.jpg,fancy,https://www.instagram.com/p/DG076RnxBes/,Instagram,about.blank.berlin,"Soliparty für Frauen auf der Flucht (ROSA e.V.) DYNAMIC x EUPHORIOT 7.3.2025, 23–7 Uhr :://about blank SKYY YU/VA TIKITULA POWPOW MAARTEN KETRAEDA FUCHSITEK MISS PIXIE JULE BAMBULE GRETCHEN BAZOOKA SHANNON SOUNDQUIST HAVYLICOUS B2B GINGER B Tekno, Gabber, Frenchcore + Karaoke Markgrafendamm 24c, 10245 Berlin Fascists not welcome!","Soliparty für Frauen auf der Flucht (ROSA e.V.) DYNAMIC x EUPHORIOT 7.3.2025, 23–7 Uhr :://about blank SKYY YU/VA TIKITULA POWPOW MAARTEN KETRAEDA FUCHSITEK MISS PIXIE JULE BAMBULE GRETCHEN BAZOOKA SHANNON SOUNDQUIST HAVYLICOUS B2B GINGER B Tekno, Gabber, Frenchcore + Karaoke Markgrafendamm 24c, 10245 Berlin Fascists not welcome!"
HocusPocus Fürstenfeld 11.-15.05.2022 - Das Festival der Zauberkunst im Rahmen der Magica Link zu den Tickets in der Bio! Vom 11. - 15. Mai wird Fürstenfeld zur Zauberhauptstadt- Parallel zur Deutschen Meisterschaft de-1.jpg,0057.jpg,fancy,https://www.instagram.com/p/CdNl2iZq8WU/?img_index=2,Instagram,veranstaltungsforumffb,"Hocus Pocus Die internationale Zaubergala mit Soria Ieng, Alberto Giorgi & Laura, Sven Heubes & Sabrina, Magic Dorian, Andy Jordan, Marc Oberon Moderation Bert Callenbach 13. & 15.5.2022 Veranstaltungsforum Fürstenfeld – Stadtsaal Fürstenfeld 12 82256 Fürstenfeldbruck Karten ab 27€ auf fuerstenfeld.reservix.de","Hocus Pocus Die internationale Zaubergala mit Soria Ieng, Alberto Giorgi & Laura, Sven Heubes & Sabrina, Magic Dorian, Andy Jordan, Marc Oberon Moderation: Bert Callenbach 13. & 15.5.2022 Veranstaltungsforum Fürstenfeld – Stadtsaal Fürstenfeld 12 • 82256 Fürstenfeldbruck • Karten ab 27€ auf fuerstenfeld.reservix.de"
"In Berlin ist der Feministische Kampftag ein gesetzlicher Feiertag, also ratet mal wo wir ihn am Samstag feiern Zusammen mit @kiez_comedy_ smashen wir die @kulturfabrikmoabit mit diesem großartigen Line Up- @juliabrandn.jpg",0059.jpg,fancy,https://www.instagram.com/p/DGy4oF9M9nl/,Instagram,smash.comedy.club,8. März 19 Uhr KUFA Moabit FLINTA* Stand Up Comedy Smash Comedy Kiez Comedy Berlin Sozialraumorientierte Planungskordination Gefördert durch die Stadtteilkasse,8. März 19 Uhr KUFA Moabit FLINTA* Stand Up Comedy Smash Comedy Kiez Comedy Berlin Sozialraumorientierte Planungskordination Gefördert durch die Stadtteilkasse
"!Das große Finale! Der Poetry BnB geht in die letzte Runde! Seid ihr auch schon so aufgeregt wie wirErlebe den letzten Slam dieser Reihe, wenn alle talentierten Gewinnerinnen der vorangegangenen Runden, mit inspiriere.jpg",0060.jpg,fancy,https://www.instagram.com/p/C6BBrOYt-uG/,Instagram,kulturzentrumbim,"Poetry B'n'B Dein Fast Prime-Time Poetry Slam 26. April 2024, 20.12 Uhr Das grosse Finale Eine Kooperation von Brakula Kultur in Bramfeld BIM Kulturzentrum auf KulTour","Poetry B'n'B Dein Fast Prime-Time Poetry Slam 26. April 2024, 20.12 Uhr Das grosse Finale Eine Kooperation von Brakula Kultur in Bramfeld BIM Kulturzentrum auf KulTour"
Danke @laser.lurch !#junkscience #democraticresistance #demokratischerwiderstand #nichtohneuns #meinungsfreiheit.jpg,0061.jpg,fancy,https://www.instagram.com/p/CFmpCQvg1Lp/,Instagram,nichtohneuns,Freedom Parade Die Verleihung der roten Clownsnase durch Captain Future an Dr. Drosten 01.10.2020 ab 10:00 Uhr vorm Schloss Bellevue Grafik: LaserLurch.de,Freedom Parade Die Verleihung der roten Clownsnase durch Captain Future an Dr. Drosten 01.10.2020 ab 10:00 Uhr vorm Schloss Bellevue Grafik: LaserLurch.de
"Ab 29.08.2022, immer montags von 14.00 bis 15.30 Uhr, findet der Leseclub im eigens hierfür eingerichteten Ganztags-Raum 804 im Kreuzbau im Gymnasium Meiendorf (Schierenberg 60) statt. Kommt vorbei, wenn ihr mit unseren.jpg",0062.jpg,fancy,https://www.instagram.com/p/ChmKESrKFtS/,Instagram,mehr_demokratie,"B!M Kulturzentrum SEI DABEI! LESECLUB HORIZONTE ERWEITERN WELTEN ERLESEN. LESECLUB Montags von 14.00 – 15.30 Uhr für alle Kinder zwischen 9 und 12 Jahren im Gymnasium Meiendorf, Raum 804, Kreuzbau, Schierenberg 60 LESECLUBS Stiftung Lesen GYMNASIUM MEIENDORF LESECLUB MEIENDORF","B!M Kulturzentrum SEI DABEI! LESECLUB HORIZONTE ERWEITERN WELTEN ERLESEN. LESECLUB Montags von 14.00 – 15.30 Uhr für alle Kinder zwischen 9 und 12 Jahren im Gymnasium Meiendorf, Raum 804, Kreuzbau, Schierenberg 60 LESECLUBS FREUDE AM LESEN Stiftung Lesen GYMNASIUM MEIENDORF LESECLUB MEIENDORF"
Wir kommen!.jpg,0063.jpg,fancy,https://www.instagram.com/p/CqSlsZ0sx9l/,Instagram,omasgegenrechts,DEMO STOPPT DIE GASLOBBY soziale Klima- und Energiepolitik gegen die European Gas Conference POWER TO THE PEOPLE 28. März 17:30 Uhr Stephansplatz @systemchange.not.climatechange,DEMO STOPPT DIE GASLOBBY soziale Klima- und Energiepolitik gegen die European Gas Conference POWER TO THE PEOPLE 28. März 17:30 Uhr Stephansplatz @systemchange.not.climatechange
"Leute... Elvis kommt auch!!! Also wenn wir noch nicht reichen um euch in die Kiefholzstraße zu locken, dann doch der King 🫠 Wo es lecker nach Gegrilltem riecht und der Durst euch überkommt, findet man uns!!!Kommt un.jpg",0064.jpg,fancy,https://www.instagram.com/p/Ct6zN43ozcm/,Instagram,kiez_kueche,"KIEZFEST KIEZKLUB Treptow-Kolleg Samstag, 1. Juli 2023 von 14 – 18 Uhr Eröffnung durch Frau Weingart Stellvertretende Bezirksbürgermeisterin und Leiterin der Abteilung Soziales, Arbeit und Teilhabe Es spielt die Combo des Landespolizeiorchesters Brandenburg Die fröhlichen Herbstlerchen erfreuen uns mit ihrem Vortrag Kreistanzgruppe unter Leitung von Monika Kemmnitz Dirk Jüttner erfreut uns als Elvis Presley Kinder- und Erwachsenen-Tanzteam des PSV Olympia Berlin Belly Dance mit „SOURAIA HAGIR“ Eine kostenlose Fahrradkennzeichnung durch den Polizeiabschnitt 65, außerdem gibt es noch Mitmach-Aktionen für Kinder, Seifenblasen mit Ciello, Holzarbeiten, Schwerter basteln mit Marlies, das Kinderschminken mit Farina und Jessica, Malen und Basteln mit Michaela und vieles mehr ... Unsere Ehrenamtlichen des KIEZKLUB’s und das Seniorenpflegeheim DOMIZIL verwöhnen sie mit selbstgebackenem Kuchen. Für Ihr leibliches Wohl ist gesorgt. KIEZKLUB","KIEZFEST KIEZKLUB Treptow-Kolleg Samstag, 1. Juli 2023 von 14 – 18 Uhr Eröffnung durch Frau Weingart Stellvertretende Bezirksbürgermeisterin und Leiterin der Abteilung Soziales, Arbeit und Teilhabe Es spielt die Combo des Landespolizeiorchesters Brandenburg Die fröhlichen Herbstlerchen erfreuen uns mit ihrem Vortrag Kreistanzgruppe unter Leitung von Monika Kemmnitz Dirk Jüttner erfreut uns als Elvis Presley Kinder- und Erwachsenen-Tanzteam des PSV Olympia Berlin Belly Dance mit „SOURAIA HAGIR“ Eine kostenlose Fahrradkennzeichnung durch den Polizeiabschnitt 65, außerdem gibt es noch Mitmach-Aktionen für Kinder, Seifenblasen mit Ciello, Holzarbeiten, Schwerter basteln mit Marlies, das Kinderschminken mit Farina und Jessica, Malen und Basteln mit Michaela und vieles mehr ... Unsere Ehrenamtlichen des KIEZKLUB’s und das Seniorenpflegeheim DOMIZIL verwöhnen sie mit selbstgebackenem Kuchen. Für Ihr leibliches Wohl ist gesorgt."
HocusPocus Fürstenfeld 11.-15.05.2022 - Das Festival der Zauberkunst im Rahmen der Magica Link zu den Tickets in der Bio! Vom 11. - 15. Mai wird Fürstenfeld zur Zauberhauptstadt- Parallel zur Deutschen Meisterschaft de.jpg,0066.jpg,fancy,https://www.instagram.com/p/CdNl2iZq8WU/?img_index=1,Instagram,veranstaltungsforumffb,HocusPocus Fürstenfeld Festival der Zauberkunst Veranstaltungsforum Fürstenfeld 11. – 15. Mai 2022,HocusPocus Fürstenfeld Festival der Zauberkunst Veranstaltungsforum Fürstenfeld 11. – 15. Mai 2022
"Ausstellungseröffnung- HeART of Gaza Wann- 15. März, 16 Uhr Wo- Café Wostok (Weitlingstr. 97) Essen- Pane e panelleTaucht ein in die bewegenden Werke von Kindern (5-17 Jahre) aus Deir Al-Balah, Gaza. Diese Ausstellung.jpg",0067.jpeg,fancy,https://www.instagram.com/p/DG-7s_dsO8M/?img_index=1,Instagram,stadtteilkomitee_lichtenberg,"HEART OF GAZA Eine Ausstellung mit Bildern von Kindern aus Gaza @stadtteilkomitee_lichtenberg @stk_lichtenberg 15.03.2025 - 16Uhr Café Wostok, Weitlingstr. 97 10317 Fundraising Veranstaltung Eintritt frei Alle Spenden werden gezielt für das Projekt “We are not alone” eingesetzt","HEART OF GAZA Eine Ausstellung mit Bildern von Kindern aus Gaza @stadtteilkomitee_lichtenberg @stk_lichtenberg 15.03.2025 - 16Uhr Café Wostok, Weitlingstr. 97 10317 Fundraising Veranstaltung Eintritt frei Alle Spenden werden gezielt für das Projekt “We are not alone” eingesetzt"
"Berlin, 29. August #demokratischerwiderstand #nichtohneuns #grundgesetz #b2908.jpg",0071.jpg,fancy,https://www.instagram.com/p/CEMtrq5gFn-/,Instagram,nichtohneuns,Freedom Parade No 11 Großdemo mit Querdenken 29. August 2020 11:00 Uhr Start: Brandenburger Tor Ziel: Siegessäule GRAFIK: LASERLURCH.DE,Freedom Parade No 11 Großdemo mit Querdenken 29. August 2020 11:00 Uhr Start: Brandenburger Tor Ziel: Siegessäule GRAFIK: LASERLURCH.DE
Bitte kommt!.jpg,0072.jpg,fancy,https://www.instagram.com/p/C3JUclUNKyq/,Instagram,omasgegenrechts,"DEMO UND LICHTERMEER „ZUSAMMENHALTEN GEGEN RECHTS“ MI. 14.2.2024 RIED IM INNKREIS 16:30 Bahnhof Ried (Bahnhofstraße 69) ab 17:00 Kundgebung, Marktplatz Ried mit Monika Salzer, Hans-Henning Scharsach und Susanne Scholl Bitte Kerze mitnehmen! omasgegenrechts.at ab 16:00 „Kulturpolitischer Aschermittwoch“ in der Giesserei, Ried kulturlandimpulse.at OMAS GEGEN RECHTS ZUM SCHUTZ UNSERER DEMOKRATIE OMAS GEGEN RECHTS","DEMO UND LICHTERMEER „ZUSAMMENHALTEN GEGEN RECHTS“ MI. 14.2.2024 RIED IM INNKREIS 16:30 Bahnhof Ried (Bahnhofstraße 69) ab 17:00 Kundgebung, Marktplatz Ried mit Monika Salzer, Hans-Henning Scharsach und Susanne Scholl Bitte Kerze mitnehmen! omasgegenrechts.at ab 16:00 „Kulturpolitischer Aschermittwoch“ in der Giesserei, Ried kulturlandimpulse.at OMAS GEGEN RECHTS ZUM SCHUTZ UNSERER DEMOKRATIE OMAS GEGEN RECHTS OMAS GEGEN RECHTS"
photo_2025-04-21 22.22.51.jpeg,0073.jpeg,fancy,,Telegram,Berlin Demos,Umsonst-flohmarkt + Waffeln & Musik Lang vergessene Schätze des Hauses könnten euch gehören 02.03. | 12⁰⁰ - 17⁰⁰ Rigaer Straße 94,Umsonst-flohmarkt + Waffeln & Musik Lang vergessene Schätze des Hauses könnten euch gehören 02.03. | 12⁰⁰ - 17⁰⁰ Rigaer Straße 94
"Erlebe, wie einfach eine abfallarme Zukunft sein kann Volles Programm- Beim Zero Waste Future Festival ist für jede-n etwas dabei - von #Reparatur über Lebensmittelrettung bis hin zu #Upcycling. Ziel- #Berlin zur Null-.jpg",0074.jpg,fancy,https://www.instagram.com/p/DCRqj73CRsN/?img_index=1,Instagram,bsr_berlinerstadtreinigung,"ZERO WASTE FUTURE FESTIVAL Null Verschwendung. Volles Programm. 16. November 2024 13:00–18:00 Uhr NochMall, Berlin-Reinickendorf Komm vorbei!","ZERO WASTE FUTURE FESTIVAL Null Verschwendung. Volles Programm. 16. November 2024 13:00–18:00 Uhr NochMall, Berlin-Reinickendorf Komm vorbei!"
"my heart is a ---kinderdiscofreitag, 26. april 2024 -- 14-00-19-30 uhrwie immer eröffnen wir den blank geburtstag mit einer uferlosen kinderdisco in unserem freigehege für alle rave kids, die z. b. gern mit pinsel und .jpg",0075.jpg,fancy,https://www.instagram.com/p/C5qZdXcKfUc/,Instagram,about.blank.berlin,"My Heart is a Kinderdisco KINDERDISCO Friday 26 APRIL 14:00–19:30 ://About Blank - S Bahn Ostkreuz DJs: Robert Owens, Manuel Bürger ALL AGES","My Heart is a Kinderdisco KINDERDISCO Friday 26 APRIL 14:00–19:30 ://About Blank - S Bahn Ostkreuz DJs: Robert Owens, Manuel Bürger ALL AGES"
"sat, 06.05. born with a nervous breakdown - 2 pm-10pmyou never know when its enough- llewellyn -live- (live at robert johnson - running back - riotvan) -- sara miller b2b kev sheridan (permanent vacation) (maeve) -- kar.png",0078.png,fancy,https://www.instagram.com/p/Cr1C2v2I2az/,Instagram,about.blank.berlin,LLEWELLYN LIVE SARA MILLER B2B KEV SHERIDAN KARETE BU JESSAMINE live at robert johnson running back riotvan permanent vacation maeve institut für zukunft drive g-edit ://about blank BORN WITH A NERVOUS BREAKDOWN ://about blank sat 6.5.2023 2 pm,LLEWELLYN LIVE SARA MILLER B2B KEV SHERIDAN KARETE BU JESSAMINE live at robert johnson running back riotvan permanent vacation maeve institut für zukunft drive g-edit ://about blank BORN WITH A NERVOUS BREAKDOWN ://about blank sat 6.5.2023 2 pm
Vorarlberg zieht an!.jpg,0080.jpg,fancy,https://www.instagram.com/p/C3IY3HNNl6s/,Instagram,omasgegenrechts,"Für Demokratie und Menschenrechte: SONNTAGSDEMO 18. Februar 2024, 17:30 Uhr Dornbirn Marktplatz Zeit aufzustehen: gegen Gedankengut, das die Demokratie zersetzt, und für das Gemeinsame in der Zivilgesellschaft, Solidarität und Mitmenschlichkeit. REDEBEITRÄGE Werner Dreier – Historiker, ehemaliger Leiter von erinnern.at, Sophia Hagleitner und Sophia Simon – Fridays for Future, Hanno Loewy – Jüdisches Museum Hohenems, Gerhild Steinbuch – HYDRA (Autor*inneninitiative gegen die europäische Rechte) MUSIK Andreas Paragioudakis VERANSTALTER Vorarlberger Plattform für Menschenrechte, das Bündnis uns Die Plattform für UNTERSTÜTZT VON 40 Organisationen","Für Demokratie und Menschenrechte: SONNTAGSDEMO 18. Februar 2024, 17:30 Uhr Dornbirn Marktplatz Zeit aufzustehen: gegen Gedankengut, das die Demokratie zersetzt, und für das Gemeinsame in der Zivilgesellschaft, Solidarität und Mitmenschlichkeit. REDEBEITRÄGE Werner Dreier – Historiker, ehemaliger Leiter von erinnern.at, Sophia Hagleitner und Sophia Simon – Fridays for Future, Hanno Loewy – Jüdisches Museum Hohenems, Gerhild Steinbuch – HYDRA (Autor*inneninitiative gegen die europäische Rechte) MUSIK Andreas Paragioudakis VERANSTALTER Vorarlberger Plattform für Menschenrechte, das Bündnis uns reicht’s – die Plattform für Demokratie und Menschenrechte UNTERSTÜTZT VON 40 Organisationen"
"fr, 21.04.23 my heart is a kinderdisco - 2pm - 7 pm[english below]endlich wieder kinderdisco von klitzeklein bis teenie im weitläufig-verwunschenen garten mit spray- und malworkshop, kinderschminken, beats bauen mit blu.jpg",0081.jpg,fancy,https://www.instagram.com/p/CrDf7jcogj9/?img_index=1,Instagram,about.blank.berlin,"WELCOM TO THE :// KINDERDISCO Musik + Tanz DJ-Workshop Pizza + Würstchen Bausteinstelle Kinderwagenparkplatz + Wickelstation Kreativ-Mobil Kaffee + Kuchen Mal- und Spray-Workshop Kinderschminken Fr 21·04·23 14–19 Uhr ://about blank markgrafendamm 24c, 10245 berlin am s-bhf ostkreuz","WELCOME TO THE :// KINDERDISCO Musik + Tanz DJ-Workshop Pizza + Würstchen Bausteinstelle Kinderwagenparkplatz + Wickelstation Kreativ-Mobil Kaffee + Kuchen Mal- und Spray-Workshop Kinderschminken Fr 21·04·23 14–19 Uhr ://about blank markgrafendamm 24c, 10245 berlin am s-bhf ostkreuz"
"das bündnis @goerli_zaunfrei ruft auf-liebe nachbarinnen,innensenatorin spranger und bürgermeister wegner behaupten, um den görlitzer park für anwohnerinnen zurück zu gewinnen und sicherer zu machen, bräuchte es ei.jpg",0082.jpg,fancy,https://www.instagram.com/p/C3pbAdmu4WE/,Instagram,about.blank.berlin,"Demo Sa, 24.2. 14h Wrangelkiez Der Görli bleibt auf! BÜNDNIS GÖRLI ZAUNFREI","Demo Sa, 24.2. 14h Wrangelkiez am Platz ohne Namen Falkensteinstr. 1a Der Görli bleibt auf! BÜNDNIS GÖRLI ZAUNFREI"
Kaiserslautern 8.8. 16 Uhr #demokratischerwiderstand #grundgesetz #nichtohneuns.jpg,0086.jpg,fancy,https://www.instagram.com/p/CDdpcWJHMos/,Instagram,nichtohneuns,Soll das zu meiner neuen Normalität werden!? nächste Kundgebung: 08.08. 16–18 Uhr SAMSTAG STIFTSPLATZ Kaiserslautern Bürgerinitiative EINEN STATT SPALTEN,Soll das zu meiner neuen Normalität werden!? nächste Kundgebung: 08.08. 16–18 Uhr SAMSTAG STIFTSPLATZ Kaiserslautern Bürgerinitiative EINEN STATT SPALTEN
photo_2025-04-22 11.40.28.jpeg,0089.jpeg,fancy,,Telegram,WORLD WIDE DEMO DEUTSCHLAND,NEUER ORT: FRIEDRICHSPLATZ KASSEL VOR DEM FRIDERICIANUM KUNDGEBUNG & AUFZUG Grundrechte gelten! MIT GASTREDNER HERMANN PLOPPA 15. JANUAR 2022 15:30 UHR,NEUER ORT: FRIEDRICHSPLATZ KASSEL VOR DEM FRIDERICIANUM KUNDGEBUNG & AUFZUG Grundrechte gelten! MIT GASTREDNER HERMANN PLOPPA 15. JANUAR 2022 15:30 UHR
photo_2025-04-22 11.41.12.jpeg,0090.jpeg,fancy,,Telegram,WORLD WIDE DEMO DEUTSCHLAND, Wir werden ALLE da sein! WORLD FREEDOM DAY Die Welt steht auf Auch Fulda macht dicht! ALLE INITIATIVEN & ORGANISATIONEN WELTWEIT - GEMEINSAM! UM 12:00 UHR LANDESZEIT! MAGDEBURG 20.11.2021 12:00 - 16:00 UHR LIVESTREAMS AUS ALLER WELT, Wir werden ALLE da sein! WORLD FREEDOM DAY Die Welt steht auf Auch Fulda macht dicht! ALLE INITIATIVEN & ORGANISATIONEN WELTWEIT - GEMEINSAM! UM 12:00 UHR LANDESZEIT! MAGDEBURG 20.11.2021 12:00 - 16:00 UHR LIVESTREAMS AUS ALLER WELT
#montag und die #planung für das #Wochenende kann los gehen. Wie wäre es mal wieder mit den @limitedboozeboys #konzerttipp #limitedboozeboys #limitedboozeboyssupportarmy #musik #music #konzert #bikerparty @krawallseppe.jpg,0091.jpg,fancy,https://www.instagram.com/p/C-R7BrvKIz4/,Instagram,konzerteundfestivals,mit Mobile Discothek VERITAS 27. Bike & Rock Festival Limberg zwischen Cottbus und Vetschau 08. - 11. August 2024 immer am 2. August Wochenende Limited Booze Boys BLIND BANKERS Bullshit Rock’n’Roll aus Berlin NOBODY B O Infos: brf-limberg.de,mit Mobile Discothek VERITAS 27. Bike & Rock Festival Limberg zwischen Cottbus und Vetschau 08. - 11. August 2024 immer am 2. August Wochenende Limited Booze Boys BLIND BANKERS Bullshit Rock’n’Roll aus Berlin NOBODY B.O.! High Voltage Rock’n’Roll The AC/DC Show Infos: brf-limberg.de
