file_name,output
0205.jpg,"
Entitäten: Ort(Potsdam), Datum(21.12.), Zeit(19 Uhr), Kategorie(Kundgebung), Thema(AfD-Party zur Landtagswahl)"
0206.jpg,"**Ort:** Berlin Alt-Blankenburg 12 Nähe S-Bhf. Blankenburg
            **Datum:** 21.12.
            **Zeit:** 19 Uhr
            **Veranstaltungsart:** Kundgebung
            **Thema:** AfD Wahlparty"
0207.jpg,"
Entitäten: Frankfurt, 16. August, 15:30 Uhr, Kundgebung, Schönung ohne AfD"
0208.jpg,"
**Entitäten:** Ort: Falkensee, Datum: 21.12., Zeit: 19 Uhr, Kategorie: Demo, Thema: Startpunkt & Musik"
0209.jpg,"
- Ort: Essen
- Datum: 21.12.
- Zeit: 19 Uhr
- Kategorie: Festival
- Thema: Rave & Aktionsplenum"
0210.jpg,"
Entitäten: STRALAUER PLATZ (OSTBAHNHOF), Datum: 08.03.2024, Zeit: 14:00–20:00, Kategorie: Demo, Thema: SUBCULTURE AGAINST PATRIARCHY!"
0211.jpg,"

Entitäten: Ort (N/A), Datum (21.01.24), Zeit (16:00), Kategorie (ZUSAMMEN GEGEN RECHTS), Thema (N/A)"
0212.jpg,"

Entitäten: Ort(Boxhagener Platz), Datum(25. November 2023), Zeit(16:30 Uhr), Kategorie(Feier), Thema(KEINE SHOWS FÜR TÄTER!)"
0213.jpg,""
0214.jpg,"
| Ort | Datum | Zeit | Kategorie | Thema |
|---|---|---|---|---|
| NA | 15.07.23 | 14:30 Uhr | Kundgebung | STOMP THE PATRIARCHY |"
0215.jpg,""
0216.jpg,"
Entitäten: Ort(Müllerstraße 146), Datum(08.04.2023), Zeit(13 Uhr), Kategorie(Kundgebung), Thema(KRITISCHE PERSPEKTIVE AUF DEN OSTERMARSCH ’23 SAMSTAG 08.04. AB 13 UHR ➤ MÜLLERSTRASSE 146)"
0217.jpg,""
0218.jpg,"
Entitäten: Ort (Max-Schmeling-Halle), Datum (09.01.2023), Zeit (18:00 Uhr), Kategorie (Kundgebung), Thema (CAPTAIN FAIL VS. BÖHMERMANN)"
0219.jpg,"
Entitäten: StraßenFFFest, Datum: 03.09.22, Zeit: 14:30 Uhr, Kategorie: Kundgebung, Thema: Laufdemo"
0220.jpg,""
0221.jpg,"**21.12.**, **Dienstag**, **9. November**, **Kundgebung**
            **Querschrift zum Kampf gegen Faschismus und Querfront**"
0222.jpg,"**Ort:**  O MAS GEGEN RECHTS
**Datum:**  21.12.
**Zeit:**  19 Uhr
**Kategorie:** Kundgebung
**Thema:** Wedding Questions"
0223.jpg,"
Entitäten: Ort (Querdenken), Datum (21.12.), Zeit (13:30 Uhr), Kategorie (Kundgebung), Thema (Querdenken Versenken von Afd)"
0224.jpg,"**21.12.**, **Dienstag**, **19 Uhr**, **Kundgebung**, **Sprachspiel**"
0225.jpg,""
0226.jpg,"
**Entitäten:** Ort: S+U Schönhauser Allee 13:00 Uhr, Datum: 21.12., Zeit: 19 Uhr, Kategorie: Demonstration, Thema: FEMINISM UNLIMITED DEMONSTRATION"
0227.jpg,"
Entitäten: Ort (N/A), Datum (8. MÄRZ), Zeit (19 Uhr), Kategorie (Kundgebung), Thema (RAUS ZUM FEMINISTISCHEN KAMPFTAG!)"
0228.jpg,"**21.12.**
    **Kategorie:** Kundgebung
    **Thema:** Gedenkspaziergang"
0229.jpg,"

- Ort: NA
- Datum: 18. April 2021
- Zeit: 19 Uhr
- Kategorie: Demonstration
- Thema: Politische Motivation"
0230.jpg,"
Entitäten: Ort (RegenbogenCafé), Datum (17.04.25), Zeit (19:00 Uhr), Kategorie (Kundgebung), Thema (Punkrock_Lyrik)"
0231.jpg,"
**Entitäten:** Ort: Di, Datum: 15. April, Zeit: 18 Uhr, Kategorie: Kundgebung, Thema: Studentliche Freiraume und Protests"
0232.jpg,"
            - Ort: Lohmühle Lohmühlenstraße 17, 12435 B
            - Datum: 13.04.25
            - Zeit: 15–21 Uhr
            - Kategorie: Diskussion, Basteln, Soli-Merch, Crêpes & Drinks
            - Thema: Frühlingsevent"


0233.jpg,"

Entitäten: U-BERNAUERSTRASSE, 05.04.2025, 15:00, Kundgebung, Kurdische Frage und Freilassung von Abdullah Öcalan"
0234.jpg,"
Entitäten: Wilhelmstr. Berlin, 21.12. 19 Uhr Kundgebung Tesla Store, Kundgebung, Tesla"
0235.jpg,"
Entitäten: Ort (Fischladen Rigaerstr. 83), Datum (20.12.), Zeit (20:00 Uhr), Kategorie (Demonstration), Thema (Provisorischer anarchistischer Antikriegsrat Berlin)"
0236.jpg,"
**Entitäten:** Ort (Maggie), Datum (1. April), Zeit (19:00), Kategorie (Kundgebung), Thema (SANGST)"
0237.jpg,"
Entitäten: Ort (Justizzentrum Potsdam Jägerallee 10-12), Datum (31. März), Zeit (12 Uhr), Kategorie (Kundgebung), Thema (Gegen Racial Profiling und Transmisogynoir)"
0238.jpg,"
Entitäten: Ort (BLEIBERECHTSKAMPF), Datum (18.03.), Zeit (18:00 - 20.00), Kategorie (FLINTA), Thema (THEM PRETTY SONGS)"
0239.jpg,"
Entitäten: Ort (Volksbuhne), Datum (24.11.), Zeit (21 Uhr), Kategorie (Kundgebung), Thema (PUNK Abend)"
0240.jpg,"
Entitäten: Ort = Bebelplatz, Datum = 13.10.2019, Zeit = 13 Uhr, Kategorie = Demonstration, Thema = Antisemitismus und Rassismus töten"
0241.jpg,"

Entitäten: Ort(Rosa-Luxemburg-Platz 14), Datum(21.12.2020), Zeit(19 Uhr), Kategorie(Kundgebung), Thema(Demokratischer Widerstand)"
0242.jpg,"
Entitäten: Antonplatz KEINEN RAUM DEM III. WEG!, 06.10.2024, 13 Uhr, Demonstration, Stoppt die Nazikampf- trainings"
