file_name,category,ground_truth,ocr_tesseract,similarity,normalized_ocr_tesseract,similarity02,char_accuracy02,char_accuracy,word_accuracy,word_accuracy02
0050.jpg,fancy,"Einladung zur bewegten Versammlung Miteinander zur Freude Samstag, 15. August ab 17:30 vom Friedensengel zur Münchner Freiheit Die Maßnahmen der letzten Zeit haben uns allen viel abverlangt Mit Musik und guter Laune ziehen wir gemeinsam durch München und holen uns die LEBENSFREUDE zurück!","Einladung zur bewegten Versammlung
Mliteinander

Samstag, 15. August ab 17:30
vom Friedensengel
zur Münchner Freiheit

Die 7‘4%nafunm der letzen Zeit haben uns allen Viel abverlangt.

Mit Musik und guter Laune zighen Wir gemeinsam durch
München z//zd/zalenunsdze LEBENS) F;.E'LLDEW*",0.0,"Einladung zur bewegten Versammlung Mliteinander Samstag, 15. August ab 17:30 vom Friedensengel zur Münchner Freiheit Die 7‘4%nafunm der letzen Zeit haben uns allen Viel abverlangt. Mit Musik und guter Laune zighen Wir gemeinsam durch München z//zd/zalenunsdze LEBENS) F;.E'LLDEW*",0.0,0.8339100346020761,0.8027681660899654,0.09302325581395349,0.09302325581395349
0051.jpg,fancy,bEwegunGS FREIHEIT #23 29.12.2023 ://ABOUT BLANK SOLIPARTY FÜR MENSCHEN MIT FLUCHTGESCHICHTE,"EIT #23

.IPARTY FÜR MENSCHEN
‚ MIT FLUCHTGESCHICHTE",0.0,EIT #23 .IPARTY FÜR MENSCHEN ‚ MIT FLUCHTGESCHICHTE,0.0,0.5108695652173914,0.5,0.0,0.0
0052.jpeg,fancy,"01.03.2025 Punk Against Gentrification Gemeinsam gegen das Clubsterben ni-jusan AUF KRAMPF LADEHEMMUNG Einlass : 19 Uhr Beginn : 20 Uhr VVK : 13,12€   AK : 15€ Wo : SOLTMANN","Tickets_ 01.03.2025
5 Punk Agailsta
S Gentrificslgen —

. E E \«v®
Einlass: 19Uhr. DA
Beginn:; 20 Uhr. “
VVK:13,12€ AK: /

Wo:: SOLTMANNIE

B",0.0,"Tickets_ 01.03.2025 5 Punk Agailsta S Gentrificslgen — . E E \«v® Einlass: 19Uhr. DA Beginn:; 20 Uhr. “ VVK:13,12€ AK: / Wo:: SOLTMANNIE B",0.0,0.4277456647398844,0.4046242774566474,0.0,0.0
0054.jpg,fancy,MAGISCHES FÜRSTENFELD 5. + 6. Januar 2025 Zaubervarieté für die ganze Familie JANIS VON DEM BORNE MARION METTERNICH DETLEF WINTERBERG,"Zaubervariete
für die ganze Famile",0.0,Zaubervariete für die ganze Famile,0.0,0.24812030075187974,0.24060150375939848,0.0,0.0
0055.jpg,fancy,"Soliparty für Frauen auf der Flucht (ROSA e.V.) DYNAMIC x EUPHORIOT 7.3.2025, 23–7 Uhr ://about blank SKYY YU/VA TIKITULA POWPOW MAARTEN KETRAEDA FUCHSITEK MISS PIXIE JULE BAMBULE GRETCHEN BAZOOKA SHANNON SOUNDQUIST HAVYLICOUS B2B GINGER B Tekno, Gabber, Frenchcore + Karaoke Markgrafendamm 24c, 10245 Berlin Fascists not welcome!",,0.0,,0.0,0.0,0.0,0.0,0.0
0057.jpg,fancy,HOCUS POCUS DIE INTERNATIONALE ZAUBERGALA MIT SORIA IENG ALBERTO GIORGI & LAURA SVEN HEUBES & SABRINA MAGIC DORIAN ANDY JORDAN MARC OBERON MODERATION BERT CALLENBACH 13. & 15.5.2022 VERANSTALTUNGSFORUM FÜRSTENFELD - STADTSAAL FÜRSTENFELD 12 • 82256 FÜRSTENFELDBRUCK • KARTEN AB 27€ AUF FÜRSTENFELD.RESERVIX.DE,"DIE
INTERNATIONALE
ZAUBERGALA

SORIA IENG
ALBERTO GIORGI & LAURA
SVEN HEUBES & SABRINA ’

|
|
|| MAGIC DORIAN
| ANDY JORDAN
MARC OBERON

BERT CALLENBACH

3. & 15.5.2022
M FÜRSTENFELD - STADTSAAI

VERANSTALTUNGSFORU",0.0,DIE INTERNATIONALE ZAUBERGALA SORIA IENG ALBERTO GIORGI & LAURA SVEN HEUBES & SABRINA ’ | | || MAGIC DORIAN | ANDY JORDAN MARC OBERON BERT CALLENBACH 3. & 15.5.2022 M FÜRSTENFELD - STADTSAAI VERANSTALTUNGSFORU,0.0,0.5760517799352751,0.5372168284789645,0.0,0.0
0059.jpg,fancy,"KIEZ COMEDY smash comedy 8. März, 19 Uhr, KUFA Moabit FLINTA* STAND UP COMEDY BERLIN Sozialraumorientierte Planungskoordination Gefördert durch die Stadtteilkasse","N]

, 8. MÄRZ, 19 UHR, KUFA MOABIT er £.4
— FLINTA® STAND UP COMEDY .

La",0.0,"N] , 8. MÄRZ, 19 UHR, KUFA MOABIT er £.4 — FLINTA® STAND UP COMEDY . La",0.0,0.22839506172839508,0.2222222222222222,0.0,0.0
0060.jpg,fancy,"POETRY B'N'B DEIN FAST PRIME-TIME POETRY SLAM 26. April 2024, 20.12 Uhr DAS GROSSE FINALE Eine Kooperation von Brakula Kultur in Bramfeld BIM Kulturzentrum auf KulTour","T PRIME-TIME PUHRY U\M

7 W 24 2012

Eine Kooperation von",0.0,T PRIME-TIME PUHRY U\M 7 W 24 2012 Eine Kooperation von,0.0,0.2934131736526946,0.281437125748503,0.0,0.0
0061.jpg,fancy,Freedom Parade Die Verleihung der roten Clownsnase durch Captain Future an Dr. Drosten 01.10.2020 ab 10:00 Uhr vorm Schloss Bellevue GRAFIK: LASERURCH.DE,": Freedom Parade

Die Verleihung der coten C (@umnsnase.
3„:t„ Carhin ""£“'“ anDr. Droste

A

20° HDINTS2SE7 :Aya9

Z

vorm Schloss Bellewe",0.0,": Freedom Parade Die Verleihung der coten C (@umnsnase. 3„:t„ Carhin ""£“'“ anDr. Droste A 20° HDINTS2SE7 :Aya9 Z vorm Schloss Bellewe",0.0,0.542483660130719,0.4901960784313726,0.0,0.0
0062.jpg,fancy,"B!M Kulturzentrum SEI DABEI! LESECLUB HORIZONTE ERWEITERN WELTEN ERLESEN. LESECLUB Montags von 14.00 – 15.30 Uhr für alle Kinder zwischen 9 und 12 Jahren im Gymnasium Meiendorf, Raum 804, Kreuzbau, Schierenberg 60 Leseklubs Stiftung Lesen GYMNASIUM MEIENDORF LESECLUB MEIENDORF","B ’ M Kultur-
® zenfrum

HON ZONTE

JERWEITERN
—WELTENTERLESEN

l für alle Kinder zwischen 9 und 12 Jahren
im Gymnasium Meiendorf, Raum 804, Kreuzbau, Schierenberg 60

SYMNASDENM
VENBNDERE",0.0,"B ’ M Kultur- ® zenfrum HON ZONTE JERWEITERN —WELTENTERLESEN l für alle Kinder zwischen 9 und 12 Jahren im Gymnasium Meiendorf, Raum 804, Kreuzbau, Schierenberg 60 SYMNASDENM VENBNDERE",0.0,0.5631768953068592,0.5342960288808665,0.0,0.0
0063.jpg,fancy,DEMO STOPPT DIE GASLOBBY soziale Klima- und Energiepolitik gegen die European Gas Conference POWER TO THE PEOPLE 28. März 17:30 Uhr Stephansplatz @systemchange.not.climatechange,"STOPPT DIE
GASLOBBY

17:30 Uhr
Stephansplatz

@systemchange.not.climatechange",0.0,STOPPT DIE GASLOBBY 17:30 Uhr Stephansplatz @systemchange.not.climatechange,0.0,0.423728813559322,0.3954802259887006,0.0,0.0
0064.jpg,fancy,"KIEZFEST KIEZKLUB Treptow-Kolleg Samstag, 1. Juli 2023 von 14 – 18 Uhr Eröffnung durch Frau Weingart Stellvertretende Bezirksbürgermeisterin und Leiterin der Abteilung Soziales, Arbeit und Teilhabe Es spielt die Combo des Landespolizeiorchesters Brandenburg Die fröhlichen Herbstlerchen erfreuen uns mit ihrem Vortrag Kreistanzgruppe unter Leitung von Monika Kemmnitz Dirk Jüttner erfreut uns als Elvis Presley Kinder- und Erwachsenen-Tanzteam des PSV Olympia Berlin Belly Dance mit „SOURAIA HAGIR“ Eine kostenlose Fahrradkennzeichnung durch den Polizeabschnitt 65, außerdem gibt es noch Mit- mach-Aktionen für Kinder, Seifenblasen mit Ciello, Holzarbeiten, Schwerter basteln mit Marlies, das Kinderschminken mit Farina und Jessica, Malen und Basteln mit Michaela und vieles mehr … Unsere Ehrenamtlichen des KIEZKLUB’s und das Seniorenpflegeheim DOMIZIL verwöhnen sie mit selbstgebackenem Kuchen. Für Ihr leibliches Wohl ist gesorgt.","KIEZKLUB Treptow-Kollag

5am5tag‚ 1. JU"" 2023 von 14 — 18 Uhr

Eröffnung durch Frau Weingart
Stellvertretende Bezirksbürgermeisterin
und Leiterin der Abteilung Soziales, Arbeit

und Teilhabe

Es spielt die Combo des
Landespolizeiorchesters

Brandenburg

Die fröhlichen Herbstlerchen
erfreuen uns mit ihrem Vortrag

Kreistanzgruppe unter Leitung von

Monika Kemmnitz

/

X

K ICESZUKAURB

TRDEDTAW KMIILEC

Dirk Jüttner
erfreut uns als Elvis Presley

Kinder- und Erwachsenen-Tanzteam
des PSV Olympia Berlin

Belly Dance mit „SOURAIA HAGIR“

Eine kostenlose Fahrradkennzeichnung durch den
Polzeiabschnitt 65, außerdem gibt es noch Mit-
mach-Aktionen für Kinder, Seifenblasen mit Ciello,
Holzarbeiten, Schwerter basteln mit Marlies, das
Kinderschminken mit Farina und Jessica, Malen
und Basteln mit Michaela und vieles mehr ...
Unsere Ehrenamtlichen des KIEZKLUB's und das
Seniorenpflegeheim DOMIZIL verwöhnen sie mit
selbstgebackenem Kuchen. Für Ihr leibliches Wohl

ist gesorgt.
3 (a",0.0,"KIEZKLUB Treptow-Kollag 5am5tag‚ 1. JU"" 2023 von 14 — 18 Uhr Eröffnung durch Frau Weingart Stellvertretende Bezirksbürgermeisterin und Leiterin der Abteilung Soziales, Arbeit und Teilhabe Es spielt die Combo des Landespolizeiorchesters Brandenburg Die fröhlichen Herbstlerchen erfreuen uns mit ihrem Vortrag Kreistanzgruppe unter Leitung von Monika Kemmnitz / X K ICESZUKAURB TRDEDTAW KMIILEC Dirk Jüttner erfreut uns als Elvis Presley Kinder- und Erwachsenen-Tanzteam des PSV Olympia Berlin Belly Dance mit „SOURAIA HAGIR“ Eine kostenlose Fahrradkennzeichnung durch den Polzeiabschnitt 65, außerdem gibt es noch Mit- mach-Aktionen für Kinder, Seifenblasen mit Ciello, Holzarbeiten, Schwerter basteln mit Marlies, das Kinderschminken mit Farina und Jessica, Malen und Basteln mit Michaela und vieles mehr ... Unsere Ehrenamtlichen des KIEZKLUB's und das Seniorenpflegeheim DOMIZIL verwöhnen sie mit selbstgebackenem Kuchen. Für Ihr leibliches Wohl ist gesorgt. 3 (a",0.0,0.932475884244373,0.8863879957127545,0.008130081300813009,0.008130081300813009
0066.jpg,fancy,HocusPocus Fürstenfeld Festival der Zauberkunst Veranstaltungsforum Fürstenfeld 11. – 15. Mai 2022,"HocusPocus
-Fürstenfeld
__ Festival der Zauberkunst

Veranstaltungsforum
Fürstenfeld

11.- 15. Mai 2022",0.0,HocusPocus -Fürstenfeld __ Festival der Zauberkunst Veranstaltungsforum Fürstenfeld 11.- 15. Mai 2022,0.0,0.9387755102040817,0.8775510204081632,0.3333333333333333,0.3333333333333333
0067.jpeg,fancy,"HEART OF GAZA Eine Ausstellung mit Bildern von Kindern aus Gaza @stadtteilkomitee_lichtenberg @stk_lichtenberg 15.03.2025 - 16Uhr Café Wostok, Weitlingstr. 97 10317 Fundraising Veranstaltung | Eintritt frei Alle Spenden werden gezielt für das Projekt “We are not alone” eingesetzt","HEART
OF GAZA!
Eine Ausstellung mit Bildern \

©& @stadtteilkomitee_lichtenberg \
w @stk_lichtenberg X

15.03.2025 - 16Uhr 7
Cafe Wostok, Weitlingstr. 97 10317 M l

Fundraising Veranstaltung | Eintritt frei ©53E

Alle Spenden werden gezielt für das Projekt “We are not alone” eingesetzt E",0.0,"HEART OF GAZA! Eine Ausstellung mit Bildern \ ©& @stadtteilkomitee_lichtenberg \ w @stk_lichtenberg X 15.03.2025 - 16Uhr 7 Cafe Wostok, Weitlingstr. 97 10317 M l Fundraising Veranstaltung | Eintritt frei ©53E Alle Spenden werden gezielt für das Projekt “We are not alone” eingesetzt E",0.0,0.8571428571428572,0.8357142857142857,0.18421052631578946,0.18421052631578946
0071.jpg,fancy,Freedom Parade No11 Großdemo mit Querdenken 29. August 2020 11:00 Uhr Start: Brandenburger Tor Ziel: Siegessäule GRAFIK: LASERLURCH.DE,": Freedom Parade N911

GROßDEMO mit QUERDENKEN

; | Start: Brandendurger Tor
\(,MF«I: « 4 Z2ieL; S iosessäv (e
LASERWRAHFDE f",0.0,": Freedom Parade N911 GROßDEMO mit QUERDENKEN ; | Start: Brandendurger Tor \(,MF«I: « 4 Z2ieL; S iosessäv (e LASERWRAHFDE f",0.0,0.417910447761194,0.3880597014925373,0.0,0.0
0072.jpg,fancy,"DEMO UND LICHTERMEER „ZUSAMMENHALTEN GEGEN RECHTS“ MI. 14.2.2024 RIED IM INNKREIS 16:30 Bahnhof Ried (Bahnhofstraße 69) ab 17:00 Kundgebung, Marktplatz Ried mit Monika Salzer, Hans-Henning Scharsach und Susanne Scholl Bitte Kerze mitnehmen! omasgegenrechts.at ab 16:00 „Kulturpolitischer Aschermittwoch“ in der Giesserei, Ried kulturlandimpulse.at ZUM SCHUTZ UNSERER DEMOKRATIE OMAS GEGEN RECHTS OMAS GEGEN RECHTS","DEMO UND L \ OMAS

- 1“’ W xl GEGEN

AUSA élää\% En [ @
4.2.2024 A| n
mlv\ﬂx'v\ \?‘NK?(%\S .

16:30 Bahnhof Ried -
(Bahnhofstra‘!e 69)

ab 17:00 Kundgebüng, Markplatz .Ried
mit Monika Salzer, Hans- Scharsach
und Susanne Scholl
-
Bitte Kerze mitnehmen! ö

‚omasgegenrechts.at

OMAS. /
GEGEN

\ /RECHTS,",0.0,"DEMO UND L \ OMAS - 1“’ W xl GEGEN AUSA élää\% En [ @ 4.2.2024 A| n mlv\ﬂx'v\ \?‘NK?(%\S . 16:30 Bahnhof Ried - (Bahnhofstra‘!e 69) ab 17:00 Kundgebüng, Markplatz .Ried mit Monika Salzer, Hans- Scharsach und Susanne Scholl - Bitte Kerze mitnehmen! ö ‚omasgegenrechts.at OMAS. / GEGEN \ /RECHTS,",0.0,0.46973365617433416,0.44067796610169496,0.038461538461538464,0.038461538461538464
0073.jpeg,fancy,Umsonst- flohmarkt + Waffeln & Musik Lang vergessene Schätze des Hauses könnten euch gehören 02.03. | 12⁰⁰ - 17⁰⁰ Rigaer Straße 94,";?""""""'“"" 02.03.| 12°°- 17°
Rigaer Straße 94",0.0,";?""""""'“"" 02.03.| 12°°- 17° Rigaer Straße 94",0.0,0.24615384615384617,0.2384615384615385,0.0,0.0
0074.jpg,fancy,"ZERO WASTE FUTURE FESTIVAL Null Verschwendung. Volles Programm. 16. November 2024 13:00–18:00 Uhr NochMall, Berlin-Reinickendorf Komm vorbei!","Null Verschwendung.
Volles Programm.

16. November 2024
13:00—18:00 Uhr
NochMall, Berlin-Reinickendorf

Komm
vorbei!",0.0,"Null Verschwendung. Volles Programm. 16. November 2024 13:00—18:00 Uhr NochMall, Berlin-Reinickendorf Komm vorbei!",0.0,0.801418439716312,0.7446808510638299,0.0,0.0
0075.jpg,fancy,"My Heart is a Kinderdisco KINDERDISCO Friday 26 APRIL 14:00 - 19:30 ://About Blank - S-Bahn Ostkreuz DJs: Robert Owens, Manuel Bürger ALL AGES","‘ _:Ilhb°°ﬁßlunä-sßqhn Ö$tKrtvl
DJS:R°'°%G#E eNf, Manvel ür",0.0,"‘ _:Ilhb°°ﬁßlunä-sßqhn Ö$tKrtvl DJS:R°'°%G#E eNf, Manvel ür",0.0,0.1901408450704225,0.18309859154929575,0.0,0.0
0078.png,fancy,LLEWELLYN LIVE SARA MILLER B2B KEV SHERIDAN KARETE BU JESSAMINE live at robert johnson running back riotvan permanent vacation maeve institut für zukunft drive g-edit ://about blank BORN WITH A NERVOUS BREAKDOWN ://about blank sat 6.5.2023 2 pm,"LLEWELLYN lr atrobertjchnson runningback  riobven
SARA MILLER »# KEV SHERIDAN
KARETE BU institut fürzukunfe _ driv
JESSAMINE ‚ebout blank

://about blank sat 6.5.2023 2pm",0.0,LLEWELLYN lr atrobertjchnson runningback riobven SARA MILLER »# KEV SHERIDAN KARETE BU institut fürzukunfe _ driv JESSAMINE ‚ebout blank ://about blank sat 6.5.2023 2pm,0.0,0.4016393442622951,0.389344262295082,0.02631578947368421,0.02631578947368421
0080.jpg,fancy,"Für Demokratie und Menschenrechte: SONN TAGS DEMO 18. Februar 2024, 17:30 Uhr Dornbirn Marktplatz Zeit aufzustehen: gegen Gedankengut, das die Demokratie zersetzt, und für das Gemeinsame in der Zivilgesellschaft, Solidarität und Mitmenschlichkeit. REDEBEITRÄGE Werner Dreier – Historiker, ehemaliger Leiter von erinnern.at, Sophia Hagleitner und Sophia Simon – Fridays for Future, Hanno Loewy – Jüdisches Museum Hohenems, Gerhild Steinbuch – HYDRA (Autor*inneninitiative gegen die europäische Rechte) MUSIK Andreas Paragioudakis VERANSTALTER Vorarlberger Plattform für Menschenrechte, das Bündnis aus 40 Organisationen: unter anderem: Menschenrechts- at","das Gemeinsame® in
So\\dal'\tät und Mit'

VERANSTALTER
gür Menschen!

Für Demokratie und Menscnemeu..

$ 0

MO

REDEBEITRÄGE Werner DI Dreier
Historiker, ® ehemaliger r Leiter von
erinnerN-. ‚at, ophia Ha‘ jagleitner und
Ssophia simon - Fridays for Future,
Hanno Loewy - _ Jüdisches Museum
HohenemS, Gerhild Steinbuch -
‚utor*inn! en\ nitiative
gegen die europä\ b Rechte)

MUSIK Andreas Parug\oudak\s
UNTERSTD‘\'IT oN

A0 Orgln\slﬂ ‚jonen:
—— _ka al",0.0,"das Gemeinsame® in So\\dal'\tät und Mit' VERANSTALTER gür Menschen! Für Demokratie und Menscnemeu.. $ 0 MO REDEBEITRÄGE Werner DI Dreier Historiker, ® ehemaliger r Leiter von erinnerN-. ‚at, ophia Ha‘ jagleitner und Ssophia simon - Fridays for Future, Hanno Loewy - _ Jüdisches Museum HohenemS, Gerhild Steinbuch - ‚utor*inn! en\ nitiative gegen die europä\ b Rechte) MUSIK Andreas Parug\oudak\s UNTERSTD‘\'IT oN A0 Orgln\slﬂ ‚jonen: —— _ka al",0.0,0.47013782542113325,0.442572741194487,0.0,0.0
0081.jpg,fancy,"WELCOM TO THE :// KINDERDISCO Musik + Tanz DJ-Workshop Pizza + Würstchen Baustellenstelle Kinderwagenparkplatz + Wickelstation Kreativ-Mobil Kaffee + Kuchen Mal- und Spray-Workshop Kinderschminken Fr 21·04·23 14–19 Uhr ://about blank markgrafendamm 24c, 10245 berlin am s-bhf ostkreuz","<w> W A

ME
Musik + Tanz Kaffe + Kuchen 14-19 Uhr
DJI-Workshop -
k Mal- und Spray-Workshop ://about blank
W Hen Kinderschminken markgra fnd mm 2;/ t7/‘0245 berlin",0.0,<w> W A ME Musik + Tanz Kaffe + Kuchen 14-19 Uhr DJI-Workshop - k Mal- und Spray-Workshop ://about blank W Hen Kinderschminken markgra fnd mm 2;/ t7/‘0245 berlin,0.0,0.31338028169014087,0.29929577464788737,0.0,0.0
0082.jpg,fancy,"Demo Sa, 24.2. 14h Wrangelkiez am Platz ohne Namen Falckensteinst. 1A Der Görli bleibt auf! Bündnis Görli Zaunfrei","5a 24.2. 14h
1",0.0,5a 24.2. 14h 1,0.0,0.11403508771929827,0.10526315789473684,0.0,0.0
0086.jpg,fancy,Bürgerinitiative EINEN STATT SPALTEN Soll das zu meiner neuen Normalität werden !? nächste Kundgebung: 08.08. 16-18 Uhr SAMSTAG STIFTSPLATZ Kaiserslautern,,0.0,,0.0,0.0,0.0,0.0,0.0
0089.jpeg,fancy,NEUER ORT: FRIEDRICHSPLATZ KASSEL VOR DEM FRIDERICIANUM KUNDGEBUNG & AUFZUG Grundrechte gelten! MIT GASTREDNER HERMANN PLOPPA 15. JANUAR 2022 15:30 UHR,"KUNDGEBUNG &
AUFZUG

gelten!

15. JANUAR 2022
15:30 UHR

MIT GASTREDNER
HERMANN PLOPPA",0.0,KUNDGEBUNG & AUFZUG gelten! 15. JANUAR 2022 15:30 UHR MIT GASTREDNER HERMANN PLOPPA,0.0,0.2715231788079471,0.2450331125827815,0.0,0.0
0090.jpeg,fancy,"""Wir werden ALLE da sein!"" WORLD FREEDOM DAY Die Welt steht auf Auch Fulda macht dicht! ALLE INITIATIVEN & ORGANISATIONEN WELTWEIT - GEMEINSAM! UM 12:00 UHR LANDESZEIT! MAGDEBURG 20.11.2021 12:00 - 16:00 UHR LIVESTREAMS AUS ALLER WELT","; «é%;$
*“3:;;Q‚ö°f’
WORLD FREEDOM
DAY

J>c'e W@[Ü 5Ü@‘ßtf

NITTÄATIVEN SCORGANISATIONEN
WELTWEIT: - GEMEINSÄM!
UM 12:00 UHR LANDESZEIT!

' MAGDEBURG

DE,

«“",0.0,"; «é%;$ *“3:;;Q‚ö°f’ WORLD FREEDOM DAY J>c'e W@[Ü 5Ü@‘ßtf NITTÄATIVEN SCORGANISATIONEN WELTWEIT: - GEMEINSÄM! UM 12:00 UHR LANDESZEIT! ' MAGDEBURG DE, «“",0.0,0.4487179487179487,0.405982905982906,0.0,0.0
0091.jpg,fancy,mit Mobile Diskothek VERITAS 27. Bike & Rock Festival Limberg zwischen Cottbus und Vetschau 08. - 11. August 2024 immer am 2. August Wochenende Limited Booze Boys BLIND BANKERS Bullshit Rock’n’Roll aus Berlin NOBODY Infos: brf-limberg.de,,0.0,,0.0,0.0,0.0,0.0,0.0
0093.jpg,photo,"KIEZKLUB Rathaus Johannisthal Sterndamm 102, 12487 BERLIN im Innenhof SOMMERFEST Sa 3. Sept. 14–19 Uhr INTERESSANTE MARKTSTÄNDE, KINDERSCHMINKEN, KINDERBASTELN, HÜPFBURG, TEDDYAMBULANZ GLASKUNST MIT VORFÜHRUNG, 3D-DRUCK ESSEN UND TRINKEN DUO CHARLSON & LUIS (BRA) SAMBA, CHORO, BOSA NOVA HARTMUT HAKER VON TANZBAR BIS SWINGEND RAINER HERZOG VON GESCHICHTE ZU GESCHICHTE JEDE MENGE KINDERLIEDER DIE HOBBYSTEPPER, MONIKAS TANZMIX, DJ DER CHOR DER FRÖHLICHEN SÄNGER VON JOHANNISTHAL Der Eintritt ist frei.",".\u- P} 20 ST}
YLUD Ralfldus JUNAVINHSTNAL

y X ı
‘?_x 4537 DF !lk

INTERESSANTE MARKTSTÄNDE, KINDERSCHMINKEN,
KINDERBASTELN, HÜPFBURG, TEDDYAMBULANZ

GLASKUNST MIT VORFÜHRUNG, 3D-DRUCK
ESSEN UND TRINKEN n v

DUO CHARLSON & LUIS (BRA) SAMBA, CHORO, BOSA NOVA
HARTMUT HAKER VON TANZBAR BIS SWINGEND

RAINER HERZOG VON GESCHICHTE ZU GESCHICHTE /
JEDE MENGE KINDERLIEDER ‚ j

dd / j x
DIE HOBBYSTEPPER, MONIKAS TANZMIX, DJ N_"" '
DER CHOR DER FRÖHLICHEN SÄNGER SE ®
VON JOHANNISTHAL k

CAEMNTRINSTICREN

v x __ aun M S",0.0,".\u- P} 20 ST} YLUD Ralfldus JUNAVINHSTNAL y X ı ‘?_x 4537 DF !lk INTERESSANTE MARKTSTÄNDE, KINDERSCHMINKEN, KINDERBASTELN, HÜPFBURG, TEDDYAMBULANZ GLASKUNST MIT VORFÜHRUNG, 3D-DRUCK ESSEN UND TRINKEN n v DUO CHARLSON & LUIS (BRA) SAMBA, CHORO, BOSA NOVA HARTMUT HAKER VON TANZBAR BIS SWINGEND RAINER HERZOG VON GESCHICHTE ZU GESCHICHTE / JEDE MENGE KINDERLIEDER ‚ j dd / j x DIE HOBBYSTEPPER, MONIKAS TANZMIX, DJ N_"" ' DER CHOR DER FRÖHLICHEN SÄNGER SE ® VON JOHANNISTHAL k CAEMNTRINSTICREN v x __ aun M S",0.0,0.7051792828685259,0.6792828685258965,0.0,0.0
0094.jpg,photo,"Einladung zur Trauerfeier für unsere geliebte Demokratie *1949 - 2020 26.04.2020 12:00 - 19:00 Mariannenplatz Wir bitten alle Trauergäste nur einzeln oder zu zweit zu kommen und protest- taugliche Schilder, Transparente und Plakate zur Niederlegung mitzubringen. Wir freuen uns auf Eure Trauerreden. Anlage und Mikrofon sind vor Ort. www.Aktion-Eigensinn.net","/ *- 26.04.2020

‚ 12:00 - 19:00
Mavxiannenplatz }
oder zu zweit zu kommen und pratest-

taugliche Schilder, Transparente und

UAnlage und Mikrofen sind vor Ont,",0.0,"/ *- 26.04.2020 ‚ 12:00 - 19:00 Mavxiannenplatz } oder zu zweit zu kommen und pratest- taugliche Schilder, Transparente und UAnlage und Mikrofen sind vor Ont,",0.0,0.4022346368715084,0.3854748603351955,0.0,0.0
0095.jpg,photo,"Bohemian Strawberry 🍓 & AmSTARt präsentieren: ICH BRAUCHE EINE GENIE VOL. 15 POPkultur, Feminismus, Change und so ... Songbook Releaseparty LIVE: KATRIN ACHINGER LESEPERFORMANCES & 1-SONG-SETS: ANNETTE BENJAMIN (HANS-A-PLAST), BERNADETTE LA HENGST, DAYN, DIE SUPERERBIN, ELKE BRAUWEILER, FAULENZA, FELINE & STRANGE, HANSJANA, LYDIA DAHER, MALONDA, MARIAMA SAFI, TOTE CRACKHUREN IM KOFFERRAUM MATCHING OUTFITS THE DOCTORELLA BABSI TOLLWUT 12.8. :://aboutblank","POPKI
ab )PKULTUR, FEMINISMUS, CHANGE UND SO -.-
;

;S-A-PLAST),
A =

A==
»
\ E l

Saneeset O Ea",0.0,"POPKI ab )PKULTUR, FEMINISMUS, CHANGE UND SO -.- ; ;S-A-PLAST), A = A== » \ E l Saneeset O Ea",0.0,0.11790393013100442,0.10043668122270744,0.0,0.0
0096.jpg,photo,Schmeiß dein Ego weg und FEIER WAS DU LIEBST Für René 25. April Volksbühne am Rosa-Luxemburg-Platz,"Era _

Schmeiß dein Ego weg und Schmeiß dein Ego weg und

FürRene 25. April % FürRene 25. April",0.0,Era _ Schmeiß dein Ego weg und Schmeiß dein Ego weg und FürRene 25. April % FürRene 25. April,0.0,0.40816326530612246,0.37755102040816324,0.0,0.0
0097.jpg,photo,UNTERM TECHNO LIEGT DER PUNK :// ABOUT BLANK The kids are clearly not alright Welche Rolle spielen emanzipatorische Subkultur & Bewegung in Ostdeutschland? POLY▶LUX Veranstaltung 13.12.2024 20 Uhr :// about blank,"clearly
not
alright ,

Welche Rolle spielen ‘

emanzipatorische
Subkultur & Bewegung in
Ostdeutschland ? \

Veranstaltung
13.12.2024 >
20Uhr }

:// about blank",0.0,"clearly not alright , Welche Rolle spielen ‘ emanzipatorische Subkultur & Bewegung in Ostdeutschland ? \ Veranstaltung 13.12.2024 > 20Uhr } :// about blank",0.0,0.6415094339622642,0.5990566037735849,0.0,0.0
0098.jpg,photo,"eine benefizveranstaltung von ://about blank und top b3rlin MOVING BEYOND HOPE antinationale amplitude wider die großwetterlage montag, 2. oktober 2023, 18:00 uhr STAAT. NATION. KAPITAL. SCHEISSE. TOP BERLIN . TOP-BERLIN.NET","i SS

eine benefizveranstaltung von ://about blänk und töp b3rlin

u

MOVING
BEYOND
HOPE

antinationale amplitude wider'die großwetterlage

montag, 2.0ktober 2023, 18:00 uhr ‘ [",0.0,"i SS eine benefizveranstaltung von ://about blänk und töp b3rlin u MOVING BEYOND HOPE antinationale amplitude wider'die großwetterlage montag, 2.0ktober 2023, 18:00 uhr ‘ [",0.0,0.6785714285714286,0.6339285714285714,0.0,0.0
0099.jpg,photo,"Vergessene Arbeitskämpfe PUNK Abend Eintritt 8€ Roter Salon in der VOLKSBÜHNE Wann: 29.09., 21 Uhr Wer: EAT LIPSTICK + TOTENWALD arbeitskaempfe@volksbuehne-berlin.de","m m
‘‚„.lu-l‘£'

='_
x",0.0,m m ‘‚„.lu-l‘£' ='_ x,0.0,0.036363636363636376,0.030303030303030276,0.0,0.0
