gt_lines,ocr_lines,matched_lines,mean_cer,mean_wer,file_name,ocr_easyocr_clahe
9,17,6,0.013888888888888888,0.08888888888888889,0013.jpg,"['BERLIN', 'ORT: ORANIENPLATZ', 'KUNDGEBUNG', '19.FEB', '14 UHR', 'ERINNERN HEISST KAMPFEN!', '3 JAHRE NACH', 'HANAU', 'RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKAMPFENI', 'ISKS', 'vekma', 'BERLIN ORT: ORANIENPLATZ', 'Komant', 'P=', 'JAHRENACH', '7', '0']"
7,16,6,0.020396270396270396,0.15277777777777776,0011.jpg,"['SAVETHE DATE', 'Am 11. Januar 2025', 'nach Riesa', 'PROTEST GEGEN DEN AFD', 'BUNDESPARTEITAG', 'STOPPT', 'DIE', 'AfD', 'Aufstehen-gegen-Rassismus.de', 'SA', 'DAL', 'NFAS', 'SA', '1s', 'stchen gegen', '4']"
5,16,2,0.12424242424242424,0.75,0207.jpg,"['Schöner', 'Afd!', '16. August', 'Frankfur} blefbf buntl', 'Nähe Markiplatz', 'ohne', '@b 16830 Uhr', 'buntE', 'Uhr', 'Nähe', 'platz', 'Augus""', '16', 'Frankfur', '1', 'Sck ""']"
10,11,3,0.1111111111111111,0.3333333333333333,0156.jpeg,"['FlohMaRKT', 'Grünbergerstr. 73', 'SOLI', '10 -18UHR', '1', 'M', 'dic Unterslutrung', 'hilfsbedurftiger Menschen', 'Wo: ', 'Alle Spenden Oleßen', 'obdachloser']"
11,14,11,0.025056465273856576,0.23896103896103896,0213.jpg,"['KEINE PROFITE MIT', 'VERSCHWÖRUNGS-', 'IDEOLOGIEN', 'Ganser raus aus', 'der Stadthalle!', 'DEMONSTRATION', 'AFA', '22.10.23', 'FALKENSEE', 'FALKENSEE', '17-30 UHR | BAHNHOF FKS', 'VISd.P: Otto Roth, Lilienstraße 161,14612 Falkensee', '@afa fks', '@']"
16,37,12,0.07814263209706944,0.18611111111111112,0171.jpg,"['Eltern', 'Masken-frei', '#Abstands-frei', '# Quarantäne-frei', '# freie Impfentscheidung', 'Spaziergang jeden', 'im LockDown', 'Ab Montag 2.11.', '19.00', '19.30 Uhr', 'Start Marktplatz in jeder Stadt/Ort', 'KOMMT ALLE!', 'Taschenlampe; Handy-Lampe; Laterne', 'Keine', 'ElternStehenAuf de', 'https:/lt me/ElternStehen_RLP', 'Tag', 'stehen auf', 'Rheinland-Pfalz', 'Wir sind das Licht!', 'Die Leute werden neugierig sein und alle sehen. Es_werden', 'so immer mehr werden. Keine Anmeldung', 'für sich.', 'Keiner kann uns so', 'aufhalterg jeder ', 'Ab', 'Montag, 2.11', 'so immer mehr werden. Keine', 'I', '2', 'Die Leute werden', ""'sein und alle sehen: Eswerden"", '80', 'immmer mehr', 'neugierig sein und alle sehen; Es werden', '19.00 - 19.30 Uhr', 'jeder']"
13,33,11,0.03585858585858586,0.07575757575757575,0165.jpg,"['PARTY', 'Strausberg', 'Kulturpark', 'Wriezener Str;, 15344 Strausberg', 'Am Strand', 'Eintritt 11,90 €', 'Ab 12-23 Uhr', 'DJ Van', 'DJ Tomekk', 'Food & Drinks', 'Wir danken unseren Partnern 2024', 'MAMPE', '08.06.2024', 'E', '(Lays', 'Upton', 'Tell', 'OD', 'Zuuuer', 'PEPS', 'Frankfurter', 'Dorit2s', 'PRINZ', '[eldschiopchen  Frankfurter', 'Oich draul:', 'Doritzs   PRINZ', 'Van Tell', 'DJ', 'ROCKSTAR', 'OD Food & Drinks', 'DITon', 'KLJßr', 'DJ Van Tell']"
11,28,6,0.1818181818181818,1.0833333333333333,0052.jpeg,"['Tickets', '01.03.2025', 'Punk Against', 'Gentrification', 'Gemeinsam gegen das Clubsterben', 'ni ju san', 'Jhv', 'Einlass', '19 Uhr', 'Beginn', '20 Uhr', 'VVK', '13,12€', 'Wo', 'S@LTMAN N', 'KRAl', 'Avf', '8 $', '@ADEHEMMUNG', 'AK : 15€', 'AK', '156', 'KRANPF', 'KRA', '4', 'hr', 'Gentrificas', 'Uhr']"
5,13,3,0.2658333333333333,0.7222222222222222,0158.jpg,"['zum', '5', 'Jahrestag', 'des', 'rechtsterroristischen', 'Anschlags', 'von', 'Halle', '9.10.2024', '17.30', 'Uhr', 'Oranienplatz', 'Kund9ebun9']"
11,27,10,0.14360421240216634,1.4500000000000002,0164.jpg,"['Demokratie', 'verteidigen', 'n', 't 8', '@', '03.02', '15.00 Graz Hauptbahnhof', '16.30 Eintreffen Hauptplatz', '18.00 Lichtermeer', 'Solidarisches Bündnis für Menschenrechte', 'und Demokratie', 'Kommt', 'D e m 0 n $ t r a t i 0 n', 'Ayham Yossef', 'hin!', 'n', 'D', 'm', '0', 's t r a t i 0 n', 'Demokratie', 'Yossef', 'und', 'm 0 n $ t r a t i 0 n', 'Solidarisches', 'D e m', 'ünehis']"
9,28,3,0.050170068027210885,0.7777777777777777,0212.jpg,"['GEiNE)', 'FRAUENKAMPETAG SFO', 'Demo: 25. November 2023', '16830 Uhr', 'Boxhagener Platz', 'Berlin', '[nternationaler Tag_zur Beseitigung_potriarchaler Gewal', 'frayen;', 'Aus', 'Den', 'Gegen', 'Von', 'rom', 'De', 'FüR TATERD', '@ FRAUENKAMPFTAGSFO | @ KEINESHOWFUERTAETER_BERLIN', 'Demo: 25', 'November 2023', 'Internationaler', 'ZUI', 'Beseitigung putriarchaler Gewalt', 'SCHWARZ!', 'Tag', '7', 'KEINE SHOWFUERTAETER_BERLIN', 'StaDt', 'Auftrtt', '<']"
10,27,8,0.0625,0.34375,0206.jpg,"['ZEIT ZU HANDELN', 'GEGENDIEAFD-WAHLPARTY INBERLIN!', 'ist', 'bekannt', '17 UHR | Berlin', 'Alt-Blankenburg 12', 'Nähe S-Bhf. Blankenburg', 'zeitzuhandelnorg', 'Wahlparty-Ort', 'AfD', 'nun', 'KEINE', 'Gegenprotest', 'teilenl', 'alle', 'nun', 'AAfD_', 'GEMERATION', 'Akilos', 'Un', 'ASCHIS', 'YA', '17 UHR', 'Berlin', 'Baa', 'xewesist', 'h']"
4,9,4,0.0125,0.08333333333333333,0010.jpg,"['GRUNDGESETZ', 'MEDITATION', '02.05.2020 15830 UHR', 'REWE BLIESKASTEL', '@Ronnvskochshow Berlin', '02.05', '2020 15830 UHR', '02.05.2020 15830', 'UHR']"
11,28,11,0.003134796238244514,0.022727272727272728,0004.jpg,"['FEIERABEND', 'KULTUR', 'NETZ', 'SINGEN', 'clouds', '82', '4', 'IMMER UM', '17.00 UHR', 'JEDE*R IST', 'MITTWOCH, 21. JUNI 2023', 'Wo: Grundschule Islandstraße,', 'Islandstraße 25', 'er', 'he', 'hun', 'JEDE*R IST *-LICH WILLKOMMEN!', 'a', 'R IST', 'WILLKOMMEN!', 'Meiendorf', '8', '""-LICH WILLKOMMEN!', 'Jur', '9', '""-LICH', 'JEDE', '21 JUNI 2022']"
6,19,5,0.03333333333333333,0.05,0028.jpg,"['CORONA', 'NICHT', 'IST', 'DAS', 'PR', 'stilten', 'nichtohneuns_Dresden', 'Video & Content', 'KUNDGEBUNG', 'Dresden, Neumarkt, 20.6. um 16.30 Uhr', 'EM', 'EINE WIRTSCHAFTSKRISE?', '2', 'nichtohneuns', 'Dresden', '5', 'LE-', 'Dresden, Neumarkt, 20.6', 'um 16.30 Uhr']"
8,19,7,0.16384037418520175,0.4523809523809524,0014.jpg,"['HACK', 'SEXISM', 'Broschüren-Release', '5.Juli 2028 llaboutblank', '18,30 Einlass /l 19Uhr Start', 'Strategien und Moßnahmen gegen', 'Sexismus und sexualisierte Gewalt', 'Festivals', '18.30 Einlass', '19 Uhr Start', 'quf Festivals', 'Bros', 'Strategien und M', '5 Juli', '8', '89', 'egienund M', 'Ismus und', '188OEi']"
19,64,9,0.10046924752807107,0.42592592592592593,0202.jpg,"['Gegen', 'Faschismus,', 'Queer-', 'und', 'Frauen-', 'Feindlichkeit!', '14', '0', '12', '0', 'ein', '0', '25', 'verhindern', 'NETZWERK', 'STOPP', 'QUEERFEM', 'Gegenprotest', 'dem Naziaufmarsch widersetzen', 'nun aktiv werden!', 'ORDNER*INNEN & AWARENESS GESUCHT', 'OSTKREUZ', 'CLUB', 'Berlin', 'BUND', 'recht:', 'erst', 'Jetzt', 'buntes', 'Neuwahlen?', 'Berlin!', 'cao', 'braunes', 'statt', 'Friedrichshain', 'Markgrafendamm', 'aktiv', 'Klima', 'Nazi', 'Jetzt', 'statt', 'Hetze', 'widersetzen!', 'Qucers', 'AFD', 'Kiez Fur AllE', 'für', '24c', 'Neuwahlen?', '12.30', '@', 'To', '12.30 Uhr', '80', 'SCHiS', 'Uhrl', 'erliner', 'ern', '14.12 .', 'Jl', '402', 'Ln', 'WERDE', '0']"
12,21,10,0.09148077043729218,0.475,0216.jpg,"['KRITISCHE PERSPEKTIVE', 'AUF DEN OSTERMARSCH', '23', 'SAMSTAG 08.04. AB 13 UHR', 'MÜLLERSTRASSE 146', 'Warum', 'Linkssein ', '""nicht vor', 'Konservatismus', 'schützt.', '""Die Hufeisentheorie', 'GERADEDENKEN', '~QUERFRONT?', 'HUFEISE', 'RIGHT TO RESIST', 'aber trotzdem lalschist.', 'PHEORDE', '@righttorcssiua', 'aber trotzdem', 'ist.', '(C']"
14,34,9,0.10945566778900112,0.16666666666666666,0090.jpeg,"['do', 'DAY', 'Die Welt steht', 'ORGANISATIONEN', 'IUM 12800 UFR', 'ANDESZE', '00', 'T', 'werden', 'sein!""', 'ALLE', 'dichtl', 'macht', 'Fulda', 'Auch', 'LIVESTREAMS', 'AUS', 'WORLD FREEDOM', 'ALLE INITIATIVEN & ORGANISATIONEN', 'WELTWEIT', 'GEMEINSAM!', 'UM 12.00 UHR LANDESZEIT!', 'MAGDEBURG', '20.11.2021', '12:00', '16:00 UHR', '""Wir', 'ALLER', 'WEL', '9', 'ONSTRATION', 'Die', 'Welt stent', 'ALLE INITIATIVEN']"
12,18,11,0.02388108729572144,0.11363636363636363,0148.jpg,"['1. September 2023', 'BUCHPREMIERE', 'JUDENHASS', 'UNDERGROUND', 'Antisemitismus in emanzipatorischen', 'Subkulturen und Bewegungen', 'Ein Abend mit', 'Nicholas Potter; Stefan Lauer;', 'Rosa Jellinek; Leon Kahane;', 'Konstantin Nowotny und', 'Anastasia Tikhomirova', 'DJ: Ori Raz (Motivo Positivo)', '19 Uhr', ':labout blank', 'freier Eintritt', '1.', '19 Uhr | :/labbout blank | flieler Eintritt', 'Sepi']"
6,8,5,0.028181818181818186,0.13999999999999999,0160.jpg,"['ALICE WEIDEL IN DER', 'BUNDESTAGSWAHL', 'SCHLUSSRUNDE""', 'HEUTE LIVE', '22.00 UHR ARD & ZDF!', 'ZEIT FÜR DEUTSCHLAND.', 'AfD', '10']"
16,28,9,0.09077212806026365,0.5679012345679012,0161.jpg,"['Ukraine', 'Putin', 'Freiheit', 'NEIN', 'AfD', 'Demokratie', '22.02.25', '1 6 : 0 0', 'Brandenburger Tor', '3 Jahre seit der großflächigen Invasion', 'Deutsch-russischer', 'GLOBAL', 'REFORUM SPACE', 'Dialog', 'a', 'W i t h', 'k r a', 'Unsere Stimme für die Ukraine; für Demokratie, für Freiheit', 'FREE', 'W', 'EMORIAL', 'U k r a', '1n', '1 6', '0', 'Domck', 'IR', 'U']"
18,34,12,0.03306878306878307,0.16666666666666666,0149.jpg,"['WIR BRAUCHEN DICH!', 'ZUR FREIHEIT', 'SAMSTAG', '11', '2020', '10', '12 Uhr', 'KÖNIGSPLATZ', 'MÜNCHEN', 'Lienz', '21200', 'Demonstration für', 'FREIHEIT GRUNDRECHTE SELBSTBESTIMMUNG', '11.7.2020', 'Prof. Dr. Christoph Hueck', 'Markus Haintz', 'Biochemiker, Impfstoffentwickler', 'Rechtsanwalt', 'Milorad Krstic', 'ringger', 'Unternehmer und Buchautor', 'Hip', 'Rap', 'Wegmann', 'Tuncay', 'celsius1g', 'bis', 'Hop', '40', 'UHR', 'DJ', '10 - 12 Uhr', 'Levi', '00']"
10,16,8,0.020269886363636365,0.15,0217.jpg,"['GEGENKUNDGEBUNG', 'ZUR RECHTSOFFENEN QUERFRONTDEMO', 'SAMSTAG, 25.02 AB 14 UHR', 'LINKE UKRAINE-SOLIDARITAT BERLIN', 'ggü.', 'Ecke Platz des 18. März', 'GERADEDENKEN', '9 ?', '7', 'Tiergarten', 'US-Botschaft,', '@righttoresistUA', 'Im', 'AUFSTAND FÜR FRIEDENE', '2 ??', 'Im Tiergarten']"
10,11,3,0.16589506172839505,0.5833333333333334,0203.jpg,"['Dogshit Skatepark', 'Nähe 8+U Bhf Warschauerstu', 'Iuch', '0', '0', '8', 'AB', '29//,ab 1730h', '(', '4', '0']"
5,15,3,0.35767195767195764,0.5555555555555555,0015.jpg,"['28', '0', 'BASS GGGGN HIASS', 'ESSEN', 'HBF', 'JUNI', '19', 'UHR,', 'FRRO;', '(', 'E5', 'FRE; 28.', '2', 'BASS', 'HHIASS']"
6,12,6,0.029166666666666664,0.11666666666666665,0001.jpg,"['SPRACHCAFE', 'WEIHNACHTSFEIER', 'DIENSTAG 21,12', 'OLOF-PALME ZENTRUM', '19 UHR', 'WIR FREUEN UnS AUF EUCH!', 'SP', 'CHCAFE', 'WEI', 'GHTSFEIER', 'CHCA', 'HTSFFFR']"
8,33,3,0.011111111111111112,0.08333333333333333,0029.jpg,"['Ostkreuz', 'Keine', 'Zukunft', 'fürs Ostkreuz', 'Ostkreuz zum', '@hne', 'Zukunft', 'Ostkreuz', '13.11.', 'Kiezdemo und Kundgebung', '3.12. Aktionstag Zukunft', 'Für Erhalt und langfristige Sicherung', '13,11. Kiezdemo und Kundgebung', '13 Uhr Rudolfplatz', 'Für Erhalt und langfristige Sicherung', 'Laskersteale 5,', 'die', '13716 Kiezdemo un', 'Kundgebung', 'Berlin:', 'ganz', 'Gegen', 'zum', 'am', 'Sealie 5,', 'der', '3.12.', 'Aktionstag Zukunft', 'fürs Ostkreuz und ganz Bcrlin_', 'Für Erhalt und', 'langfristigc Sichcrung', 'am', 'Ostkreuz']"
15,37,8,0.07442434210526316,0.15625,0045.jpeg,"['ACHTUNG NEUE VERSAMMLUNGSFLÄCHE!', 'GROSSDEMO', 'KASSEL', 'da', 'Frühlingserwachen', 'Die', 'Welt steht auf', 'KARLSWIESE / ORANGERIE KASSEL', 'WELTWEIT', 'ALLE ZUSAMMEN', '1 TAG', 'ZIEL', 'WELTWEIT', 'ALLE ZUSAMMEN', '20 C', '12:00', 'MIT ANSCHLIESSENDEM AUFZUG', 'Tr', 'werden', 'ALLE', 'LIVESTREAMS', '#Zusammenhalt', 'ALLER', 'Spaltung', 'AUS', 'WELT', 'IN DER MITTE DEUTSCHLANDS', '20.03.2021', '16:00 UHR', 'sein!""', 'statt', '""Wir', 'ANSCHLIESSENDEM AUFZUQ', 'KARLSWIESE', 'ORANGERIE KASSEL', 'Die Welt steht auf', '1']"
10,15,9,0.08719870664315109,0.42592592592592593,0017.jpg,"['76 Jahre', 'XÄMPFEN', 'Befreiung', 'vom', 'vom Faschismus', 'Sa, 08.052021', 'Gedenken 10.00-18.00 Uhr', 'Sowjetisches Ehrenmahl Buch', 'Kundgebung 15.00 Uhr', 'Vortreffungpunkt 14.30 Uhr', 'Bahnsteig S-Pankow', 'Erinrfernheißt', 'Ed', 'heißt', 'vom Faschismus']"
11,17,7,0.12226662226662229,0.5714285714285714,0003.jpg,"['Gedenkkundgebung und', 'antifaschistische Demonstration', 'ES IST', 'Mahnmal Levetzowstraße, Berlin-Moabit', '9 November', '1938-2023', '18:00 Uhr', 'UD', 'KHES', 'Primo Levi', '85 Jahre nach den Novemberpogromen;', 'Solidarität mit den Opfern des', 'Onovember blackblogs', 'deutschen Antisemitismus und Rassismus!', 'org', '1938', '18:']"
8,15,6,0.20419580419580421,0.4166666666666667,0229.jpg,"['BE', 'BLEIBEN', 'Posch', 'ABSCHIEBUNGEN', 'MOTIVIERTE', 'STOPPEN', 'POLIZEI', 'DEMO', 'ALEX', 'FR:', '78.APRIL', '16""', 'Ds', 'WIR', 'L']"
13,18,11,0.0,0.0,0215.jpg,"['HUMMUS &', 'BASS', 'STATT', 'HETZE', '& HASS', 'ANTIFA', 'PICKNICK', 'QUERDENKEN', 'PARTY', 'IM MAUERPARK', 'GERADEDENKEN', 'SAHSTAG', '16,30', '3,6', 'Uhr', 'GEGEN', '03', 'RIGHT JO RESIST']"
10,34,7,0.1371072238419177,0.3968253968253968,0201.jpg,"['Co', 'S-09.>2', 'Willy-Brandt-Haus', '15.0', 'Uhr', 'Protestzug zur', 'CDU Bundesgeschäftsstelle', 'Unsere Protestwelle: 27.01', '2', '9.02', '20.02', '2202', 'Brandmauer', 'gefallen', 'und', 'Merz', 'durch', 'von', 'Normalisierung', 'Faschismus!', 'die', 'und', 'Gegen', 'Transfeindlichkeit', '2', 'Protestzug', 'zur', 'Unsere Protestwelle: 27.01 - 9.02 -20.02', 's909.', 'Unsere Protestwelle: 27.01-9.02-20.02-22.02', 'unci Faschismus', 'Normalisierungvon', '15', '0']"
10,15,9,0.04003267973856209,0.16666666666666666,0073.jpeg,"['Umsonst', 'flohmarkt', 'Walleln & Musik', 'Lang', 'vergessene', 'Schätze des', 'Hauses könnten   02.03.', '1250', 'euch gehören', 'Rigaer Straße 94', '1700', 'Hauses könnten', '02.03.', 'cuch', 'gchören']"
8,23,6,0.05726495726495726,0.3888888888888889,0163.jpg,"['STOPPT', 'das Infektionsschutzgesetz', '18.112020', 'Ab', '11:00Uhr', 'openEnd', 'Unsere Zivilisation', 'Unsere Regeln!', 'Berlin', 'Bundestag', 'ES', 'GIBT KEINE', 'Ab/11:00Uhr', '18.11', '2020', 'Es GIBT KEINE', '~ere', 'egehi', 'uzgesetz', 'das', '6', 'F', '40']"
15,22,14,0.007109788359788359,0.16666666666666669,0177.jpg,"['DIE', 'SONNE', 'DEMO', 'SOMMERFEST DER AFD', 'VERMIESEN', 'Demo gegen das', 'SAMSTAG', 'Sommerfest der AfD in', 'Templin', 'Am Markt 11', '17268 Templin', 'Austehen-gegen-Rassismus de', 'STOPPT', 'AfD', 'SOMMER', '0', '07.09. 14.00 Uhr', 'VVN-BdA', 'PRENZLAU', 'BID', '07.09', '14.00 Uhr']"
13,16,12,0.037281639928698755,0.5694444444444444,0176.jpg,"['samstag; 30.11.2024, 11-13 Uhr', 'der Feuerwache', 'Bibliothek', 'Alte Feuerwache""', 'Michael-Brückner-Str. 9, Schöneweide', 'Bring ein Laptop oder Tablet mit', 'oder reserviere ein Leihgerät!', 'KOSTENLOS', 'JETZT ANMELDEN!', 'https:/ /pretix eu/dojosw/', 'CODING', 'PROGRAMMIEREN', 'LERNEN', 'https:| /coderdojo-schoeneweide de', 'ein Laptop oder Tablet mit', 'Bring']"
9,14,9,0.05861349978997037,0.2444444444444444,0200.jpg,"['DER AFD KEINE PLATTE LASSENI', '22.02.2025', 'AB 13.00 UHR', 'ABSCHLUSSKUNDGEBUNG', 'UND IHRE POLITIK !', 'PREROWER PLATZ', '13', 'NEU', 'HOHENSCHÖNHAUSEN', 'ANTIFA', 'NEIN ZUR AFDI', '151', 'OFFENER', 'GEGEN DIE AFD']"
11,34,4,0.2586722488038278,0.5714285714285714,0214.jpg,"['1', '01.2', 'IN', 'SA. 15.JULI', '14.30 UHR THEODOR-HEUSS-PLATZ', 'CA 16.00 UHR', 'OLYMPIASTADION + MUSIK', 'K{IN', 'RN', '4', 'R', '7', '4', '4', '9', 'KMM)TZIN', '<', '8', '0', '4', '@', 'KMM)TXIN', '8', '2', 'OLYMPIASTADION', 'MUSIK', '<', '<', '1', '7', '27.27', '<', '6', '9']"
8,23,8,0.10425307219662058,0.3333333333333333,0228.jpg,"['19.04.2025', 'Einladung', 'zum', 'Gedenkspaziergang', 'ehm.', 'Benz AG in Ludwigsfelde und', 'gemeinsame Gedenkminute', 'am', 'Waldfriedhof', 'Zwangsarbeiter*innen-Lager_', ""ehm Zwangsarbeiter'"", 'Großmotorenwerk der', 'AG in Ludwigsfelde und', 'innen-Lager', 'Daimler-', 'Benz', 'Großmotorenwerk denDenmleger', 'AGin', 'Ludwigsfelde und', 'Dai', ""Zwangsarbeiter '"", 'Doim', '00@']"
7,7,7,0.007936507936507936,0.047619047619047616,0002.jpg,"['SCHLIESST EUCH AN}', 'ET Video & Content', 'nichtohneuns_Dresden', 'KUNDGEBUNG', '#SOLIDARITÄT MIT ALLEN!', 'Dresden, Großer Garten, 8.8. um 16 Uhr', 'BERICHTE: WIE WAR DIE BERLIN-DEMO WIRKLICH?']"
10,13,7,0.0,0.0,0016.jpg,"['Bau dein eigenen PC und Smartphone', 'Wo?', 'Mittelpunktbibliothek Treptow', 'Wann?', 'zum erforschen mitgebracht', 'Samstag 16.11.2024', '*11 bis 13 Uhr', 'Jetzt Anmelden!', 'PS:', 'Alteleigene Geräte können', 'werden!', 'zum erforschen', 'mitgebracht']"
5,20,2,0.0,0.0,0027.jpg,"['am', 'Zu', 'die', '14', 'FAHRRADDEMO', 'Ostkreuz', ""wegbassen'"", 'Invalidenpark', '""A1oo', 'Verkehrsministerium', 'vom', 'Uhr', 'gegen', 'um', '29', 'Aioo', 'WEGBASSEN!', '14 Uhr', 'A1oo', '7']"
10,12,3,0.18907563025210083,1.0,0231.jpg,"['EM', 'Di', 'IHNESTR. 22, KELLER', 'Küra uNd GeTRÄNKE', '( GEGEN SPEnDE )', 'GEGEN', 'VORTRAO', 'ROTEN', 'Uorurag', 'DzsKusszon', 'IHRE', 'UND']"
11,31,9,0.16839826839826838,0.4444444444444444,0089.jpeg,"['KUNDGEBUNG', '&', 'AUFZUG', 'Maskenpflicht', ""'Cundnechte"", '15', 'JANUAR', '2022', 'MIT', 'GASTREDNER', '15:30 UHR', 'HERMANN', 'PLOPPA', 'ORT:', 'FRIEDRICHSPLATZ KASSEL', 'NEUER', 'FRIDERICIANUM', 'DEM', 'VOR', '!', 'gelten:', 'pflicht', 'd laut,', 'hr', 'FREIHEIT klaut.', 'JANUAR 2022', 'weil', '15. JANUAR', 'd', 'KASSEL', ""'FRIEDRICHSPLATZ ""]"
7,9,6,0.12724867724867725,0.4444444444444444,0225.jpg,"['11.12.21', '14.30 Kundgebung', 'Washingtonplatz', 'GEGES', 'Beclin?', 'esset ohue die', 'Juuge altecuative,', 'BERLENFS', 'BERLINER GECE']"
10,14,9,0.03927070266939548,0.287037037037037,0219.jpg,"['StraßenFFFest', '3.922', '14830 Laufdemo Leopoldplatz', '16-19 Uhr', 'Mauerpark', 'Slraßenfest', 'ab 19 Uhr', 'Geradedenken', ""Rave in den 'Abend"", 'FOR', 'Berlin', '2', '7', '[ [ [ [ [ ']"
17,16,12,0.04974358974358974,0.2152777777777778,0162.jpeg,"['antifaschistisch', 'Menschen?', 'Dann', 'Menschen?', 'unserem', '14-tägig im Bandito Rosso', '5. März 2025, 19 Uhr', 'mit Input zum feministischen Kampftag', 'Mail: oat-berlin@riseup.net', ""Dann komm'"", '14-tägig im Bandito Rosso', 'Offenes Antifa Treffen', 'Web: oatberlin noblogs.org', ""'elder nicht barrierearm"", 'und suchst', 'noblogs.org']"
21,39,19,0.01383097896255791,0.11466165413533834,0153.jpg,"['GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS', '12.03.1938', '12.03.2025', 'NIE WIEDERIST JETZTI', '12.03.2025, Albertinaplatz; 18.30', 'GEDENKEN', 'BEIM', 'MAHNMAL', 'GEGEN KRIEG & FASCHISMUS', 'mit Beiträgen von:', 'Marina Hanke', 'Aaron Bezalel Haber', 'Cornelius', 'Obonya', 'Monika Salzer', 'Dolores Bakos', 'Miksch', 'Jenny & Omas on Stage', 'Rihab Toumi', 'Ida', 'Susanne Scholl', 'Leon de Castillo', 'Ursula Berner', 'NIE WIEDER IST JETZT! 12.03.1938-12.03.2025', 'Maya', 'Unger', 'Philipp', 'Belaga', 'mit', 'Beiträgen von:', 'Maya Unger', 'Cornelius Obonya', 'Philipp Miksch', 'Ida Belaga', '12.08.2025', 'Albertinapplatz; 18.30', 'GEGEN KRIEG', 'FASCHISMUS', 'Jenny']"
7,13,3,0.4166666666666667,2.6666666666666665,0190.jpg,"['ZUKUNFT AM OSTKREUZ', 'LASKERSTRASSE 5, 10245 BERLIN', '14-19', 'UHR', '1', '5', 'W 0 R K $ H 0 P', '6', '5', '""', '@d', '2', '23']"
11,14,8,0.09978632478632478,0.4375,0191.jpg,"['Uhr', 'Jatz', 'in', '2702', 'Nein', 'Zeitenwende', 'Stoppt', ""'Kurdistan"", 'ur', 'inKurdistan', '18800 Uhr', 'Oranienplatz', 'denKriess', 'WK']"
5,9,4,0.0872093023255814,0.08333333333333333,0119.jpeg,"['HÄNDE WEG VON UNSEREM LAND!', 'PALÄSTINA', 'STEHT', 'NICHT ZUM', 'VERKAUF', 'LAUFDEMONSTRATION FÜR PALÄSTINA', 'SAMSTAG, 01.03. UM 13 UHR', 'U-BAHN & S-BAHN ZOOLOGISCHER', 'GARTEN, BERLIN']"
11,9,7,0.1320425606139892,0.2857142857142857,0185.jpg,"['10-18 Uhr', '10.+11.08.24', 'Fürstenfeldbruck', 'Eintritt', 'WERKER', '1', 'MARKT', 'TÖPFER', '4']"
5,26,5,0.029292929292929294,0.11666666666666665,0152.jpg,"['Start: 14 Uhr', 'Auffahrt Tempelhofer Damm', 'berlin', 'VCD', 'PwerShift', ':labout blank', 'lebenslaute', 'Landesverband Nordost e.V:', 'BERLIN', 'GLUB', 'extinction', 'Klimaschutz statt Autobahn!', 'Laufdemo auf der A1OO!', 'fus', 'Sand im', 'ev', 'cluhliehe', 'Futu', 'Sonntag, 21 April', 'Bürgerinitiative', 'Eurgerinifiative', 'Xukiosum', '22', 'Bürgeri', 'P', 'aYn)']"
12,15,12,0.09145387623648493,0.3194444444444445,0146.jpg,"['THEMENTAG', '15.12.24', ':labout blank', 'Markgrafendamm 24c (Ostkreuz)', '19.30 Uhr', 'Antisemitismus im', 'Kultur- und Clubbetrieb', 'Reflexionen ein Jahr', 'nach dem 7. Okt.', 'BILDUNG', 'WIDERSPRUCH', '11.30 -', 'IN', 'nach dem 7', 'Okt.']"
5,11,4,0.027777777777777776,0.125,0218.jpg,"['I', 'dieBasis', 'Geradedenken präsentiert:', '[APIAINE', 'Montag 09.01.2023', '18.00 Uhr', 'Max-Schmeling-Halle', 'GERADE', 'VS_BüHMERMaxn', '(APTAIN', 'BOHMERMANN']"
11,16,9,0.19980592966704078,0.6944444444444444,0224.jpg,"['Putinfans', 'KASTANIENALLEE /ZIONSKIRCHSTRASSE', 'JEDEN', 'DEMO', 'SPAZIEAC', 'STOP', 'Dezentral', 'Lokal', 'Überaw(', 'NEUER', 'STANDORT', '9', 'MONTAG, 28.02. 19 UHR', 'MONTAG', 'NO', ""'GEGEI QUERDEOKEO UOD RECHTS""]"
7,14,4,0.10357142857142856,0.5,0230.jpg,"['FRDPAGANDA', 'DER', 'PunkRock', 'Lyrik', 'gegen', 'die', 'Arbeit', 'Donnerstag', '17.04', '19:00', 'Uhr', 'PunkRock_Lyrik', '25', 'Regenbcgencafe']"
6,13,1,0.125,1.0,0026.jpg,"['About', '13.00', 'Blank', 'Berlin', 'FREl', 'Kutugsasse', '22.00', 'Uhr', '2024', 'FESIVAL', 'FES', '324', '21Juli']"
8,17,7,0.12108456469358723,0.375,0032.jpg,"['WORKSHOP', 'EINFÜHRUNG', 'DADAISMUS', 'Von der Uhr zur Kunst', '16.01.& 18.01.2025 // 15', '18.00 Uhr', 'Mit Daniel Carrion', 'Teilnahme: 10-EUR', 'NOCHMALLDE/EVENTSI', 'Powered by', 'BSR', 'och', 's/', '8', 'Teiinahme', 's/', 'EN']"
