file_name,Anzahl_EVENT_gt,Anzahl_EVENT_erkannt,Anzahl_TOPIC_gt,Anzahl_TOPIC_erkannt,Anzahl_DATE_gt,Anzahl_DATE_erkannt,Anzahl_TIME_gt,Anzahl_TIME_erkannt,Anzahl_LOC_gt,Anzahl_LOC_erkannt,erkannte_entities,nicht_erkannte_entities
0127.jpeg,3,2,1,0,2,1,1,0,2,2,[EVENT] Diskussion; [EVENT] Essen; [DATE] Dienstag; [LOC] Maggie; [LOC] Frankfurter Allee 205,[EVENT] Solidarischer Stammtisch; [TOPIC] Unser Verständnis vom Patriarchat und unser Umgang damit; [DATE] 4. März; [TIME] 19:00 Uhr
0128.jpg,1,1,1,0,1,0,0,0,2,1,[EVENT] Festival; [LOC] Berlin,[TOPIC] für Klima und Gesundheit; [DATE] 25.09. — 27.09.2024; [LOC] Kulturquartier silent green
0129.jpg,1,1,1,0,1,1,1,0,4,1,[EVENT] DEMO; [DATE] 13.11.; [LOC] Brandenburger Tor,[TOPIC] GEGEN DIE KÜRZUNGEN IM KULTURBEREICH!; [TIME] 10:00; [LOC] VOLKS BÜHNE; [LOC] ROSA-LUXEMBURG-PLATZ; [LOC] Platz des 18. März
0130.jpg,1,1,0,0,1,1,1,0,1,1,[EVENT] Reparaturtag; [DATE] 19. Oktober 2024; [LOC] NochMall,[TIME] 14–18 Uhr
0131.jpeg,1,1,2,0,2,2,1,0,2,0,[EVENT] KUNDGEBUNG; [DATE] MI; [DATE] 05.03.2025,[TOPIC] STOP ARMING ISRAEL; [TOPIC] KEINE WAFFEN FÜR ISRAEL; [TIME] 12:00 UHR; [LOC] ECKE TAUENTZIENSTR./ MARBURGER STR.; [LOC] 10789 BERLIN
0132.jpg,0,0,1,0,1,1,1,1,1,1,[DATE] 23. FEBRUAR; [TIME] 18 UHR; [LOC] KONRAD ADENAUER HAUS,[TOPIC] DIE CDU IST KEIN GRUND ZUM FEIERN
0133.jpg,1,1,1,0,2,2,1,0,2,1,[EVENT] KUNDGEBUNG; [DATE] SAMSTAG; [DATE] 05.09.2020; [LOC] ERWIN-PISCATOR-HAUS,[TOPIC] FÜR AUFKLÄRUNG; [TIME] 14:30; [LOC] MARBURG
0134.jpg,1,1,1,0,2,2,1,1,3,3,[EVENT] Antifaschistische Kundgebung; [DATE] Montag; [DATE] 27.05.24; [TIME] 18 Uhr; [LOC] Mahnmal; [LOC] Levetzowstraße; [LOC] Berlin-Moabit,[TOPIC] GEGEN DIE INSTRUMENTALISIERUNG DES ERINNERNS
0135.jpg,1,1,1,0,2,0,1,0,1,0,[EVENT] Demo,[TOPIC] Für Feminismus ohne Grenzen!; [DATE] 8. März; [DATE] 8. März 2025; [TIME] 13:00 Uhr; [LOC] S+U Schönhauser Allee 
0136.jpg,1,1,2,0,1,1,1,0,3,3,[EVENT] Kundgebung; [DATE] 27.02.; [LOC] Grünen Lampe; [LOC] Uhlandstraße 51; [LOC] Berlin,[TOPIC] GEGEN JEDE NAZI PROPAGANDA!; [TOPIC] MARTIN SELLNER VON DER STRASSE FEGEN!; [TIME] 18:15 UHR
0137.jpg,1,1,1,1,4,2,2,2,4,4,[EVENT] Omas-on-Stage; [TOPIC] Politischer Aktivismus mit Kunst; [DATE] Samstag; [DATE] Sonntag; [TIME] 18.30; [TIME] 18.30; [LOC] Mortarapark; [LOC] 1200 Wien; [LOC] Muthsamgasse; [LOC] 1140 Wien,[DATE] 9. Juli 2022; [DATE] 10. Juli 2022
0139.jpg,1,1,1,0,1,1,1,1,1,1,[EVENT] KUNDGEBUNG; [DATE] 15.02.; [TIME] 9:00; [LOC] KOTTBUSSER TOR,[TOPIC] GEGEN DIE ERÖFFNUNGSFEIER DER KOTTI-WACHE
0140.jpg,1,1,1,0,2,2,1,0,2,2,[EVENT] WORKSHOP; [DATE] Samstag; [DATE] 03.02.2024; [LOC] HTW; [LOC] Schöneweide,[TOPIC] Motion-Capture; [TIME] 11–13.30 Uhr
0142.jpeg,3,3,2,1,1,1,2,0,4,4,[EVENT] Demonstration; [EVENT] Demo; [EVENT] Kundgebung; [TOPIC] Solidarität mit den Betroffenen; [DATE] 14.03.2025; [LOC] Stahnsdorf; [LOC] S Teltow Stadt; [LOC] Iserstraße; [LOC] Elbestraße,[TOPIC] NAZIANGRIFFE NICHT UNBEANTWORTET LASSEN; [TIME] 17:30; [TIME] 19:00
0143.jpg,0,0,1,0,2,2,1,0,1,1,[DATE] So; [DATE] 14.07.; [LOC] Ostkreuz,[TOPIC] Ostkreuz nicht den Nazis überlassen!; [TIME] 14:00 Uhr
0145.jpg,2,1,1,0,1,1,1,0,1,1,[EVENT] PANEL DISCUSSION; [DATE] 06.10.2023; [LOC] MENSCH MEIER,[EVENT] SOLI-RAVE; [TOPIC] A100 WEGBASSEN!; [TIME] 20:00 - 10:00
0146.jpg,1,1,2,0,1,1,1,0,3,2,[EVENT] THEMENTAG; [DATE] 15.12.24; [LOC] Markgrafendamm 24c; [LOC] Ostkreuz,[TOPIC] Antisemitismus im Kultur– und Clubbetrieb; [TOPIC] Reflexionen ein Jahr nach dem 7. Okt.; [TIME] 11:30– 19:30 Uhr; [LOC] ://about blank
0147.jpeg,1,1,1,0,1,0,1,0,2,1,[EVENT] Input + Diskussion; [LOC] Kottbusser Straße 4/5,"[TOPIC] Rassismus, Abschiebung und Gewalt; [DATE] 01.03.; [TIME] 18:00 Uhr; [LOC] Komşukeller"
0148.jpg,1,1,2,0,1,1,1,1,1,0,[EVENT] BUCHPREMIERE; [DATE] 1. September 2023; [TIME] 19 Uhr,[TOPIC] JUDENHASS UNDERGROUND; [TOPIC] Antisemitismus in emanzipatorischen Subkulturen und Bewegungen; [LOC] ://about blank
0149.jpg,1,1,1,0,2,2,2,1,2,2,[EVENT] Demonstration; [DATE] SAMSTAG; [DATE] 11.7.2020; [TIME] 10 - 12 Uhr; [LOC] KÖNIGSPLATZ; [LOC] MÜNCHEN,[TOPIC] für FREIHEIT GRUNDRECHTE SELBSTBESTIMMUNG ZUR FREIHEIT; [TIME] 10.00 bis 12.00 UHR
0151.jpg,1,0,1,0,1,0,1,1,1,1,[TIME] 15 Uhr; [LOC] Frankfurter Tor,[EVENT] TANZ DEMO; [TOPIC] WEM GEHÖRT DIE STADT?; [DATE] 08·06·24
0152.jpg,1,1,1,1,2,1,1,1,2,1,[EVENT] Laufdemo; [TOPIC] Klimaschutz statt Autobahn!; [DATE] Sonntag; [TIME] 14 Uhr; [LOC] Auffahrt Tempelhofer Damm,[DATE] 21. April; [LOC] A100
0153.jpg,2,2,2,2,1,1,1,0,3,3,[EVENT] GEDENKEN; [EVENT] GEDENKEN; [TOPIC] NIE WIEDER IST JETZT!; [TOPIC] NIE WIEDER IST JETZT!; [DATE] 12.03.2025; [LOC] MAHNMAL GEGEN KRIEG & FASCHISMUS; [LOC] Albertinaplatz; [LOC] MAHNMAL GEGEN KRIEG & FASCHISMUS,[TIME] 18:30
0154.jpeg,1,1,0,0,2,2,1,0,3,2,[EVENT] LIVEKONZERT; [DATE] DIENSTAG; [DATE] 21.01.25; [LOC] TONELLIS; [LOC] 04109 LEIPZIG,[TIME] 20:00; [LOC] NEUMARKT 9
0155.jpg,1,0,0,0,1,1,1,1,2,1,[DATE] 16/02; [TIME] 8PM; [LOC] ERREICHBAR,[EVENT] SOLI PARTY; [LOC] REICHENBERGER STR 63A
0156.jpeg,1,0,0,0,1,0,1,0,2,1,[LOC] Grünbergerstr. 73,[EVENT] SOLI FLOHMARKT; [DATE] 1. MÄRZ; [TIME] 10–18 UHR; [LOC] Zielona Gora
0157.jpg,0,0,2,0,1,1,1,0,2,1,[DATE] 17. DECEMBER; [LOC] RUSSISCHEN BOTSCHAFT,[TOPIC] SIEG DER UKRAINE – FRIEDEN FÜR EUROPA; [TOPIC] Stoppt die Finanzierung des russischen Staatsterrors; [TIME] 15:00; [LOC] UNTER DEN LINDEN 63–65
0158.jpg,1,0,1,0,1,1,1,0,1,1,[DATE] 9.10.2024; [LOC] Oranienplatz,[EVENT] Kundgebung; [TOPIC] zum 5. Jahrestag des rechtsterroristischen Anschlags von Halle; [TIME] 17:30 Uhr
0160.jpg,1,0,2,2,1,1,1,0,1,1,[TOPIC] ZEIT FÜR DEUTSCHLAND; [TOPIC] ALICE WEIDEL; [DATE] HEUTE; [LOC] ARD & ZDF,[EVENT] BUNDESTAGSWAHL - SCHLUSSRUNDE; [TIME] 22:00 UHR
0161.jpg,0,0,3,3,1,1,1,0,1,1,[TOPIC] Unsere Stimme für die Ukraine; [TOPIC] für Demokratie; [TOPIC] für Freiheit; [DATE] 22.02.25; [LOC] Brandenburger Tor,[TIME] 16 : 00
0162.jpeg,2,1,0,0,1,1,1,1,2,1,[EVENT] Offenes Antifa Treffen; [DATE] 5. März 2025; [TIME] 19 Uhr; [LOC] Bandito Rosso,[EVENT] Plenum; [LOC] Lottumstr. 10a
0163.jpg,0,0,2,0,1,0,1,0,2,2,[LOC] Berlin; [LOC] Bundestag,[TOPIC] STOPPT das Infektionsschutzgesetz; [TOPIC] Unsere Zivilisation - Unsere Regeln!; [DATE] 18.11.2020; [TIME] 11:00 Uhr
0164.jpg,1,0,1,0,1,1,3,0,3,3,[DATE] 03.02; [LOC] Graz; [LOC] Hauptbahnhof; [LOC] Hauptplatz,[EVENT] Demonstration; [TOPIC] Demokratie verteidigen; [TIME] 15:00; [TIME] 16:30; [TIME] 18:00
0165.jpg,1,0,0,0,2,2,1,0,5,3,[DATE] 2024; [DATE] 08.06.2024; [LOC] Strausberg; [LOC] Kulturpark; [LOC] 15344 Strausberg,[EVENT] 2000er PARTY; [TIME] 12–23 Uhr; [LOC] Wriezener Str.; [LOC] Am Strand 
0166.jpg,1,1,1,0,1,1,1,1,4,2,[EVENT] WORKSHOP; [DATE] 12.03.25; [TIME] 16-19; [LOC] Clubcommission Office; [LOC] 10179 Berlin,[TOPIC] HOW TO KULTURFÖRDERUNG WITH KAROLINE LUCKS; [LOC] Brückenstraße 1; [LOC] CLUBCOMMISSION CLUB
0167.jpg,1,1,0,0,2,2,1,0,3,3,[EVENT] Kinderfest; [DATE] Samstag; [DATE] 08.07.2023; [LOC] Seniorenzentrum Nordlandweg; [LOC] Nordlandweg 110; [LOC] 22145 Hamburg,[TIME] 14.00 – 17.00
0169.jpeg,1,1,2,1,1,0,1,0,0,0,[EVENT] KURZFILMABEND; [TOPIC] ARTE Reportage,[TOPIC] Mexiko: Im schwarzen Block der Feministinnen; [DATE] 2. MÄRZ; [TIME] 17:00
0170.jpeg,1,1,1,0,1,1,1,1,3,1,[EVENT] Plakate malen; [DATE] 04. März 2025; [TIME] 19.30 Uhr; [LOC] 13347 Berlin-Wedding,[TOPIC] für den feministischen Kampftag!; [LOC] Café Cralle; [LOC] Hochstädter Str. 10a
0171.jpg,1,1,4,4,2,2,1,0,1,1,[EVENT] Spaziergang; [TOPIC] Masken-frei; [TOPIC] Abstands-frei; [TOPIC] Quarantäne-frei; [TOPIC] freie Impfentscheidung; [DATE] Montag; [DATE] 2.11.; [LOC] Marktplatz,[TIME] 19:00 - 19:30 Uhr
0172.jpg,1,1,1,0,2,2,1,1,2,2,[EVENT] Stadtlauf; [DATE] 2016; [DATE] 16. September; [TIME] 17 Uhr; [LOC] Hanau; [LOC] Marktplatz,[TOPIC] GEMEINSAM GEGEN GEWALT AN FRAUEN
0173.jpg,1,1,1,0,1,1,1,1,1,1,[EVENT] DEMONSTRATION; [DATE] 14. NOVEMBER; [TIME] 14 UHR; [LOC] BRANDENBURGER TOR,[TOPIC] FÜR DIE AUFNAHME DER MENSCHEN AN DER POLNISCH BELARUSSISCHEN GRENZE!
0176.jpg,1,0,0,0,2,1,1,0,3,2,[DATE] 30.11.2024; [LOC] Michael-Brückner-Str. 9; [LOC] Schöneweide,[EVENT] CODING in der Feuerwache; [DATE] Samstag; [TIME] 11–13 Uhr; [LOC] Bibliothek “Alte Feuerwache”
0177.jpg,2,2,2,0,2,2,1,0,3,3,[EVENT] DEMO; [EVENT] Demo; [DATE] SAMSTAG; [DATE] 07.09.; [LOC] Templin; [LOC] Am Markt 11; [LOC] 17268 Templin,[TOPIC] SOMMERFEST DER AFD VERMIESEN; [TOPIC] gegen das Sommerfest der AfD; [TIME] 14:00 Uhr
0178.jpg,1,0,0,0,4,2,0,0,2,1,[DATE] DI; [DATE] 16.07.24; [LOC] Stadtsaal,[EVENT] tanzfestival; [DATE] juni/juli; [DATE] 2024; [LOC] Fürstenfeldbruck
0179.jpg,1,1,2,0,1,1,0,0,0,0,[EVENT] DEMOS; [DATE] 23.5. bis 8.6.24,[TOPIC] Rechts- extremismus stoppen In Europa & vor Ort; [TOPIC] Demokratie verteidigen
0180.jpg,1,1,1,0,2,2,1,0,2,0,[EVENT] Vortrag & Diskussion; [DATE] Do; [DATE] 19.12.,[TOPIC] ZUR VERSCHRÄNKUNG VON (QUEER-)FEMINISMUS UND ANTISEMITISMUS; [TIME] 19:00 Uhr; [LOC] about blank; [LOC] Markgrafendamm 24c
0181.jpg,2,0,0,0,1,0,0,0,1,1,[LOC] RAHLSTEDT,[EVENT] 28. Rahlstedter KULTUR WOCHEN; [EVENT] RAHLSTEDTER KULTURWOCHEN; [DATE] 31. AUGUST – 18. OKTOBER 2024
0182.jpg,2,2,1,0,2,0,0,0,2,1,[EVENT] LICHTENHAGEN-DEMO; [EVENT] DEMO; [LOC] Rostock-Lichtenhagen,[TOPIC] DEUTSCHE ZUSTÄNDE AUFMISCHEN 30 JAHRE NACH DEN POGROMEN ; [DATE] 27.08.2022; [DATE] 27. AUGUST 2022; [LOC] ROSTOCK
0183.jpg,1,0,1,0,2,1,1,0,2,2,[DATE] SUN; [LOC] KASTANIENALLEE 86; [LOC] BERLIN,[EVENT] KUNDGEBUNG; [TOPIC] TUNTENHAUS BLEIBT; [DATE] 14TH APRIL; [TIME] NOON TO 8 PM
0185.jpg,1,0,0,0,1,1,1,0,1,1,[DATE] 10.+11.08.24; [LOC] Fürstenfeldbruck,[EVENT] TÖPFER & KUNST HAND WERKER MARKT; [TIME] 10–18 Uhr
0186.jpg,2,1,0,0,2,2,2,2,3,1,[EVENT] RELEASE; [DATE] Freitag; [DATE] 11. Oktober 2024; [TIME] 18 Uhr; [TIME] 19 Uhr; [LOC] 10245 Berlin,[EVENT] FRENCH CONNECTION PARTY; [LOC] ://about blank; [LOC] Markgrafendamm 24c
0187.jpg,1,0,2,2,2,2,1,0,1,1,[TOPIC] Rückbau statt Neubau; [TOPIC] Stadtraum für alle; [DATE] Sonntag; [DATE] 2.6.24; [LOC] Breitenbachplatz,[EVENT] Autobahn-Abrissparty; [TIME] 16 - 20 Uhr
0190.jpg,1,0,0,0,1,0,1,0,2,2,[LOC] ZUKUNFT AM OSTKREUZ; [LOC] 10245 BERLIN,[EVENT] WORKSHOP; [DATE] 20.11.2022; [TIME] 14–19 UHR
0191.jpg,0,0,3,0,1,0,1,0,1,1,[LOC] Oranienplatz,[TOPIC] STURZ dem IMPERIALISMUS; [TOPIC] Nein zur Zeitenwende; [TOPIC] Stoppt den Krieg in Kurdistan!; [DATE] 27.02; [TIME] 18:00 Uhr
0193.jpg,1,1,0,0,2,1,1,0,1,1,[EVENT] NEUJAHRS PARTY; [DATE] MI; [LOC] FESTSAAL KREUZBERG,[DATE] 01.01.; [TIME] 21:00 UHR
0194.jpg,2,2,1,0,2,2,2,0,1,0,[EVENT] Protestfest; [EVENT] Protestrave; [DATE] SA; [DATE] 17.05.2025,[TOPIC] A100 WEGBASSEN!; [TIME] 14–17 UHR; [TIME] 17–22 UHR; [LOC] S TREPTOWER PARK
0195.jpg,1,0,2,0,1,1,1,0,1,1,[DATE] 26.10; [LOC] Schleidenplatz,[EVENT] BERLIN ACTION; [TOPIC] DAS MONOPOL ZERSCHLAGEN!; [TOPIC] TOWER TO THE PEOPLE!; [TIME] 16:30 Uhr
0196.jpg,2,2,1,1,1,0,2,0,4,4,[EVENT] Gegenprotest; [EVENT] Zwischenkundgebung; [TOPIC] NAZI-AUFMARSCH VERHINDERN!; [LOC] BERLIN; [LOC] S Friedrichstraße; [LOC] Bebelplatz; [LOC] Neptunbrunnen,[DATE] 26.4; [TIME] 12:15; [TIME] 13:00
0197.jpg,3,3,1,0,1,1,3,0,3,1,[EVENT] DEMO; [EVENT] DEMO; [EVENT] KUNDGEBUNG; [DATE] 22.2.25; [LOC] PREROWER PLATZ,[TOPIC] DER AfD WIDER- SETZEN; [TIME] 12:30; [TIME] 12:00; [TIME] 13:00; [LOC] S HOHENSCHÖNHAUSEN; [LOC] S LICHTENBERG
0198.jpg,1,1,2,1,2,1,1,1,1,1,[EVENT] WAHLTAGPROTEST; [TOPIC] AFD-WAHLPARTY STÖREN!; [DATE] SONNTAG; [TIME] 15.30 UHR; [LOC] Gesundbrunnen Center,[TOPIC] FIGHT AfD!; [DATE] 23.2.
0199.jpg,2,0,0,0,2,2,1,0,1,1,[DATE] SAMSTAG; [DATE] 22.02.25; [LOC] SCHIFFBAUERDAMM 1,[EVENT] RECHTEN MARSCH DURCH MITTE STOPPEN!; [EVENT] FÜR EINE VIELFÄLTIGE UND SOLIDARISCHE GESELLSCHAFT!; [TIME] 11:30 UHR
0200.jpg,0,0,3,0,1,1,1,0,2,1,[DATE] 22.02.2025; [LOC] PREROWER PLATZ,[TOPIC] NEIN ZUR AFD!; [TOPIC] DER AFD KEINE PLATTE LASSEN!; [TOPIC] GEGEN DIE AFD ABSCHLUSSKUNDGEBUNG UND IHRE POLITIK!; [TIME] 13:00 UHR; [LOC] NEU – HOHENSCHÖNHAUSEN
0201.jpg,2,2,1,0,6,4,1,0,2,2,[EVENT] Protestzug; [EVENT] Protestwelle; [DATE] 27.01; [DATE] 9.02; [DATE] 20.02; [DATE] 22.02; [LOC] Willy-Brandt-Haus; [LOC] CDU Bundesgeschäftsstelle,[TOPIC] Gegen die Normalisierung von Transfeindlichkeit und Faschismus!; [DATE] So; [DATE] 09.02.; [TIME] 15.00 Uhr
0202.jpg,1,1,4,0,1,0,1,1,2,1,[EVENT] Gegenprotest; [TIME] 12.30 Uhr; [LOC] Friedrichshain,"[TOPIC] Gegen Faschismus, Queer- und Frauen- Feindlichkeit!; [TOPIC] für ein buntes statt braunes Berlin!; [TOPIC] Klima statt Hetze; [TOPIC] Nazi Aufmarsch verhindern; [DATE] 14.12.; [LOC] Markgrafendamm 24c & 25"
0203.jpg,0,0,1,0,1,0,1,0,2,1,[LOC] Dogshit Skatepark,[TOPIC] SUBKULTUR GEGEN AMAZON; [DATE] 29.11; [TIME] 17:30h; [LOC] S+U Bfh Warschauerstr.
0204.jpg,2,2,2,0,1,1,1,0,7,6,[EVENT] Zwischenkundgebung; [EVENT] Abschlusskundgebung; [DATE] 16.11.; [LOC] Friedrichshain; [LOC] Forckenbeckplatz; [LOC] Berlin; [LOC] Forckenbeckplatz; [LOC] Rigaer; [LOC] Mariannenplatz,[TOPIC] kämpfen statt sterben!; [TOPIC] klima statt Hetze; [TIME] 14.00 Uhr; [LOC] Frankfurter Tor
0205.jpg,2,2,3,2,1,0,4,1,6,5,[EVENT] Kundgebung; [EVENT] Demo; [TOPIC] Solidarisch gegen den Rechtsruck; [TOPIC] gegen die AfD-Wahlparty; [TIME] 16 Uhr; [LOC] Bhf. Potsdam-Marquard; [LOC] Potsdam; [LOC] Berlin; [LOC] Ostkreuz; [LOC] Potsdam,[TOPIC] ZEIT ZU HANDELN Die AfD-Party zur Landtagswahl versauen!; [DATE] 22.09.2024; [TIME] 14:20 Uhr; [TIME] 15:36 Uhr; [TIME] 13:21 Uhr; [LOC] Potsdam Hbf.
0206.jpg,1,1,1,0,0,0,1,1,3,3,[EVENT] Gegenprotest; [TIME] 17 UHR; [LOC] Berlin; [LOC] Alt-Blankenburg 12; [LOC] S-Bhf. Blankenburg,[TOPIC] ZEIT ZU HANDELN - GEGEN DIE AFD-WAHLPARTY IN BERLIN!
0207.jpg,1,0,2,0,1,1,1,0,0,0,[DATE] 16. August,[EVENT] Gegenkundgebung; [TOPIC] Frankfurt bleibt bunt!; [TOPIC] Schöner ohne AfD!; [TIME] 15:30 Uhr
0208.jpg,1,1,1,0,2,1,2,1,2,2,[EVENT] Demo; [DATE] Sa; [TIME] 14:05; [LOC] Falkensee Bahnhof; [LOC] Ostkreuz,[TOPIC] gegen das Compact Magazin; [DATE] 13.7.24; [TIME] 15:00 Uhr
0209.jpg,2,2,1,0,3,2,2,1,1,1,[EVENT] Rave-Demo; [EVENT] Demonstrationen; [DATE] Freitag; [DATE] Samstag; [TIME] 6 Uhr; [LOC] Essen,[TOPIC] AfD Parteitag verhindern; [DATE] 28. – 30. Juni 2024; [TIME] 19 Uhr
0210.jpg,2,1,1,0,1,1,1,0,2,1,[EVENT] AFTERPARTY; [DATE] 08.03.2024; [LOC] OSTBAHNHOF,[EVENT] DEMO; [TOPIC] SUBCULTURE AGAINST PATRIARCHY!; [TIME] 14:00–20:00; [LOC] STRALAUER PLATZ 
0211.jpg,0,0,1,0,1,1,2,1,2,2,[DATE] Sonntag; [TIME] 16 Uhr; [LOC] BUNDESTAG; [LOC] BUNDESTAG,[TOPIC] ZUSAMMEN GEGEN RECHTS; [TIME] 16:00
0212.jpg,1,1,2,0,1,1,1,0,2,2,[EVENT] Demo; [DATE] 25. November 2023; [LOC] Boxhagener Platz; [LOC] Berlin,[TOPIC] FRAUEN- SCHLÄGER AUS DER STADT JAGEN!; [TOPIC] Internationaler Tag zur Beseitigung patriarchaler Gewalt; [TIME] 16:30 Uhr
0213.jpg,1,1,2,0,1,1,1,0,2,2,[EVENT] DEMONSTRATION; [DATE] 22.10.23; [LOC] FALKENSEE; [LOC] BAHNHOF FKS,[TOPIC] KEINE PROFITE MIT VERSCHWÖRUNGS- IDEOLOGIEN; [TOPIC] Ganser raus aus der Stadthalle!; [TIME] 17:30 UHR
0214.jpg,0,0,3,0,2,1,2,0,3,2,[DATE] SA; [LOC] THEODOR-HEUSS-PLATZ; [LOC] OLYMPIASTADION,[TOPIC] KEIN RAMMSTEIN; [TOPIC] VOR GERICHT STATT AUF DIE BÜHNE!; [TOPIC] STOMP THE PATRIARCHY; [DATE] 15. JULI; [TIME] 14:30 UHR; [TIME] 16:00 UHR; [LOC] BERLIN
0215.jpg,2,2,1,0,2,0,1,0,1,1,[EVENT] PICKNICK; [EVENT] PARTY; [LOC] MAUERPARK,[TOPIC] GEGEN QUERDENKEN; [DATE] SAMSTAG; [DATE] 3.6.; [TIME] 16.30 UHR
0216.jpg,0,0,1,0,2,2,1,1,1,1,[DATE] SAMSTAG; [DATE] 08.04.; [TIME] 13 UHR; [LOC] MÜLLERSTRASSE 146,[TOPIC] KRITISCHE PERSPEKTIVE AUF DEN OSTERMARSCH ’23
0217.jpg,1,1,1,1,2,1,1,1,3,3,[EVENT] GEGENKUNDGEBUNG; [TOPIC] AUFSTAND FÜR FRIEDEN; [DATE] SAMSTAG; [TIME] 14 UHR; [LOC] Tiergarten; [LOC] US-Botschaft; [LOC] Platz des 18. März,[DATE] 25.02.
0218.jpg,0,0,1,0,2,2,1,0,1,1,[DATE] Montag; [DATE] 09.01.2023; [LOC] Max-Schmeling-Halle,[TOPIC] CAPTAIN FAIL VS. BÖHMERMANN; [TIME] 18:00 Uhr
0219.jpg,3,2,0,0,1,0,3,2,2,2,[EVENT] Laufdemo; [EVENT] Rave; [TIME] 16-19 Uhr; [TIME] 19 Uhr; [LOC] Leopoldplatz; [LOC] Mauerpark,[EVENT] Straßenfest; [DATE] 3.9.22; [TIME] 14:30
0220.jpg,2,2,1,0,2,2,1,1,1,1,[EVENT] PICKNICK; [EVENT] Kundgebung; [DATE] 06.08; [DATE] SAMSTAG; [TIME] 14 Uhr; [LOC] MAUERPARK,[TOPIC] Gegen Querdenken und Rechts
0221.jpg,2,1,1,0,1,0,1,0,3,1,[EVENT] Friedenskundgebung; [LOC] Antonplatz,[EVENT] DEMO; [TOPIC] GEGEN KRIEG FASCHISMUS UND QUERFRONT; [DATE] 25.06.22; [TIME] 12³⁰ UHR; [LOC] ANTONPLATZ; [LOC] WEISSENSEE
0222.jpg,0,0,2,0,1,0,1,1,1,1,[TIME] 13 UHR; [LOC] NETTELBECKPLATZ,[TOPIC] GEGEN SOZIALE UNGERECHTIGKEIT UND KRIEG; [TOPIC] KEIN SCHULTERSCHLUSS MIT RECHTEN & ANTISEMIT:INNEN; [DATE] 1. MAI
0223.jpg,0,0,2,0,1,1,1,0,2,0,[DATE] SAMSTAG,[TOPIC] Querdenken VERSENKEN; [TOPIC] AFD is a TRAP; [TIME] 13:30 UHR; [LOC] GÖRLI; [LOC] SKALITZER
0224.jpg,1,1,1,0,3,3,1,1,1,0,[EVENT] DEMO; [DATE] MONTAG; [DATE] 28.02.; [DATE] MONTAG; [TIME] 19 UHR,[TOPIC] GEGEN QUERDENKEN UND RECHTS; [LOC] KASTANIENALLEE/ZIONSKIRCHSTRASSE
0225.jpg,1,1,1,0,1,1,1,1,2,1,[EVENT] Kundgebung; [DATE] 11.12.21; [TIME] 14.30; [LOC] Washingtonplatz,[TOPIC] Besser ohne die Junge Alternative.; [LOC] Berlin
0226.jpg,1,1,1,0,1,0,1,0,1,0,[EVENT] DEMONSTRATION,[TOPIC] FEMINISM UNLIMITED; [DATE] 08. MÄRZ; [TIME] 13:00 Uhr; [LOC] S+U Schönhauser Allee
0227.jpg,1,1,2,0,2,2,1,1,2,1,[EVENT] DEMO; [DATE] 8. MÄRZ; [DATE] 2025; [TIME] 19 UHR; [LOC] 1070 WIEN,[TOPIC] RAUS ZUM FEMINISTISCHEN KAMPFTAG!; [TOPIC] FÜR EINEN UNIVERSELLEN FEMINISMUS!; [LOC] CEIJA STOJKA PLATZ
0228.jpg,1,1,0,0,1,1,0,0,2,2,[EVENT] Gedenkspaziergang; [DATE] 19.04.2025; [LOC] Ludwigsfelde; [LOC] Waldfriedhof,
0229.jpg,1,1,1,0,2,0,1,0,1,1,[EVENT] DEMO; [LOC] ALEX,[TOPIC] POLITISCH MOTIVIERTE ABSCHIEBUNGEN STOPPEN; [DATE] FR.; [DATE] 18. APRIL; [TIME] 16°°
0230.jpg,1,1,2,0,2,1,1,0,1,0,[EVENT] PunkRock_Lyrik; [DATE] Donnerstag,[TOPIC] PROPAGANDA DER YUPPIESCHWEINE; [TOPIC] gegen die Arbeit; [DATE] 17.04.25; [TIME] 19:00 Uhr; [LOC] RegenbogenCafé
0231.jpg,4,0,0,0,2,1,1,0,4,2,[DATE] Di; [LOC] IHNESTR. 22; [LOC] KELLER,[EVENT] PROTEST; [EVENT] VORTRAG; [EVENT] VORTRAG; [EVENT] DISKUSSION; [DATE] 15. APRIL; [TIME] 18 UHR; [LOC] FU; [LOC] ROTEN CAFÉ
0232.jpg,2,2,0,0,1,1,1,0,3,2,[EVENT] Diskussion; [EVENT] Frühlingsevent; [DATE] 13.04.25; [LOC] Lohmühle; [LOC] Lohmühlenstraße 17,[TIME] 15–21 Uhr; [LOC] Wagenplatz
0233.jpg,1,1,1,0,1,1,1,0,1,1,[EVENT] DEMONSTRATION; [DATE] 05.04.2025; [LOC] U-BERNAUERSTRASSE,"[TOPIC] Für eine demokratische Lösung der kurdischen Frage und die Freilassung von Abdullah Öcalan, dem Repräsentanten des kurdischen Volkes.; [TIME] 15:00"
0234.jpg,1,1,1,1,1,1,1,1,3,3,[EVENT] Kundgebung; [TOPIC] #TeslaTakedown; [DATE] 5. April; [TIME] 12 Uhr; [LOC] Tesla Store; [LOC] Wilhelmstr.; [LOC] Berlin,
