file_name,Anzahl_EVENT_gt,Anzahl_EVENT_erkannt,Anzahl_TOPIC_gt,Anzahl_TOPIC_erkannt,Anzahl_DATE_gt,Anzahl_DATE_erkannt,Anzahl_TIME_gt,Anzahl_TIME_erkannt,Anzahl_LOC_gt,Anzahl_LOC_erkannt,erkannte_entities,nicht_erkannte_entities,Erkennungsrate_EVENT,Erkennungsrate_TOPIC,Erkennungsrate_DATE,Erkennungsrate_TIME,Erkennungsrate_LOC
0113.jpg,1,1,3,0,1,0,1,0,2,1,[EVENT] DEMONSTRATION; [LOC] BERLIN,[TOPIC] 79. JAHRESTAG DES SIEGES ÜBER NAZIDEUTSCHLAND; [TOPIC] NIE WIEDER FASCHISMUS!; [TOPIC] NIE WIEDER KRIEG!; [DATE] 9. MAI; [TIME] 17:30; [LOC] S&U-BHF. FRIEDRICHSTR.,1.0,0.0,0.0,0.0,0.5
0114.jpg,0,0,2,0,3,1,2,0,3,2,[DATE] SA.; [LOC] THEODOR-HEUSS-PLATZ; [LOC] OLYMPIASTADION,[TOPIC] VOR GERICHT STATT AUF DIE BÜHNE!; [TOPIC] STOMP THE PATRIARCHY; [DATE] 15.07.23; [DATE] 15. JULI; [TIME] 14:30 UHR; [TIME] 16:00 UHR; [LOC] BERLIN,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
0115.jpg,1,1,1,1,1,1,1,1,1,0,[EVENT] soliparty; [TOPIC] gegen das klima der angst; [DATE] 16.11.2024; [TIME] 20 Uhr,[LOC] ://about blank,1.0,1.0,1.0,1.0,0.0
0116.jpg,2,2,1,1,2,2,1,0,5,5,[EVENT] Meditation; [EVENT] Rede- & Musikbeiträge; [TOPIC] DEMOKRATIE neu denken!; [DATE] SAMSTAG; [DATE] 08.08.20; [LOC] KARLSRUHE; [LOC] Günther-Klotz Anlage; [LOC] Karlsruhe; [LOC] Karlsruhe; [LOC] Karlsruhe,[TIME] 12:30–18 Uhr,1.0,1.0,1.0,0.0,1.0
0117.jpg,1,1,2,0,2,1,1,1,1,1,[EVENT] Demo; [DATE] Samstag; [TIME] 14:00 Uhr; [LOC] Potsdamer Platz,[TOPIC] DIE MIETE IST ZU HOCH!; [TOPIC] gegen Verdrängung und #Mietenwahnsinn; [DATE] 01. Juni 2024,1.0,0.0,0.5,1.0,1.0
0118.jpeg,1,0,1,0,1,1,1,0,3,3,[DATE] Jeden letzten Mittwoch; [LOC] Rote Lilly; [LOC] Emser Str. 114; [LOC] Neukölln,[EVENT] Willkommenscafé; [TOPIC] von Rassismus betroffenen & migrantischen Menschen zum gegenseitigen Kennenlernen; [TIME] 19–21 Uhr,0.0,0.0,1.0,0.0,1.0
0119.jpeg,1,1,3,2,2,2,1,1,2,1,[EVENT] LAUFDEMONSTRATION; [TOPIC] FÜR PALÄSTINA; [TOPIC] HÄNDE WEG VON UNSEREM LAND!; [DATE] SAMSTAG; [DATE] 01.03.; [TIME] 13 UHR; [LOC] BERLIN,[TOPIC] PALÄSTINA STEHT NICHT ZUM VERKAUF; [LOC] U-BAHN & S-BAHN ZOOLOGISCHER GARTEN,1.0,0.6666666666666666,1.0,1.0,0.5
0120.jpg,1,1,1,1,0,0,2,2,4,4,[EVENT] Wahlkampf-Veranstaltung; [TOPIC] DEUTSCHLAND ZUERST!; [TIME] 19 UHR; [TIME] 18 UHR; [LOC] STADTHALLE LEONBERG; [LOC] Römerstraße 110; [LOC] 71229 Leonberg; [LOC] Baden-Württemberg,,1.0,1.0,0.0,1.0,1.0
0121.jpg,1,1,0,0,1,1,0,0,2,2,[EVENT] Foto mit dem Nikolaus; [DATE] 05.12.2024; [LOC] Auguste-Viktoria-Allee 99; [LOC] 13403 Berlin,,1.0,0.0,1.0,0.0,1.0
0122.jpg,2,0,0,0,2,2,1,1,3,2,[DATE] 25. APRIL; [DATE] 2023; [TIME] 20.00 UHR; [LOC] Brandstätte 9; [LOC] 1010 Wien,"[EVENT] OMAS ON STAGE; [EVENT] PERFORMANCES, LIEDER, GEDICHTE...; [LOC] CAFÉ KORB",0.0,0.0,1.0,1.0,0.6666666666666666
0123.jpg,1,1,1,1,2,2,1,1,2,2,[EVENT] SOLIDARITÄTSDEMO; [TOPIC] FÜR DIE UKRAINE; [DATE] Samstag; [DATE] 5. März 2022; [TIME] 15 bis 17 Uhr; [LOC] Platz der Menschenrechte; [LOC] Wien,,1.0,1.0,1.0,1.0,1.0
0124.jpg,1,1,2,0,1,1,1,0,2,2,[EVENT] KUNDGEBUNG; [DATE] 19.12.2024; [LOC] Abgeordnetenhaus; [LOC] Berlin,[TOPIC] SAVE BRAIN CITY; [TOPIC] Wissenschaft sichert die Zukunft Berlins; [TIME] 8:30 Uhr,1.0,0.0,1.0,0.0,1.0
0127.jpeg,3,2,1,0,2,2,1,0,2,2,[EVENT] Diskussion; [EVENT] Essen; [DATE] Dienstag; [DATE] 4. März; [LOC] Maggie; [LOC] Frankfurter Allee 205,[EVENT] Solidarischer Stammtisch; [TOPIC] Unser Verständnis vom Patriarchat und unser Umgang damit; [TIME] 19:00 Uhr,0.6666666666666666,0.0,1.0,0.0,1.0
0128.jpg,1,1,1,0,1,0,0,0,2,1,[EVENT] Festival; [LOC] Berlin,[TOPIC] für Klima und Gesundheit; [DATE] 25.09. — 27.09.2024; [LOC] Kulturquartier silent green,1.0,0.0,0.0,0.0,0.5
0129.jpg,1,0,1,0,1,1,1,0,4,0,[DATE] 13.11.,[EVENT] DEMO; [TOPIC] GEGEN DIE KÜRZUNGEN IM KULTURBEREICH!; [TIME] 10:00; [LOC] VOLKS BÜHNE; [LOC] ROSA-LUXEMBURG-PLATZ; [LOC] Brandenburger Tor; [LOC] Platz des 18. März,0.0,0.0,1.0,0.0,0.0
0130.jpg,1,1,0,0,1,1,1,0,1,1,[EVENT] Reparaturtag; [DATE] 19. Oktober 2024; [LOC] NochMall,[TIME] 14–18 Uhr,1.0,0.0,1.0,0.0,1.0
0131.jpeg,1,1,2,0,2,2,1,0,2,0,[EVENT] KUNDGEBUNG; [DATE] MI; [DATE] 05.03.2025,[TOPIC] STOP ARMING ISRAEL; [TOPIC] KEINE WAFFEN FÜR ISRAEL; [TIME] 12:00 UHR; [LOC] ECKE TAUENTZIENSTR./ MARBURGER STR.; [LOC] 10789 BERLIN,1.0,0.0,1.0,0.0,0.0
0132.jpg,0,0,1,1,1,0,1,1,1,1,[TOPIC] DIE CDU IST KEIN GRUND ZUM FEIERN; [TIME] 18 UHR; [LOC] KONRAD ADENAUER HAUS,[DATE] 23. FEBRUAR,0.0,1.0,0.0,1.0,1.0
0133.jpg,1,1,1,0,2,1,1,0,2,1,[EVENT] KUNDGEBUNG; [DATE] 05.09.2020; [LOC] ERWIN-PISCATOR-HAUS,[TOPIC] FÜR AUFKLÄRUNG; [DATE] SAMSTAG; [TIME] 14:30; [LOC] MARBURG,1.0,0.0,0.5,0.0,0.5
0134.jpg,1,1,1,0,2,2,1,1,3,3,[EVENT] Antifaschistische Kundgebung; [DATE] Montag; [DATE] 27.05.24; [TIME] 18 Uhr; [LOC] Mahnmal; [LOC] Levetzowstraße; [LOC] Berlin-Moabit,[TOPIC] GEGEN DIE INSTRUMENTALISIERUNG DES ERINNERNS,1.0,0.0,1.0,1.0,1.0
0135.jpg,1,1,1,0,2,0,1,0,1,0,[EVENT] Demo,[TOPIC] Für Feminismus ohne Grenzen!; [DATE] 8. März; [DATE] 8. März 2025; [TIME] 13:00 Uhr; [LOC] S+U Schönhauser Allee ,1.0,0.0,0.0,0.0,0.0
0136.jpg,1,1,2,0,1,1,1,0,3,3,[EVENT] Kundgebung; [DATE] 27.02.; [LOC] Grünen Lampe; [LOC] Uhlandstraße 51; [LOC] Berlin,[TOPIC] GEGEN JEDE NAZI PROPAGANDA!; [TOPIC] MARTIN SELLNER VON DER STRASSE FEGEN!; [TIME] 18:15 UHR,1.0,0.0,1.0,0.0,1.0
0137.jpg,1,1,1,1,4,3,2,2,4,4,[EVENT] Omas-on-Stage; [TOPIC] Politischer Aktivismus mit Kunst; [DATE] Samstag; [DATE] Sonntag; [DATE] 10. Juli 2022; [TIME] 18.30; [TIME] 18.30; [LOC] Mortarapark; [LOC] 1200 Wien; [LOC] Muthsamgasse; [LOC] 1140 Wien,[DATE] 9. Juli 2022,1.0,1.0,0.75,1.0,1.0
0139.jpg,1,1,1,1,1,1,1,1,1,1,[EVENT] KUNDGEBUNG; [TOPIC] GEGEN DIE ERÖFFNUNGSFEIER DER KOTTI-WACHE; [DATE] 15.02.; [TIME] 9:00; [LOC] KOTTBUSSER TOR,,1.0,1.0,1.0,1.0,1.0
0140.jpg,1,1,1,0,2,2,1,0,2,2,[EVENT] WORKSHOP; [DATE] Samstag; [DATE] 03.02.2024; [LOC] HTW; [LOC] Schöneweide,[TOPIC] Motion-Capture; [TIME] 11–13.30 Uhr,1.0,0.0,1.0,0.0,1.0
0142.jpeg,3,3,2,1,1,1,2,0,3,3,[EVENT] Demonstration; [EVENT] Demo; [EVENT] Kundgebung; [TOPIC] Solidarität mit den Betroffenen; [DATE] 14.03.2025; [LOC] S Teltow Stadt; [LOC] Iserstraße; [LOC] Elbestraße,[TOPIC] NAZIANGRIFFE NICHT UNBEANTWORTET LASSEN; [TIME] 17:30; [TIME] 19:00,1.0,0.5,1.0,0.0,1.0
0143.jpg,0,0,1,0,2,2,1,0,1,1,[DATE] So; [DATE] 14.07.; [LOC] Ostkreuz,[TOPIC] Ostkreuz nicht den Nazis überlassen!; [TIME] 14:00 Uhr,0.0,0.0,1.0,0.0,1.0
0145.jpg,2,1,1,0,1,1,1,0,1,1,[EVENT] PANEL DISCUSSION; [DATE] 06.10.2023; [LOC] MENSCH MEIER,[EVENT] SOLI-RAVE; [TOPIC] A100 WEGBASSEN!; [TIME] 20:00 - 10:00,0.5,0.0,1.0,0.0,1.0
0146.jpg,1,1,2,0,1,1,1,0,3,2,[EVENT] THEMENTAG; [DATE] 15.12.24; [LOC] Markgrafendamm 24c; [LOC] Ostkreuz,[TOPIC] Antisemitismus im Kultur– und Clubbetrieb; [TOPIC] Reflexionen ein Jahr nach dem 7. Okt.; [TIME] 11:30– 19:30 Uhr; [LOC] ://about blank,1.0,0.0,1.0,0.0,0.6666666666666666
0147.jpeg,1,1,1,0,1,1,1,0,2,1,[EVENT] Input + Diskussion; [DATE] 01.03.; [LOC] Kottbusser Straße 4/5,"[TOPIC] Rassismus, Abschiebung und Gewalt; [TIME] 18:00 Uhr; [LOC] Komşukeller",1.0,0.0,1.0,0.0,0.5
0148.jpg,1,1,2,0,1,1,1,1,1,0,[EVENT] BUCHPREMIERE; [DATE] 1. September 2023; [TIME] 19 Uhr,[TOPIC] JUDENHASS UNDERGROUND; [TOPIC] Antisemitismus in emanzipatorischen Subkulturen und Bewegungen; [LOC] ://about blank,1.0,0.0,1.0,1.0,0.0
0149.jpg,1,1,1,0,2,2,2,0,2,2,[EVENT] Demonstration; [DATE] SAMSTAG; [DATE] 11.7.2020; [LOC] KÖNIGSPLATZ; [LOC] MÜNCHEN,[TOPIC] für FREIHEIT GRUNDRECHTE SELBSTBESTIMMUNG ZUR FREIHEIT; [TIME] 10.00 bis 12.00 UHR; [TIME] 10 - 12 Uhr,1.0,0.0,1.0,0.0,1.0
0151.jpg,1,0,1,0,1,0,1,1,1,1,[TIME] 15 Uhr; [LOC] Frankfurter Tor,[EVENT] TANZ DEMO; [TOPIC] WEM GEHÖRT DIE STADT?; [DATE] 08·06·24,0.0,0.0,0.0,1.0,1.0
0152.jpg,1,1,1,0,2,2,1,1,2,1,[EVENT] Laufdemo; [DATE] Sonntag; [DATE] 21. April; [TIME] 14 Uhr; [LOC] Auffahrt Tempelhofer Damm,[TOPIC] Klimaschutz statt Autobahn!; [LOC] A100,1.0,0.0,1.0,1.0,0.5
0153.jpg,2,2,2,2,1,1,1,0,3,3,[EVENT] GEDENKEN; [EVENT] GEDENKEN; [TOPIC] NIE WIEDER IST JETZT!; [TOPIC] NIE WIEDER IST JETZT!; [DATE] 12.03.2025; [LOC] MAHNMAL GEGEN KRIEG & FASCHISMUS; [LOC] Albertinaplatz; [LOC] MAHNMAL GEGEN KRIEG & FASCHISMUS,[TIME] 18:30,1.0,1.0,1.0,0.0,1.0
0154.jpeg,1,1,0,0,2,2,1,0,3,3,[EVENT] LIVEKONZERT; [DATE] DIENSTAG; [DATE] 21.01.25; [LOC] TONELLIS; [LOC] NEUMARKT 9; [LOC] 04109 LEIPZIG,[TIME] 20:00,1.0,0.0,1.0,0.0,1.0
0155.jpg,1,0,0,0,1,1,1,1,2,1,[DATE] 16/02; [TIME] 8PM; [LOC] ERREICHBAR,[EVENT] SOLI PARTY; [LOC] REICHENBERGER STR 63A,0.0,0.0,1.0,1.0,0.5
0156.jpeg,1,0,0,0,1,0,1,0,2,2,[LOC] Zielona Gora; [LOC] Grünbergerstr. 73,[EVENT] SOLI FLOHMARKT; [DATE] 1. MÄRZ; [TIME] 10–18 UHR,0.0,0.0,0.0,0.0,1.0
0157.jpg,0,0,2,0,1,0,1,1,2,1,[TIME] 15:00; [LOC] RUSSISCHEN BOTSCHAFT,[TOPIC] SIEG DER UKRAINE – FRIEDEN FÜR EUROPA; [TOPIC] Stoppt die Finanzierung des russischen Staatsterrors; [DATE] 17. DECEMBER; [LOC] UNTER DEN LINDEN 63–65,0.0,0.0,0.0,1.0,0.5
0158.jpg,1,0,1,0,1,1,1,0,1,1,[DATE] 9.10.2024; [LOC] Oranienplatz,[EVENT] Kundgebung; [TOPIC] zum 5. Jahrestag des rechtsterroristischen Anschlags von Halle; [TIME] 17:30 Uhr,0.0,0.0,1.0,0.0,1.0
0160.jpg,1,0,2,2,1,1,1,0,1,1,[TOPIC] ZEIT FÜR DEUTSCHLAND; [TOPIC] ALICE WEIDEL; [DATE] HEUTE; [LOC] ARD & ZDF,[EVENT] BUNDESTAGSWAHL - SCHLUSSRUNDE; [TIME] 22:00 UHR,0.0,1.0,1.0,0.0,1.0
0161.jpg,0,0,3,3,1,1,1,0,1,1,[TOPIC] Unsere Stimme für die Ukraine; [TOPIC] für Demokratie; [TOPIC] für Freiheit; [DATE] 22.02.25; [LOC] Brandenburger Tor,[TIME] 16 : 00,0.0,1.0,1.0,0.0,1.0
0162.jpeg,2,2,1,1,1,1,1,1,3,2,[EVENT] Plenum; [EVENT] Offenes Antifa Treffen; [TOPIC] Input zum feministischen Kampftag; [DATE] 5. März 2025; [TIME] 19 Uhr; [LOC] Bandito Rosso; [LOC] Prenzlauer Berg,[LOC] Lottumstr. 10a,1.0,1.0,1.0,1.0,0.6666666666666666
0163.jpg,0,0,2,0,1,0,1,1,2,2,[TIME] 11:00 Uhr; [LOC] Berlin; [LOC] Bundestag,[TOPIC] STOPPT das Infektionsschutzgesetz; [TOPIC] Unsere Zivilisation - Unsere Regeln!; [DATE] 18.11.2020,0.0,0.0,0.0,1.0,1.0
0164.jpg,1,0,1,0,1,1,3,0,3,3,[DATE] 03.02; [LOC] Graz; [LOC] Hauptbahnhof; [LOC] Hauptplatz,[EVENT] Demonstration; [TOPIC] Demokratie verteidigen; [TIME] 15:00; [TIME] 16:30; [TIME] 18:00,0.0,0.0,1.0,0.0,1.0
0165.jpg,1,0,0,0,2,2,1,0,5,3,[DATE] 2024; [DATE] 08.06.2024; [LOC] Strausberg; [LOC] Kulturpark; [LOC] 15344 Strausberg,[EVENT] 2000er PARTY; [TIME] 12–23 Uhr; [LOC] Wriezener Str.; [LOC] Am Strand ,0.0,0.0,1.0,0.0,0.6
0166.jpg,1,1,1,0,1,0,1,1,4,2,[EVENT] WORKSHOP; [TIME] 16-19; [LOC] Clubcommission Office; [LOC] 10179 Berlin,[TOPIC] HOW TO KULTURFÖRDERUNG WITH KAROLINE LUCKS; [DATE] 12.03.25; [LOC] Brückenstraße 1; [LOC] CLUBCOMMISSION CLUB,1.0,0.0,0.0,1.0,0.5
0167.jpg,1,1,0,0,2,2,1,0,3,3,[EVENT] Kinderfest; [DATE] Samstag; [DATE] 08.07.2023; [LOC] Seniorenzentrum Nordlandweg; [LOC] Nordlandweg 110; [LOC] 22145 Hamburg,[TIME] 14.00 – 17.00,1.0,0.0,1.0,0.0,1.0
0169.jpeg,1,1,2,1,1,0,1,0,0,0,[EVENT] KURZFILMABEND; [TOPIC] ARTE Reportage,[TOPIC] Mexiko: Im schwarzen Block der Feministinnen; [DATE] 2. MÄRZ; [TIME] 17:00,1.0,0.5,0.0,0.0,0.0
0170.jpeg,1,1,1,0,1,1,1,1,3,0,[EVENT] Plakate malen; [DATE] 04. März 2025; [TIME] 19.30 Uhr,[TOPIC] für den feministischen Kampftag!; [LOC] Café Cralle; [LOC] Hochstädter Str. 10a; [LOC] 13347 Berlin-Wedding,1.0,0.0,1.0,1.0,0.0
0171.jpg,1,1,4,4,2,2,1,0,1,1,[EVENT] Spaziergang; [TOPIC] Masken-frei; [TOPIC] Abstands-frei; [TOPIC] Quarantäne-frei; [TOPIC] freie Impfentscheidung; [DATE] Montag; [DATE] 2.11.; [LOC] Marktplatz,[TIME] 19:00 - 19:30 Uhr,1.0,1.0,1.0,0.0,1.0
0172.jpg,1,1,1,0,2,2,1,1,2,2,[EVENT] Stadtlauf; [DATE] 2016; [DATE] 16. September; [TIME] 17 Uhr; [LOC] Hanau; [LOC] Marktplatz,[TOPIC] GEMEINSAM GEGEN GEWALT AN FRAUEN,1.0,0.0,1.0,1.0,1.0
0173.jpg,1,1,1,0,1,1,1,1,1,1,[EVENT] DEMONSTRATION; [DATE] 14. NOVEMBER; [TIME] 14 UHR; [LOC] BRANDENBURGER TOR,[TOPIC] FÜR DIE AUFNAHME DER MENSCHEN AN DER POLNISCH BELARUSSISCHEN GRENZE!,1.0,0.0,1.0,1.0,1.0
0176.jpg,1,0,0,0,2,1,1,0,3,2,[DATE] 30.11.2024; [LOC] Michael-Brückner-Str. 9; [LOC] Schöneweide,[EVENT] CODING in der Feuerwache; [DATE] Samstag; [TIME] 11–13 Uhr; [LOC] Bibliothek “Alte Feuerwache”,0.0,0.0,0.5,0.0,0.6666666666666666
0177.jpg,2,2,2,0,2,2,1,0,3,3,[EVENT] DEMO; [EVENT] Demo; [DATE] SAMSTAG; [DATE] 07.09.; [LOC] Templin; [LOC] Am Markt 11; [LOC] 17268 Templin,[TOPIC] SOMMERFEST DER AFD VERMIESEN; [TOPIC] gegen das Sommerfest der AfD; [TIME] 14:00 Uhr,1.0,0.0,1.0,0.0,1.0
0178.jpg,1,0,0,0,4,2,0,0,2,1,[DATE] DI; [DATE] 16.07.24; [LOC] Stadtsaal,[EVENT] tanzfestival; [DATE] juni/juli; [DATE] 2024; [LOC] Fürstenfeldbruck,0.0,0.0,0.5,0.0,0.5
0179.jpg,1,1,2,0,1,1,0,0,0,0,[EVENT] DEMOS; [DATE] 23.5. bis 8.6.24,[TOPIC] Rechts- extremismus stoppen In Europa & vor Ort; [TOPIC] Demokratie verteidigen,1.0,0.0,1.0,0.0,0.0
0180.jpg,1,0,1,0,2,2,1,1,2,0,[DATE] Do; [DATE] 19.12.; [TIME] 19:00 Uhr,[EVENT] Vortrag & Diskussion; [TOPIC] ZUR VERSCHRÄNKUNG VON (QUEER-)FEMINISMUS UND ANTISEMITISMUS; [LOC] about blank; [LOC] Markgrafendamm 24c,0.0,0.0,1.0,1.0,0.0
0181.jpg,2,0,0,0,1,0,0,0,1,1,[LOC] RAHLSTEDT,[EVENT] 28. Rahlstedter KULTUR WOCHEN; [EVENT] RAHLSTEDTER KULTURWOCHEN; [DATE] 31. AUGUST – 18. OKTOBER 2024,0.0,0.0,0.0,0.0,1.0
0182.jpg,2,2,1,0,2,0,0,0,2,1,[EVENT] LICHTENHAGEN-DEMO; [EVENT] DEMO; [LOC] Rostock-Lichtenhagen,[TOPIC] DEUTSCHE ZUSTÄNDE AUFMISCHEN 30 JAHRE NACH DEN POGROMEN ; [DATE] 27.08.2022; [DATE] 27. AUGUST 2022; [LOC] ROSTOCK,1.0,0.0,0.0,0.0,0.5
0183.jpg,1,0,1,0,2,1,1,0,2,1,[DATE] SUN; [LOC] BERLIN,[EVENT] KUNDGEBUNG; [TOPIC] TUNTENHAUS BLEIBT; [DATE] 14TH APRIL; [TIME] NOON TO 8 PM; [LOC] KASTANIENALLEE 86,0.0,0.0,0.5,0.0,0.5
0185.jpg,1,0,0,0,1,1,1,0,1,1,[DATE] 10.+11.08.24; [LOC] Fürstenfeldbruck,[EVENT] TÖPFER & KUNST HAND WERKER MARKT; [TIME] 10–18 Uhr,0.0,0.0,1.0,0.0,1.0
0186.jpg,2,1,0,0,2,0,2,2,3,1,[EVENT] RELEASE; [TIME] 18 Uhr; [TIME] 19 Uhr; [LOC] 10245 Berlin,[EVENT] FRENCH CONNECTION PARTY; [DATE] Freitag; [DATE] 11. Oktober 2024; [LOC] ://about blank; [LOC] Markgrafendamm 24c,0.5,0.0,0.0,1.0,0.3333333333333333
0187.jpg,1,0,2,2,2,2,1,0,1,1,[TOPIC] Rückbau statt Neubau; [TOPIC] Stadtraum für alle; [DATE] Sonntag; [DATE] 2.6.24; [LOC] Breitenbachplatz,[EVENT] Autobahn-Abrissparty; [TIME] 16 - 20 Uhr,0.0,1.0,1.0,0.0,1.0
0190.jpg,1,0,0,0,1,0,1,0,2,2,[LOC] ZUKUNFT AM OSTKREUZ; [LOC] 10245 BERLIN,[EVENT] WORKSHOP; [DATE] 20.11.2022; [TIME] 14–19 UHR,0.0,0.0,0.0,0.0,1.0
0191.jpg,0,0,3,0,1,1,1,0,1,0,[DATE] 27.02,[TOPIC] STURZ dem IMPERIALISMUS; [TOPIC] Nein zur Zeitenwende; [TOPIC] Stoppt den Krieg in Kurdistan!; [TIME] 18:00 Uhr; [LOC] Oranienplatz,0.0,0.0,1.0,0.0,0.0
0193.jpg,1,1,0,0,2,2,1,1,1,1,[EVENT] NEUJAHRS PARTY; [DATE] MI; [DATE] 01.01.; [TIME] 21:00 UHR; [LOC] FESTSAAL KREUZBERG,,1.0,0.0,1.0,1.0,1.0
0194.jpg,2,2,1,0,2,2,2,0,1,0,[EVENT] Protestfest; [EVENT] Protestrave; [DATE] SA; [DATE] 17.05.2025,[TOPIC] A100 WEGBASSEN!; [TIME] 14–17 UHR; [TIME] 17–22 UHR; [LOC] S TREPTOWER PARK,1.0,0.0,1.0,0.0,0.0
0195.jpg,1,0,2,0,1,0,1,0,1,1,[LOC] Schleidenplatz,[EVENT] BERLIN ACTION; [TOPIC] DAS MONOPOL ZERSCHLAGEN!; [TOPIC] TOWER TO THE PEOPLE!; [DATE] 26.10; [TIME] 16:30 Uhr,0.0,0.0,0.0,0.0,1.0
0196.jpg,2,2,1,1,1,0,2,0,4,3,[EVENT] Gegenprotest; [EVENT] Zwischenkundgebung; [TOPIC] NAZI-AUFMARSCH VERHINDERN!; [LOC] BERLIN; [LOC] Bebelplatz; [LOC] Neptunbrunnen,[DATE] 26.4; [TIME] 12:15; [TIME] 13:00; [LOC] S Friedrichstraße,1.0,1.0,0.0,0.0,0.75
0197.jpg,3,3,1,0,1,1,3,1,3,1,[EVENT] DEMO; [EVENT] DEMO; [EVENT] KUNDGEBUNG; [DATE] 22.2.25; [TIME] 12:00; [LOC] PREROWER PLATZ,[TOPIC] DER AfD WIDER- SETZEN; [TIME] 12:30; [TIME] 13:00; [LOC] S HOHENSCHÖNHAUSEN; [LOC] S LICHTENBERG,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333
0198.jpg,1,1,2,1,2,1,1,1,1,1,[EVENT] WAHLTAGPROTEST; [TOPIC] AFD-WAHLPARTY STÖREN!; [DATE] SONNTAG; [TIME] 15.30 UHR; [LOC] Gesundbrunnen Center,[TOPIC] FIGHT AfD!; [DATE] 23.2.,1.0,0.5,0.5,1.0,1.0
0199.jpg,0,0,2,0,2,2,1,0,1,1,[DATE] SAMSTAG; [DATE] 22.02.25; [LOC] SCHIFFBAUERDAMM 1,[TOPIC] RECHTEN MARSCH DURCH MITTE STOPPEN!; [TOPIC] FÜR EINE VIELFÄLTIGE UND SOLIDARISCHE GESELLSCHAFT!; [TIME] 11:30 UHR,0.0,0.0,1.0,0.0,1.0
0200.jpg,0,0,3,0,1,0,1,0,2,1,[LOC] PREROWER PLATZ,[TOPIC] NEIN ZUR AFD!; [TOPIC] DER AFD KEINE PLATTE LASSEN!; [TOPIC] GEGEN DIE AFD ABSCHLUSSKUNDGEBUNG UND IHRE POLITIK!; [DATE] 22.02.2025; [TIME] 13:00 UHR; [LOC] NEU – HOHENSCHÖNHAUSEN,0.0,0.0,0.0,0.0,0.5
0201.jpg,2,2,1,0,6,4,1,0,2,2,[EVENT] Protestzug; [EVENT] Protestwelle; [DATE] 27.01; [DATE] 9.02; [DATE] 20.02; [DATE] 22.02; [LOC] Willy-Brandt-Haus; [LOC] CDU Bundesgeschäftsstelle,[TOPIC] Gegen die Normalisierung von Transfeindlichkeit und Faschismus!; [DATE] So; [DATE] 09.02.; [TIME] 15.00 Uhr,1.0,0.0,0.6666666666666666,0.0,1.0
0202.jpg,1,1,4,0,1,0,1,1,2,1,[EVENT] Gegenprotest; [TIME] 12.30 Uhr; [LOC] Friedrichshain,"[TOPIC] Gegen Faschismus, Queer- und Frauen- Feindlichkeit!; [TOPIC] für ein buntes statt braunes Berlin!; [TOPIC] Klima statt Hetze; [TOPIC] Nazi Aufmarsch verhindern; [DATE] 14.12.; [LOC] Markgrafendamm 24c & 25",1.0,0.0,0.0,1.0,0.5
0203.jpg,0,0,1,0,1,0,1,0,2,1,[LOC] Dogshit Skatepark,[TOPIC] SUBKULTUR GEGEN AMAZON; [DATE] 29.11; [TIME] 17:30h; [LOC] S+U Bfh Warschauerstr.,0.0,0.0,0.0,0.0,0.5
0204.jpg,2,2,2,0,1,1,1,1,7,6,[EVENT] Zwischenkundgebung; [EVENT] Abschlusskundgebung; [DATE] 16.11.; [TIME] 14.00 Uhr; [LOC] Friedrichshain; [LOC] Forckenbeckplatz; [LOC] Berlin; [LOC] Forckenbeckplatz; [LOC] Rigaer; [LOC] Mariannenplatz,[TOPIC] kämpfen statt sterben!; [TOPIC] klima statt Hetze; [LOC] Frankfurter Tor,1.0,0.0,1.0,1.0,0.8571428571428571
0205.jpg,2,2,3,2,1,1,4,1,6,5,[EVENT] Kundgebung; [EVENT] Demo; [TOPIC] Solidarisch gegen den Rechtsruck; [TOPIC] gegen die AfD-Wahlparty; [DATE] 22.09.2024; [TIME] 16 Uhr; [LOC] Bhf. Potsdam-Marquard; [LOC] Potsdam; [LOC] Berlin; [LOC] Ostkreuz; [LOC] Potsdam,[TOPIC] ZEIT ZU HANDELN Die AfD-Party zur Landtagswahl versauen!; [TIME] 14:20 Uhr; [TIME] 15:36 Uhr; [TIME] 13:21 Uhr; [LOC] Potsdam Hbf.,1.0,0.6666666666666666,1.0,0.25,0.8333333333333334
0206.jpg,1,1,1,0,0,0,1,1,3,3,[EVENT] Gegenprotest; [TIME] 17 UHR; [LOC] Berlin; [LOC] Alt-Blankenburg 12; [LOC] S-Bhf. Blankenburg,[TOPIC] ZEIT ZU HANDELN - GEGEN DIE AFD-WAHLPARTY IN BERLIN!,1.0,0.0,0.0,1.0,1.0
0207.jpg,1,1,2,0,1,1,1,0,1,0,[EVENT] Gegenkundgebung; [DATE] 16. August,[TOPIC] Frankfurt bleibt bunt!; [TOPIC] Schöner ohne AfD!; [TIME] 15:30 Uhr; [LOC] Marktplatz,1.0,0.0,1.0,0.0,0.0
0208.jpg,1,1,1,0,2,1,2,1,2,2,[EVENT] Demo; [DATE] Sa; [TIME] 14:05; [LOC] Falkensee Bahnhof; [LOC] Ostkreuz,[TOPIC] gegen das Compact Magazin; [DATE] 13.7.24; [TIME] 15:00 Uhr,1.0,0.0,0.5,0.5,1.0
