filename,ground_truth,ocr_text,avg_confidence,similarity
0053.jpg,"THE TIME HAS COME FREEDOM RALLY FOR IRAN OCTOBER 22, 3 PM BERLIN, GERMANY Start point: Großer Stern IRANIAN-GERMANS FOR JUSTICE AND HUMAN RIGHTS","Tfz T 7ax8s {Raapo +4s Couz FREEDOM UnDEr RALLY FOR SiEE IRAN ] OCTOBER22, 3 PM BERLIN , GERMANY Start point: Großer Stern IRANIAN-GERMANS FOR JUSTICE AND HUMAN RIGHTS jugnee WomAN Uies AAIN SuDEns",0.4016881471436601,0.7741935483870968
0054.jpg,MAGISCHES FÜRSTENFELD 5. + 6. Januar 2025 Zaubervarieté für die ganze Familie JANIS VON DEM BORNE MARION METTERNICH DETLEF WINTERBERG,MAGISCHES FÜRSTENFELD 5. + 6. Januar 2025 Zaubervariete für die ganze Famile JANIS VON MARION DETLEE DEM BORNE METTERNICH WINTERBERG,0.9322825246829374,0.8830188679245283
0055.jpg,"Soliparty für Frauen auf der Flucht (ROSA e.V.) DYNAMIC x EUPHORIOT 7.3.2025, 23–7 Uhr ://about blank SKYY YU/VA TIKITULA POWPOW MAARTEN KETRAEDA FUCHSITEK MISS PIXIE JULE BAMBULE GRETCHEN BAZOOKA SHANNON SOUNDQUIST HAVYLICOUS B2B GINGER B Tekno, Gabber, Frenchcore + Karaoke Markgrafendamm 24c, 10245 Berlin Fascists not welcome!","Soliparty für Frauen auf der Flucht (ROSA e.V.) DYNAMIC X EuPhoRioT 1.3.2025,23-7 Uhr 'labout blank SKYY YU/VA TIKITULA PowPow MAARTEN KETRAEDA FUCHSITEK MISS PIXIE JULE BAMBULE GRETCHEN Bazooka Shannon Soundquist HAvYLICOUS B28 GINGER B Tekno, Gabber; Frenchcore Karaoke Markgrafendamm 24c,10245 Berlin Fascists not welcomel",0.7391879215098972,0.8091603053435115
0057.jpg,HOCUS POCUS DIE INTERNATIONALE ZAUBERGALA MIT SORIA IENG ALBERTO GIORGI & LAURA SVEN HEUBES & SABRINA MAGIC DORIAN ANDY JORDAN MARC OBERON MODERATION BERT CALLENBACH 13. & 15.5.2022 VERANSTALTUNGSFORUM FÜRSTENFELD - STADTSAAL FÜRSTENFELD 12 • 82256 FÜRSTENFELDBRUCK • KARTEN AB 27€ AUF FÜRSTENFELD.RESERVIX.DE,DIE INTERNATIONALE ZAUBERGALA ocur A SORIA IENG ALBERTO GIORGI & LAURA SVEN HEUBES & SABRINA MAGIC DORIAN ANDY JORDAN MARC OBERON odiaatioe BERT CALLENBACH 13. & 15.5.2022 VERANSTALTUNGSFORUM FÜRSTENFELD STADTSAAL FURSTENFELD 12 82256 FURSTENFELDBRUCK KARTEN AB 276 AUF FUERSTENFELDRESFRVIX DE 9quat,0.6936841334689459,0.40460526315789475
0058.jpg,open 18/08/23 air FEINRAUSCH ://about blank DIFFUS FLUTWELLE FLUX FM LOFT PICKY MAGAZINE UNTOLDENCY COLLECTIF PIZZA,"open 18/08/23 air ""Hmo "" :loboutblank collectif DIFFUS FLUTWELLE FLUX FM LOF PIGKXZINE UNTOLDENCY PxsaLr",0.6499867960102603,0.730593607305936
0059.jpg,"KIEZ COMEDY smash comedy 8. März, 19 Uhr, KUFA Moabit FLINTA* STAND UP COMEDY BERLIN Sozialraumorientierte Planungskoordination Gefördert durch die Stadtteilkasse","8. 19 UHR, KUFA MOABIT_ FLINTA STAND UP COMEDY EE_1 Sozialraunorientierte Gcfordert durch [uard desuadetelleasse MR {EDY Juaah comedy MÄRZ,",0.49651540037504105,0.5714285714285714
0060.jpg,"POETRY B'N'B DEIN FAST PRIME-TIME POETRY SLAM 26. April 2024, 20.12 Uhr DAS GROSSE FINALE Eine Kooperation von Brakula Kultur in Bramfeld BIM Kulturzentrum auf KulTour","poetry B""B DEHH Fast PRIHE TNE POETRY sLaM 2 6 Alrit   20 24, 2012 Uhr das Grosse FINALE Eine Kooperation von Brakvle B'M Kultumm_ Auatur In DRAAFGZD @uKullou}",0.46339575154790286,0.6196319018404908
0061.jpg,Freedom Parade Die Verleihung der roten Clownsnase durch Captain Future an Dr. Drosten 01.10.2020 ab 10:00 Uhr vorm Schloss Bellevue GRAFIK: LASERURCH.DE,Freedom Porade Die Verleihung de  roten Clounsnase Juich (aptain Ature anDr Drosten 2 1 8 0I.40.2020 ab AO:OOUhr Vorm Schloss Belkvue,0.5413113817819399,0.7832167832167832
0062.jpg,"B!M Kulturzentrum SEI DABEI! LESECLUB HORIZONTE ERWEITERN WELTEN ERLESEN. LESECLUB Montags von 14.00 – 15.30 Uhr für alle Kinder zwischen 9 und 12 Jahren im Gymnasium Meiendorf, Raum 804, Kreuzbau, Schierenberg 60 Leseklubs Stiftung Lesen GYMNASIUM MEIENDORF LESECLUB MEIENDORF","B'M Kultuum Sei DABEI . LesecLuB tlriiTLIT 1 VELTEN ERLESEN LESECLUB Montags von 14.00 ~ 15.30 Uhr für alle Kinder zwischen 9 und 12 Jahren 8 im Gymnasium Meiendorf; Raum 804, Kreuzbau; Schierenberg 60 GYMMAEIUM reu(n)den [stiftung Lesen MEMENDORF Pr Leseclubs",0.5034330480309078,0.6443202979515829
0063.jpg,DEMO STOPPT DIE GASLOBBY soziale Klima- und Energiepolitik gegen die European Gas Conference POWER TO THE PEOPLE 28. März 17:30 Uhr Stephansplatz @systemchange.not.climatechange,"DEMO STOPPT DIE GASLOBBY soziale Klima- und Energiepolitik gegen die European Gas Conference PONER TOTHE 28. März RoPLe 17,30 Uhr Stephansplatz @systemchange not.climatechange",0.7403284927367975,0.9431818181818182
0064.jpg,"KIEZFEST KIEZKLUB Treptow-Kolleg Samstag, 1. Juli 2023 von 14 – 18 Uhr Eröffnung durch Frau Weingart Stellvertretende Bezirksbürgermeisterin und Leiterin der Abteilung Soziales, Arbeit und Teilhabe Es spielt die Combo des Landespolizeiorchesters Brandenburg Die fröhlichen Herbstlerchen erfreuen uns mit ihrem Vortrag Kreistanzgruppe unter Leitung von Monika Kemmnitz Dirk Jüttner erfreut uns als Elvis Presley Kinder- und Erwachsenen-Tanzteam des PSV Olympia Berlin Belly Dance mit „SOURAIA HAGIR“ Eine kostenlose Fahrradkennzeichnung durch den Polizeabschnitt 65, außerdem gibt es noch Mit- mach-Aktionen für Kinder, Seifenblasen mit Ciello, Holzarbeiten, Schwerter basteln mit Marlies, das Kinderschminken mit Farina und Jessica, Malen und Basteln mit Michaela und vieles mehr … Unsere Ehrenamtlichen des KIEZKLUB’s und das Seniorenpflegeheim DOMIZIL verwöhnen sie mit selbstgebackenem Kuchen. Für Ihr leibliches Wohl ist gesorgt.","KIEZFEST KIEZKLUB Trptow-Kolleg Samstag, 1.Juli 2023 von 14 - 18 Uhr Eröffnung durch Frau Weingart Dirk Jüttner Stellvertretende Bezirksbürgermeisterin erfreut uns als Elvis Presley und Leiterin der Abteilung Soziales, Arbeit Kinder- und Erwachsenen-Tanzteam und Teilhabe des PSV Olympia Berlin Es spielt die Combo des Landespolizeiorchesters Belly Dance mit ,SOURAIA HAGIR"" Brandenburg Eine kostenlose Fahrradkennzeichnung durch den Die fröhlichen Herbstlerchen Polzeiabschnitt 65, außerdem gibt es noch Mit- erfreuen uns mit ihrem Vortrag mach-Aktionen für Kinder, Seifenblasen mit Ciello; Holzarbeiten, Schwerter basteln mit Marlies; das Kreistanzgruppe unter Leitung von Kinderschminken mit Farina und Jessica, Malen Monika Kemmnitz und Basteln mit Michaela und vieles mehr Unsere Ehrenamtlichen des KIEZKLUB's und das Seniorenpflegeheim DOMIZIL verwöhnen sie mit selbstgebackenem Kuchen. Für Ihr leibliches Wohl ist gesorgt. K / E Z K L U B Tdedtow Voll[c",0.8249558341117029,0.5842577918647649
0065.jpg,"19 NOV 23 14–24:00 Moving the Needle AINO  ANNA SCHREIT  DJ HENGAMEH BLACK MIRROR PARK  MASCHA  SAM DJ PETE B2B FINN JOHANNSEN  RESOM SEVENSOL  4IISSA B2B O-WELLS  NAKO ://about blank MARKGRAFENDAMM 24C, 10245 BERLIN PANEL TALK ANASTASIA A. TIKHOMIROVA AND NICHOLAS POTTER + ORI RAZ AND MODERATION","NOYA ofex 19NOV 23 14-24.00 7aix  Beit el-Mecm tfe AINO ANNA SCReI OJHENGAMEH BLACKIIRRÖRPARK MASCHA SaM QJPETEBBFINN JOHANNSEN RESÖM SEVENSOL Q1ISSAB2O-WELLS NAKO @:lafou Glank MARKGRAFENDAMM 24C, 10245 BERUN AnastaSIa a. TIKHOMIROVA ORI RAZAND PaNEL TALK AD NICHOLAS POTTER MODERATION Agingodle",0.5372776689587296,0.07082630691399663
0066.jpg,HocusPocus Fürstenfeld Festival der Zauberkunst Veranstaltungsforum Fürstenfeld 11. – 15. Mai 2022,HocusPocus Furstenfeld Festival der Zauberkunst Veranstaltungsforum Fürstenfeld 11 . 15. Mai 2022,0.8564321797048109,0.9743589743589743
0067.jpeg,"HEART OF GAZA Eine Ausstellung mit Bildern von Kindern aus Gaza @stadtteilkomitee_lichtenberg @stk_lichtenberg 15.03.2025 - 16Uhr Café Wostok, Weitlingstr. 97 10317 Fundraising Veranstaltung | Eintritt frei Alle Spenden werden gezielt für das Projekt “We are not alone” eingesetzt","(uin@ HEART OF GAZA Eine Ausstellung mit Bildern von Kindern aus Gaza @stadtteilkomitee_lichtenberg @stk_lichtenberg 15.03.2025 7 16Uhr Cafe Wostok; Weitlingstr. 97 10317 Fundraising Veranstaltung Eintritt frei Alle Spenden werden für das Projekt 'Weare not alone"" eingesetzt CKENBe89) gezielt",0.756628342793906,0.8760907504363001
0068.jpg,DOWN BY THE RIVER 13 FESTIVAL bella and the bizarre emperor x shybits gránátéze anna erhard double deuce die fitten titten 1.6.24 ://about blank 13 Markgrafendamm 24c OY Albertine Sarges & The Sticky Fingers secret act,"#ERIVER 13 FEStival Jd 624 desyge 876o3i Afbegtine blank The Sticky diefitten Fingers Litteo 43"" Secret Markgrafcadam M Z4c act (OwN shybits ann? erhardl 9rMn'teze bella 'enperor the bizarre",0.5508353396488949,0.1715686274509804
0069.jpg,Lollapalooza BERLIN presented by JUSTIN TIMBERLAKE • J-HOPE GRACIE ABRAMS • RAYE • BENSON BOONE ARMIN VAN BUUREN • BRUTALISMUS 3000 • IVE THE LAST DINNER PARTY • DOM DOLLA • JOHN SUMMIT • ARTEMAS SHABOOZEY • ROYEL OTIS • ASHNNIKKO • MAGDALENA BAY MOTHER MOTHER • MAHMUT ORHAN • ARGY • MARK AMBOR SOFI TUKKER • BUNT. • NORA EN PURE • MISS MONIQUE • ANNA • FLO JOEY VALENCE & BRAE • NEIL FRANCES PRESENT CLUB NF CA7RIEL & PACO AMOROSO • BIGXTHAPLUG • BENJAMIN INGROSSO WASIA PROJECT • ALESSI ROSE • FRANKIE STEW & HARVEY GUNN RITTER LEAN • AVAION • CONFIDENCE MAN • INJI • ISSEY CROSS • MICO ALMOST MONDAY • REMY BOND • JORDAN PRINCE • LAST TRAIN KAPA TULT • SKIY • FILLY NEW DATE 12+13 July 2025 IT'S HOT! Olympiastadion & Olympiapark Berlin LET'S MAKE THIS SUMMER EPIC!,PayPal @ccßol @llapalgza BERLIN presented by 1 JUSTIN TIMBERLAKE J-HOPE GRACIE ABRAMS RAYE BEHSON BOONE ARMIK VAH BUUREK BRUTALISMUS 3000 IVE THE LAST DINNER PARTY DOM DOLLA JOHN SUMMIT ARTEMAS SHABOOZEY ROYEL OTIS ASHNIKKO MAGDALENA BAY MOTHER MOTHER MAHMUT ORHAN ARGY MARK AMBOR SOFI TUKKER BUNT. NORA EN PURE MISS MONIQUE ANNA FLO JOEY VALENCE & BRAE NEIL FRANCES PRESENT CLUB NF CAZRIEL & PACO AMOROSO BIGKTHAPLUG BENJAMIN INGROSSO WASIA PROJECT ALESSI ROSE FRANKIE STEW & HARVEY GUNN RITTER LEAN AVAION CONFIDENCE MAN INJI ISSEY CROSS MICO ALMOST MONDAY REMY BOND JORDAH PRINCE LAST TRAIN KAPA TULT SKIY FILLY NEW DATE 12+13 July 2025 IT'S HOT! Olympiastadion & Olympiapark Berlin LETS MAKE THIS SUMMER EPIC! essence 'ENISSHIEBEN radioens5 2es] FRITZ Qicrlincr % Fcd Scilullg {a8 APEROL Muiteer,0.7760608720147316,0.4987244897959184
0070.jpg,Ziegastr 11 22 /03 20:00 SLAYSTANS NOWRUZ Josef Tumari Kavkaz Widow Sabinē Nisan Slaystans Allstars,Ziegrastr 11 22 /03 20:00 SLA YSTANS 1b 79 Josef Tumari Kavkaz Widow Sabine Nisan Slaystans Allstars 0 ~,0.6808611020716652,0.9064039408866995
0071.jpg,Freedom Parade No11 Großdemo mit Querdenken 29. August 2020 11:00 Uhr Start: Brandenburger Tor Ziel: Siegessäule GRAFIK: LASERLURCH.DE,Freedom Porade |?11 GropdeMo at QeerdeMKeN 6 recoom Pran 29.Avgusl 2020 11 :00 Brandeabufger Cor Seare: ! Grafir: 2;eL; Siogessävle Laserlurchde Uhf,0.4635798545689586,0.5886524822695035
0072.jpg,"DEMO UND LICHTERMEER „ZUSAMMENHALTEN GEGEN RECHTS“ MI. 14.2.2024 RIED IM INNKREIS 16:30 Bahnhof Ried (Bahnhofstraße 69) ab 17:00 Kundgebung, Marktplatz Ried mit Monika Salzer, Hans-Henning Scharsach und Susanne Scholl Bitte Kerze mitnehmen! omasgegenrechts.at ab 16:00 „Kulturpolitischer Aschermittwoch“ in der Giesserei, Ried kulturlandimpulse.at ZUM SCHUTZ UNSERER DEMOKRATIE OMAS GEGEN RECHTS OMAS GEGEN RECHTS","DeMo UNd LichTErmeer 7i ZuSAMMENHALTEN GEGEN RECHTS= P MI 44.2.2024 RIED IM INNKREIS 16.30 Bahnhof Ried (Bahnhofstraße 69) onas ab 17:00 Kundgebung Markplatz Ried ab 16.00 DMAs mit Monika Salzer, Hans-Henning Scharsach Kulturpolitischer IceGen und Susanne Scholl Aschermittwoch Ts in der Giesserei, Ried [RECHTS kulturlandimpulse.at Bitte Kerze mitnehmen! omasgegenrechts.at OMAS ZuM SChuTZ GEGEN RECHTS Unserer DEMoKPatie",0.6793522408981075,0.5245508982035928
0073.jpeg,Umsonst- flohmarkt + Waffeln & Musik Lang vergessene Schätze des Hauses könnten euch gehören 02.03. | 12⁰⁰ - 17⁰⁰ Rigaer Straße 94,Umsonst flohmarkt Walleln & Musik Lang vergessene Schätze des Hauses könnten 02.03. 12 1700 euch gchören Rigaer Straße 94,0.8840930754524904,0.8286852589641435
0074.jpg,"ZERO WASTE FUTURE FESTIVAL Null Verschwendung. Volles Programm. 16. November 2024 13:00–18:00 Uhr NochMall, Berlin-Reinickendorf Komm vorbei!","ZEROWASTE FUTURE FLSTIVI Null Verschwendung. Volles Programm. 16. November 2024 Komm 13.00- 18.00 Uhr vorbei! NochMall, Berlin-Reinickendorf",0.8416853896806038,0.8612099644128114
0075.jpg,"My Heart is a Kinderdisco KINDERDISCO Friday 26 APRIL 14:00 - 19:30 ://About Blank - S-Bahn Ostkreuz DJs: Robert Owens, Manuel Bürger ALL AGES",MY Heart (5 6 KiMDERDiSco Friday %6 APZ)L 7400-7236 :lAbovt BlanX-SBqhn OstKrevz All Agbs DjF RobertOwenf  Manvel Bürger Kinderdisco '(66. nna,0.4197247473672958,0.19014084507042253
0076.jpg,Tangela ATEQ Gnarly J 10 - 22 morevi & coppi SOMMER GARTEN 16.06.2024 Toni Pfad Dr. Long b2b Verbal ://about blank,Jaqela ATER Gnarly 10-22 & 1606. @WMe) 2024 @a0 TToni Pfad Verbal :Ilabout blank coppi morevi 51622,0.5614168367177528,0.5915492957746479
0077.jpg,COMPANY CHRISTOPH WINKLER SONGS & DANCES ABOUT THE WEATHER 16. — 19. JAN BALLHAUS OST,COMPANY CHRISTOPH WINKLER SONGS& DANCES A B 0 U T TH E WEA TH ER 16. 19 JAN BALLHAUS OST,0.8235732263622352,0.9248554913294798
0078.png,LLEWELLYN LIVE SARA MILLER B2B KEV SHERIDAN KARETE BU JESSAMINE live at robert johnson running back riotvan permanent vacation maeve institut für zukunft drive g-edit ://about blank BORN WITH A NERVOUS BREAKDOWN ://about blank sat 6.5.2023 2 pm,LLEWELLYN LIVE Inve at robert johnson running back riotvan SARA MILLER 82 KEV SHERIDAN permanent vacation KARETE BU institut fur zukunft drive   g-edit JESSAMINE 'labout blank VO JS BREAkD 'Ilabout blank sat 6.5.2023 2pm BOR JWN,0.758029559497467,0.5084745762711864
0080.jpg,"Für Demokratie und Menschenrechte: SONN TAGS DEMO 18. Februar 2024, 17:30 Uhr Dornbirn Marktplatz Zeit aufzustehen: gegen Gedankengut, das die Demokratie zersetzt, und für das Gemeinsame in der Zivilgesellschaft, Solidarität und Mitmenschlichkeit. REDEBEITRÄGE Werner Dreier – Historiker, ehemaliger Leiter von erinnern.at, Sophia Hagleitner und Sophia Simon – Fridays for Future, Hanno Loewy – Jüdisches Museum Hohenems, Gerhild Steinbuch – HYDRA (Autor*inneninitiative gegen die europäische Rechte) MUSIK Andreas Paragioudakis VERANSTALTER Vorarlberger Plattform für Menschenrechte, das Bündnis aus 40 Organisationen: unter anderem: Menschenrechts- at","Für Demokratie und Menscnenecn ~ S 0 NN 6 $ DeMo Dreier Werner Uhr REoFITer, ehemaliger Februar 2024; erinnern at, Fridays for Futuren 18_ simon Museum Hanno Loewy für Zeit das die in der die das Vorarlberger das für fur Die 40 chts at Ta von REDEBEITRaGE Leiter und 17-30 Hagleltner Sophia Marktplatz Sophia Jüdisches Dornbirn Steinbuch Gerhild Gedankengut, Hohenems, (Autor' inneninitiative gegen aufzustehen: Rechte) und HYDRA zersetzt; europaische Zivillgesellschaft, Demokratie gegen Gemeinsame Mitmenschlichkeit. Paragioudakis und Andreas Solidarität MusIK Plattform uns VOn Bündnis UNTERSTÜTZT {VERANSTALTER Menschenrechte; Organisationen: Plattform",0.8215918449332555,0.19556913674560733
0081.jpg,"WELCOM TO THE :// KINDERDISCO Musik + Tanz DJ-Workshop Pizza + Würstchen Baustellenstelle Kinderwagenparkplatz + Wickelstation Kreativ-Mobil Kaffee + Kuchen Mal- und Spray-Workshop Kinderschminken Fr 21·04·23 14–19 Uhr ://about blank markgrafendamm 24c, 10245 berlin am s-bhf ostkreuz","WELCoM T0 TrE ;| Kreativ-Mobil Fr 21.04.23 Musik Tanz Kaffe Kuchen 14-19 Uhr DJ-Workshop Mal- und Spray-Workshop Pizza Würstchen flabout blank Kinderschminken markgrafendamm 24c, 10245 berlin Bausteinstelle am s-bhf ostkreuz Kinderwagenparkplatz Wickelstation kinDERpis",0.8157992230439101,0.05063291139240506
0082.jpg,"Demo Sa, 24.2. 14h Wrangelkiez am Platz ohne Namen Falckensteinst. 1A Der Görli bleibt auf! Bündnis Görli Zaunfrei","Demo Sa,24.2.14h Dehl Görli tbleibt Jqull 'Wrangelklez",0.5378543491778823,0.32142857142857145
0083.jpg,15 JAHRE NACHTIGALL FRITTENBUDE SAALSCHUTZ FINNA NACHTIGALA 16.09.23 // ABOUT BLANK,15 JAHRE NAcHTIGALV FRlTTFNBUDE SAALSchuTE FINN R Idillgn 16.0413 :17 ABOUT BLAMK,0.4746959524232773,0.7195121951219512
0084.jpeg,TOBIAS DELLIT & DIE 25.3.25 SCHWENKENDE MEHRHEIT SUPPORT: PAULA LINKE 25.3.25 Neues Schauspiel Leipzig Gefördert durch: INITIATIVE MUSIK,"99 GQa Gcfordert durch: INITIATIVE MUSIK 25.3.25 Neues Schauspiel Leipzig @34 29,3,25 0 Paula Suppor Q)",0.47497138547623313,0.37656903765690375
0086.jpg,Bürgerinitiative EINEN STATT SPALTEN Soll das zu meiner neuen Normalität werden !? nächste Kundgebung: 08.08. 16-18 Uhr SAMSTAG STIFTSPLATZ Kaiserslautern,1 Saut &on ?au wranen Yraen 5 Aomokitih unten 18 1 nächste Kundgebung: | 08.0816485 SAMSTAG Uhr STIFTSPLATZ Kaisexslautern,0.526209545239909,0.5434782608695652
0089.jpeg,NEUER ORT: FRIEDRICHSPLATZ KASSEL VOR DEM FRIDERICIANUM KUNDGEBUNG & AUFZUG Grundrechte gelten! MIT GASTREDNER HERMANN PLOPPA 15. JANUAR 2022 15:30 UHR,"KUNDGEBUNG & AUFZUG pflicht Maskenpflicht Gundechte d laut, weil ihr FREIHEIT klaut. 15_ JANUAR 2022 MIT GASTREDNER 15:30 UHR HERMANN PLOPPA ORT: FRIEDRICHSPLATZ KASSEL NEUER FRIDERICIANUM DEM VOR ! gelten.",0.9391153774533352,0.16806722689075632
0090.jpeg,"""Wir werden ALLE da sein!"" WORLD FREEDOM DAY Die Welt steht auf Auch Fulda macht dicht! ALLE INITIATIVEN & ORGANISATIONEN WELTWEIT - GEMEINSAM! UM 12:00 UHR LANDESZEIT! MAGDEBURG 20.11.2021 12:00 - 16:00 UHR LIVESTREAMS AUS ALLER WELT","do WORLD FREEDOM DAY Die Welt steht ALLEINITIATIVEN & ORGANISATIONEN WELTWEIT GEMEINSAM! UM 12.00 UHR LANDESZEIT! MAGDEBURG 20.11.2021 12:00 16:00 UHR werden sein!"" ""Wir ALLE dichtl macht Fulda Auch LIVESTREAMS SMoNSTRATION ALLER AUS WELT 9",0.9100633650692251,0.11814345991561181
0091.jpg,mit Mobile Diskothek VERITAS 27. Bike & Rock Festival Limberg zwischen Cottbus und Vetschau 08. - 11. August 2024 immer am 2. August Wochenende Limited Booze Boys BLIND BANKERS Bullshit Rock’n’Roll aus Berlin NOBODY Infos: brf-limberg.de,"pl,c värS Blm & Rock Restlval 2705822279 schen Cottbu Votscha 08. 17 August mmer Augusi 2024 Wochenende Jfled {Boopc ?Bopg noc arn Infos: brf-imbergade NOBODY BANKERS BLIND",0.5523323294863891,0.5427872860635696
0093.jpg,"KIEZKLUB Rathaus Johannisthal Sterndamm 102, 12487 BERLIN im Innenhof SOMMERFEST Sa 3. Sept. 14–19 Uhr INTERESSANTE MARKTSTÄNDE, KINDERSCHMINKEN, KINDERBASTELN, HÜPFBURG, TEDDYAMBULANZ GLASKUNST MIT VORFÜHRUNG, 3D-DRUCK ESSEN UND TRINKEN DUO CHARLSON & LUIS (BRA) SAMBA, CHORO, BOSA NOVA HARTMUT HAKER VON TANZBAR BIS SWINGEND RAINER HERZOG VON GESCHICHTE ZU GESCHICHTE JEDE MENGE KINDERLIEDER DIE HOBBYSTEPPER, MONIKAS TANZMIX, DJ DER CHOR DER FRÖHLICHEN SÄNGER VON JOHANNISTHAL Der Eintritt ist frei.","Gceue(alllac JMzutdisilal Stekudaunz0e 12487Edilu Mmbiduu SOuoOR(@st Sa2 S Pl 14-29 Utr INTERESSANTE MARKTSTÄNDE, KINDERSCHMINKEN , KINDERBASTELN, HÜPFBURG, TEDDYAMBULANZ GLASKUNST MIT VORFÜHRUNG, 30-DRUCK ESSEN UND TRINKEN DUO CHARLSON & LUIS (BRA) SAMBA , CHORO, BOSA NOVA HARTMUT HAKER VON TANZBAR BIS SWINGEND RAINER HERZOG VON GESCHICHTE ZU GESCHICHTE JEDE MENGE KINDERLIEDER DIE HOBBYSTEPPER , MONIKAS TANZMIX, DJ DER CHOR DER FRÖHLICHEN SÄNGER VoN Johannisthal DeR €iufefff fst (Rd",0.45205220458887385,0.7818181818181819
0094.jpg,"Einladung zur Trauerfeier für unsere geliebte Demokratie *1949 - 2020 26.04.2020 12:00 - 19:00 Mariannenplatz Wir bitten alle Trauergäste nur einzeln oder zu zweit zu kommen und protest- taugliche Schilder, Transparente und Plakate zur Niederlegung mitzubringen. Wir freuen uns auf Eure Trauerreden. Anlage und Mikrofon sind vor Ort. www.Aktion-Eigensinn.net","Ginladung 7wt Snauexßeies Pü unsee gelielte Demaknatie *1949 2020 26.04.2020 12.00 19:00 Matiannenplatz Wi Bitten alle Snauengäste nux einzeln ade Zu zweit zu Rammen und pnatest- taugliche Schildex, Snanspwlente und JlaRate zw Niededegung mitzubuingen. Wu Pleuen uns aup Suxe Jnauexeden und Mlikxafon oind vax Unt wuw (etion-Eigenoinnnet Cnlage",0.5299585013121046,0.37037037037037035
0095.jpg,"Bohemian Strawberry 🍓 & AmSTARt präsentieren: ICH BRAUCHE EINE GENIE VOL. 15 POPkultur, Feminismus, Change und so ... Songbook Releaseparty LIVE: KATRIN ACHINGER LESEPERFORMANCES & 1-SONG-SETS: ANNETTE BENJAMIN (HANS-A-PLAST), BERNADETTE LA HENGST, DAYN, DIE SUPERERBIN, ELKE BRAUWEILER, FAULENZA, FELINE & STRANGE, HANSJANA, LYDIA DAHER, MALONDA, MARIAMA SAFI, TOTE CRACKHUREN IM KOFFERRAUM MATCHING OUTFITS THE DOCTORELLA BABSI TOLLWUT 12.8. :://aboutblank","ßoemnian 'hw Beny AmSTARt räsenf'ieren: ICH BRAUCHE EINE GENIE VOL: 15 POPKULTUR,   FEMINISMUS , CHANGE SO Songbook Relenseparty [LESEPERFORMANCES & I-SONG-SETS: LIVE: AnnettE BEnJAMIN (Hans-A-PLASI) BERNADETTE LA HEnGST, DaY* DIE SUPERERBIN; ELKE BRAU#EILER, FAULENZA, FELINE STRANGE_ HANNSJANA LYDIA DAHER' MALONDA MARIAMA, SAFI TOTE CRACKHUREN IM KOFFERRAUX KATRIN ACHINGER MATCHING OUTFITS IHE BABSI TOLLWUT DOCTORELLA 128 :aboutBlank UnD ICH BRAUCHE EINE GENIE SWNGBWfK",0.6467523707069827,0.26824034334763946
0096.jpg,Schmeiß dein Ego weg und FEIER WAS DU LIEBST Für René     25. April Volksbühne am Rosa-Luxemburg-Platz,Schmeiß dein Ego weg und Schmeiß dein Ego weg und FEIERFER WAS DU WVAS DU IEBS] LIEBST Für Rene 25. April Für Rene 25. April ksbühne am Rosa Luxemburg-Plat Volksbühne am Rosa Luxemburg Platz,0.7312910149427987,0.6506849315068494
0097.jpg,UNTERM TECHNO LIEGT DER PUNK :// ABOUT BLANK The kids are clearly not alright Welche Rolle spielen emanzipatorische Subkultur & Bewegung in Ostdeutschland? POLY▶LUX Veranstaltung 13.12.2024 20 Uhr :// about blank,The kids are clearly alright Welche Rolle spielen emanzipatorische Subkultur & Bewegung in Ostdeutschland ? POLY > LuX Veranstaltung 13.12.2024 20 Uhr :l about blank 2 8 2 8 8 X not 4 4 dor 0 1,0.6914261198356588,0.7851851851851852
0098.jpg,"eine benefizveranstaltung von ://about blank und top b3rlin MOVING BEYOND HOPE antinationale amplitude wider die großwetterlage montag, 2. oktober 2023, 18:00 uhr STAAT. NATION. KAPITAL. SCHEISSE. TOP BERLIN . TOP-BERLIN.NET","eine benefizveranstaltung von :labout blank und top b3rlin MOVING BEYOND HOPE antinationale amplitude wider die großwetterlage STAAI montag, 2.oktober 2023, I8.00 uhr [99ni SCHEISSE",0.7547312275738173,0.8246913580246914
0099.jpg,"Vergessene Arbeitskämpfe PUNK Abend Eintritt 8€ Roter Salon in der VOLKSBÜHNE Wann: 29.09., 21 Uhr Wer: EAT LIPSTICK + TOTENWALD arbeitskaempfe@volksbuehne-berlin.de",Hergesseze Arbeitskämpfe Roter Salon 8€ inden OLKSBUHNE Wann: 29. 04. 21 Ux 4 EAT Wer: arbeitskaempfe@volksbuehne-berlin.de PUNX Abend Eintritt: Lirsrick TrevWaL>,0.7350987390757929,0.654434250764526
0100.jpg,FAMILIEN-FLOHMARKT in der Paul-Schneider-Grundschule 25.05.24 10 - 14 Uhr,"5ha 12,8 FAMILIEN-FLOHMARKT in der BxUn-Lenkru Paul-Schneider-Grundschule PAULI 25,05.24 10 - 14 Uhr schneider ( 1",0.6825881371376856,0.7700534759358288
